index,metadata,proba non-canon,proba canon,prediction,accord
1884_Le-Roy-Albert_L-Amour-sans-phrase,False,0.9963908323475079,0.0036091676524921045,False,True
1873_Gaboriau-Emile_L-argent-des-autres_II,False,0.9975310827880893,0.002468917211910778,False,True
1875_Aimard-Gustave_Ourson-Tete-de-Fer,False,0.9341873409140309,0.06581265908596903,False,True
1896_Soboleska-Mme_Siribeddi-memoires-d-un-elephant,False,0.9905828355026824,0.009417164497317528,False,True
1883_Monnier-Marc_Un-detraque,False,0.9854818310857012,0.014518168914298952,False,True
1860_Goncourt-Edmond-de-Goncourt-Jules-de_Charles-Demailly,True,0.019772234266754965,0.9802277657332451,True,True
1891_Maquet-Auguste_La-belle-Gabrielle_Tome-1,False,0.9338145462712072,0.06618545372879273,False,True
1845_Dumas-Alexandre_Le-Chevalier-de-Maison-Rouge,True,0.05354189128283931,0.9464581087171609,True,True
1859_Aimard-Gustave_L-eclaireur,False,0.9965831807949953,0.0034168192050047924,False,True
1851_Ceard-Henry_Belle-journee,False,0.11308737152287913,0.886912628477121,True,False
1917_Leroux-Gaston_L-homme-qui-revient-de-loin,False,0.9973149378132952,0.002685062186704826,False,True
1877_Greville-Henry_Sonia,False,0.9993630451186348,0.0006369548813652005,False,True
1982_Laurent-Jacques_Les-dimanches-de-Mademoiselle-Beaunon,False,0.9083938137112669,0.09160618628873278,False,True
1883_Lacroix-Auguste-de_Les-Soirees-de-Saint-Germain,True,0.9984285023526336,0.0015714976473664639,False,False
1883_Hericault-Charles-d-_Rose-de-Noel,False,0.9953785486967373,0.004621451303262763,False,True
1961_Delly_Ahelya-fille-des-Indes,False,0.9987226571035198,0.0012773428964802766,False,True
1843_Balzac-Honore-de_La-Rabouilleuse,True,0.0074728113883722495,0.9925271886116278,True,True
1847_Sand-George_Simon,True,0.16456567333304742,0.8354343266669526,True,True
1993_Rolin-Olivier_L-Invention-du-monde,True,0.0247301063719052,0.9752698936280947,True,True
1890_Lesueur-Daniel_Nevrosee,False,0.9119536316750643,0.08804636832493581,False,True
1892_Decourcelle-Pierre_Mam-zelle-Misere,False,0.9997008460786129,0.0002991539213871145,False,True
2015_Sansal-Boualem_2084-La-fin-du-monde,False,0.7583568798149581,0.24164312018504172,False,True
1910_Leroux-Gaston_Le-Roi-Mystere,False,0.9980617323037676,0.0019382676962324766,False,True
1845_Balzac-Honore-de_Honorine,True,0.024374448198668124,0.9756255518013319,True,True
1887_Guy-de-Maupassant_Le-Horla,True,0.018096321401834904,0.981903678598165,True,True
1958_San-Antonio_En-long-en-large-et-en-travers,False,0.9954411137390071,0.0045588862609928634,False,True
1953_San-Antonio_Du-plomb-dans-les-tripes,False,0.9969627167139449,0.0030372832860551444,False,True
2013_Janin-Mathilde_Riviera,False,0.5856077338704638,0.4143922661295361,True,False
2013_Daeninckx-Didier_Tetes-de-maures,True,0.07523612865436716,0.9247638713456329,True,True
2016_Cusset-Catherine_L-autre-qu-on-adorait,False,0.2980555144437282,0.7019444855562719,True,False
1993_Bergounioux-Pierre_Le-Grand-Sylvain,True,0.06068834547871244,0.9393116545212875,True,True
1947_Vian-Boris_L-automne-a-Pekin,True,0.13211588530941537,0.8678841146905845,True,True
2007_Modiano-Patrick_Dans-le-cafe-de-la-jeunesse-perdue,True,0.007098672422651088,0.992901327577349,True,True
1865_Ponson-du-Terrail-Pierre-Alexis-de_Le-Castel-du-Diable,False,0.98589065832735,0.014109341672649902,False,True
1869_Ponson-du-Terrail-Pierre_Le-Forgeron-de-la-Cour-Dieu_Tome-II,False,0.9980330167277199,0.0019669832722801037,False,True
1956_San-Antonio_Des-gueules-d-enterrement,False,0.999451509550155,0.0005484904498449061,False,True
1843_Desnoyers-Louis_Les-aventures-de-Jean-Paul-Choppart,False,0.9926145965092666,0.007385403490733227,False,True
1939_Colette_Duo-Le-Toutounier,True,0.025868677932811345,0.9741313220671887,True,True
1876_Geiger-Anna_Souvenirs-de-femme,False,0.9916266912365941,0.008373308763405968,False,True
1860_Vie-Anduze-Henri_Dernier-amour-de-Cinq-Mars-roman-historique,False,0.9732789404857712,0.026721059514228734,False,True
1888_Verne-Jules_Deux-ans-de-vacances,True,0.007664926619151567,0.9923350733808486,True,True
2010_Millet-Richard_Tarnac,True,0.03424004831943632,0.9657599516805636,True,True
2002_Tournier-Michel_Journal-Extime,True,0.05694799937969966,0.9430520006203003,True,True
1919_Leblanc-Maurice_L-ile-aux-Trente-cercueils,False,0.9939017601465115,0.0060982398534884545,False,True
1925_Cendrars-Blaise_L-or,True,0.8757088953566304,0.12429110464336954,False,False
1962_Delly_Fille-de-chouans,False,0.9996960052721092,0.00030399472789084973,False,True
1876_Aimard-Gustave_Le-Chasseur-de-rats_Tome-2-Le-commandant-Delgres,False,0.9963248190700319,0.0036751809299680224,False,True
1905_Le-Rouge-Gustave_L-Espionne-du-grand-Lama,False,0.9997177536357258,0.0002822463642741024,False,True
1887_Bourget-Paul_Mensonges,True,0.030157890689061786,0.9698421093109382,True,True
1845_Balzac-Honore-de_Massimilla-Doni,True,0.0030627159813542315,0.9969372840186456,True,True
1951_Calet-Henri_Les-Grandes-Largeurs,False,0.6881886168251304,0.3118113831748697,False,True
1941_Bealu-Marcel_Memoires-de-l-ombre,False,0.8686461764206022,0.13135382357939782,False,True
1994_Rolin-Olivier_Port-Soudan,True,0.021620087544539392,0.9783799124554607,True,True
1847_Sandeau-Jules_Mademoiselle-de-la-Seigliere_Volume-1,False,0.9028874927532968,0.0971125072467033,False,True
1887_Huysmans-Joris-Karl_Un-dilemme,True,0.8879036676075377,0.11209633239246251,False,False
1878_Stapleaux-Leopold_Le-Roman-d-un-pere,False,0.9998391026723064,0.0001608973276936371,False,True
2012_Grange-Jean-Christophe_Kaiken,False,0.9985443897682252,0.0014556102317747103,False,True
2010_Despentes-Virginie_Apocalypse-bebe,True,0.6042972935242376,0.39570270647576244,True,True
2001_Daeninckx-Didier_12-rue-Meckert,True,0.008966841530203941,0.991033158469796,True,True
1883_Rasetti-Ernest_Les-Drames-du-village-Rosa-Romano,False,0.9994525047761667,0.000547495223833352,False,True
1884_Vignon-Claude_Le-Mariage-d-un-sous-prefet,False,0.9892499168592809,0.010750083140719086,False,True
1876_Sand-George_Horace,True,0.013549240609092452,0.9864507593909075,True,True
1861_Dumas-Alexandre_Bric-a-Brac,True,0.26828600223203786,0.7317139977679624,True,True
1996_Michon-Pierre_Le-Roi-du-bois,True,0.11930729931861174,0.880692700681388,True,True
1955_Dhotel-Andre_Le-pays-ou-l-on-n-arrive-jamais,True,0.2925958828471262,0.7074041171528737,True,True
2001_Rufin-Jean-Christophe_Rouge-Bresil,False,0.9597852841443877,0.040214715855612274,False,True
1875_Feval-Paul_La-Ville-Vampire,False,0.947481459492971,0.05251854050702904,False,True
1922_Galopin-Arnould_Memoires-d-un-cambrioleur-retire-des-affaires,False,0.9951592481945745,0.00484075180542554,False,True
1916_Delly_La-fin-d'une-Walkyrie,False,0.9998192899483224,0.00018071005167767104,False,True
1827_Vigny-Alfred-de_Cinq-Mars,True,0.9679355864546095,0.03206441354539049,False,False
1980_Le-Clezio-Jean-Marie-Gustave_Desert,True,0.00914598325565026,0.9908540167443497,True,True
1831_Signol-Alphonse-Macaire-Stanislas_Le-Chiffonnier_Tome-4,False,0.996499047241409,0.0035009527585910696,False,True
1882_Riviere-Henri_Le-Combat-de-la-vie-La-Jeunesse-d-un-desespere,False,0.9815186971321367,0.018481302867863307,False,True
2004_Volodine-Antoine_Bardo-or-not-Bardo,True,0.10866554580304211,0.891334454196958,True,True
1881_Feval-Paul_Roger-Bontemps,False,0.9943562316744905,0.005643768325509505,False,True
1865_Ponson-du-Terrail-Pierre-Alexis-de_Les-Nuits-du-quartier-Breda-Juliette,False,0.9650709047879599,0.0349290952120401,False,True
1978_Antelme-Robert_l-espece-humaine,True,0.02337025427523572,0.9766297457247642,True,True
2010_Volodine-Antoine_Ecrivains,True,0.015405243020324491,0.9845947569796756,True,True
1911_Ivoi-Paul-d-_L-Espion-X-323_Volume-III-Du-sang-sur-le-Nil,False,0.9948135963396383,0.005186403660361716,False,True
1909_Lesueur-Daniel_Le-droit-a-la-force,False,0.9712010222743913,0.028798977725608802,False,True
1854_Barbey-d-Aurevilly-Jules_L-ensorcelee,True,0.030620554393365775,0.9693794456066342,True,True
1903_Strauss-Renee-Paul_Au-pays-basque,False,0.9986764297450341,0.0013235702549659555,False,True
1967_San-Antonio_Y-a-de-l-action,False,0.9973115420833921,0.002688457916607841,False,True
1882_Witt-Henriette-de_Scenes-historiques,False,0.9984482044589542,0.0015517955410457279,False,True
1859_Inconnu_Les-soirees-du-pere-Laurent,False,0.9991541339496723,0.000845866050327492,False,True
1996_Bouraoui-Nina_Le-Bal-des-murenes,False,0.47257228241275895,0.5274277175872413,True,False
1948_Barjavel-Rene_Le-diable-l-emporte,False,0.9003852805207935,0.09961471947920669,False,True
1908_Barbusse-Henri_L-enfer,True,0.005755355941349024,0.994244644058651,True,True
1906_Morin-Louis_Grand-mere-avait-des-defauts-,False,0.9113090829051358,0.08869091709486428,False,True
1967_Simon-Claude_Histoire,True,1.3399578047456614e-07,0.9999998660042195,True,True
1849_Chateaubriand-François-Rene-de_Memoires-d-Outre-Tombe_Tome-4,True,0.04815487743349664,0.9518451225665034,True,True
1991_Germain-Sylvie_L-Enfant-Meduse,True,0.022608832508513976,0.9773911674914861,True,True
1918_François-Fabie_Le-Retour-de-Linou,False,0.9965069969495044,0.003493003050495698,False,True
1979_Zevaco-Michel_Fiorinda-la-belle,False,0.992511312911799,0.007488687088201157,False,True
1855_Feval-Paul_Oeuvres,False,0.997311432372873,0.0026885676271269517,False,True
1891_Huysmans-Joris-Karl_La-bas,True,0.05260977069735373,0.9473902293026463,True,True
1876_Peregrine-D._La-Fille-aux-serpents-souvenir-des-Antilles,False,0.7893049456254702,0.21069505437452982,False,True
2012_Djian-Philippe_Oh,False,0.9083082348678282,0.09169176513217202,False,True
1909_Leblanc-Maurice_L-Aiguille-creuse,False,0.9578914073331709,0.04210859266682915,False,True
1959_Delly_L'illusion-orgueilleuse-suivi-de-La-voie-divine,False,0.9994587542187503,0.0005412457812498212,False,True
1843_Dumas-Alexandre_Le-Corricolo,True,0.24000063914903333,0.7599993608509666,True,True
1844_Balzac-Honore-de_Le-Colonel-Chabert,True,0.042255989730340275,0.9577440102696597,True,True
1876_Marechal-Marie_Le-Parrain-d-Antoinette,False,0.9984466607720431,0.001553339227956838,False,True
1836_Girardin-Delphine-de_La-canne-de-M-de-Balzac,False,0.9732042447774892,0.026795755222510678,False,True
1868_Perret-Paul_La-Parisienne,False,0.9078892080047349,0.0921107919952652,False,True
1815_Gay-Sophie_Anatole_Vol-2,False,0.9973217160826663,0.002678283917333813,False,True
1867_Houssaye-Arsene_La-Pantoufle-de-Cendrillon-ou-Suzanne-aux-coquelicots,False,0.9920354960773943,0.007964503922605753,False,True
1878_Zola-Emile_Madeleine-Ferat,True,0.30981375193269384,0.6901862480673062,True,True
2004_Bouraoui-Nina_Poupee-Bella,False,0.4448401216106679,0.5551598783893322,True,False
1893_Zola-Emile_Le-docteur-Pascal,True,0.008807037573335254,0.9911929624266647,True,True
2015_Germain-Sylvie_a-la-table-des-hommes,True,0.13783713525906402,0.862162864740936,True,True
1886_Arene-Paul_Contes-de-Provence,False,0.7060812182884941,0.2939187817115057,False,True
1861_Maricourt-Rene-Du-Mesnil_Un-coin-de-la-vieille-Picardie-ou-les-Arquebusiers-de-Senlis,False,0.8199099827678905,0.18009001723210943,False,True
1973_Rolin-Dominique_Lettre-au-vieil-homme,False,0.10395381935010027,0.8960461806498999,True,False
"1931_Veuzit-Max-du_John,-chauffeur-russe",False,0.9983904058270873,0.0016095941729127434,False,True
1983_Ernaux-Annie_La-place,True,0.05868432770818588,0.9413156722918143,True,True
1923_Chateaubriant-Alphonse-de_La-Briere,False,0.9111208068858684,0.0888791931141316,False,True
1890_Dombre-Roger_La-Nounou,False,0.9959973866494316,0.004002613350568449,False,True
1846_Balzac-Honore-de_Esquisse-d’un-homme-d’affaires-d-apres-nature,True,0.21443246016293563,0.7855675398370644,True,True
1860_Ponson-du-Terrail-Pierre_Les-Chevaliers-du-Clair-de-Lune,False,0.9988830777122663,0.0011169222877337687,False,True
1968_Modiano-Patrick_La-Place-de-l-etoile,True,0.9594129054381039,0.04058709456189629,False,False
1875_Noel-Eugene_Memoires-d-un-imbecile,False,0.9392106566715444,0.0607893433284555,False,True
1928_Martin-du-Gard-Roger_Les-Thibault_Tome-4-La-consultation,True,0.3521981520033285,0.6478018479966714,True,True
1883_Denoy-Emmanuel_Mercedes-Pepin,False,0.9992998485360849,0.0007001514639151452,False,True
1960_Delly_La-colombe-de-Rudsay-Manor,False,0.9997215949023733,0.00027840509762671695,False,True
1903_Leblanc-Maurice_Un-gentleman,False,0.735801468897402,0.264198531102598,False,True
1987_Duras-Marguerite_La-Vie-Materielle,True,0.013406527192526068,0.986593472807474,True,True
1863_Vattier-d-Ambroyse-Valentine_Claire-de-Rives,False,0.9996900631719403,0.00030993682805978586,False,True
1868_Tholmey-A._Derniers-jours-d-un-regne,False,0.96407154213978,0.03592845786022007,False,True
1980_Tournier-Michel_Gaspard-Melchior-Et-Balthazar,True,0.19147905291562195,0.8085209470843778,True,True
1844_L-Ecuyer-Eugene_Un-episode-de-la-vie-d-un-faux-devot,False,0.947742442967223,0.052257557032776965,False,True
1846_Balzac-Honore-de_Une-tenebreuse-affaire,True,0.006686463246940104,0.9933135367530599,True,True
1946_Beauvoir-Simone-de_Tous-les-hommes-sont-mortels,True,0.37374968463173436,0.6262503153682658,True,True
1893_Courteline-Georges_Messieurs-les-ronds-de-cuir,False,0.7780718782750851,0.2219281217249151,False,True
1933_Veuzit-Max-du_L'homme-de-sa-vie,False,0.9976301638132619,0.0023698361867380553,False,True
2007_Claudel-Philippe_Le-rapport-de-Brodeck,False,0.8003607655314676,0.19963923446853227,False,True
1861_Veilles-comtesse-de_Sagesse-et-bonte-livre-des-jeunes-personnes,False,0.9928772008899271,0.007122799110072808,False,True
1859_Segur-comtesse-de_Les-Vacances,False,0.9983143092491789,0.0016856907508210966,False,True
1902_Lesueur-Daniel_Le-meurtre-d-une-ame,False,0.9925529203021257,0.007447079697874316,False,True
1892_Lesueur-Daniel_Passion-slave,False,0.7673301414703868,0.23266985852961297,False,True
2003_Ferney-Alice_Dans-la-guerre,False,0.9944944205897844,0.005505579410215668,False,True
1864_Chevalier-H-Emile_Peaux-rouges-et-Peaux-blanches,False,0.9857201795592335,0.01427982044076639,False,True
1899_Bazin-Rene_La-terre-qui-meurt,False,0.9721605662600684,0.027839433739931634,False,True
1845_Balzac-Honore-de_Maitre-Cornelius,True,0.037552742246046884,0.9624472577539532,True,True
1884_Avenel-Paul_Une-amie-devouee,False,0.9921725063474256,0.007827493652574296,False,True
1879_Deslys-Charles-Cauvain-Jules_La-Revanche-de-Marguerite,False,0.9997110503117954,0.000288949688204544,False,True
1931_Simenon-Georges_La-tete-d-un-homme,True,0.04070419509179081,0.9592958049082093,True,True
1877_Flaubert-Gustave_Les-Trois-Contes,True,0.21218469078879815,0.7878153092112019,True,True
1857_Ponson-du-Terrail-Pierre_L-Heritage-Mysterieux,False,0.9973601513718997,0.002639848628100327,False,True
1991_Gailly-Christian_L-Air,False,0.6821652264692059,0.3178347735307941,False,True
1896_Allais-Alphonse_On-n-est-pas-des-boeufs,False,0.9848147081184835,0.015185291881516497,False,True
1908_Delly_Une-femme-superieure,False,0.9996839617365973,0.00031603826340261877,False,True
1898_Bourget-Paul_La-duchesse-bleue,True,0.07393311159477174,0.9260668884052281,True,True
1882_Sand-George_Le-dernier-amour,True,0.014598243240341728,0.9854017567596584,True,True
1971_Tournier-Michel_Vendredi-ou-la-vie-sauvage,True,0.11418759494398582,0.8858124050560141,True,True
1865_Ponson-du-Terrail-Pierre_Le-Chambrion,False,0.9971123152179504,0.002887684782049503,False,True
1899_Eekhoud-Georges_Escal-Vigor,False,0.990488470374912,0.009511529625088,False,True
1950_Fourre-Maurice_La-Nuit-du-Rose-Hotel,False,0.13849262053323014,0.8615073794667698,True,False
1862_Villiers-de-l-Isle-Adam-Auguste_Isis,True,0.06193539532561667,0.9380646046743835,True,True
1889_Boisgobey-Fortune-du_Double-Blanc,False,0.9828917768874956,0.017108223112504376,False,True
1990_Daeninckx-Didier_Le-facteur-fatal,True,0.02000896798585151,0.9799910320141483,True,True
1949_Simenon-Georges_La-premiere-enquete-de-Maigret,True,1.186584666612843e-05,0.9999881341533339,True,True
1984_Kundera-Milan_L-insoutenable-legerete-de-l-etre,True,0.06940826148873196,0.930591738511268,True,True
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-I-La-Nourisseuse-d-enfants,False,0.9979840733809672,0.0020159266190328626,False,True
1890_Guy-de-Maupassant_L-Inutile-beaute,True,0.0068237779154421245,0.9931762220845578,True,True
1897_Lemonnier-Camille_L-homme-en-amour,False,0.3552697760352521,0.6447302239647479,True,False
1991_Sagan-Françoise_Les-Faux-fuyants,False,0.9005213138052637,0.09947868619473642,False,True
1911_Leroux-Gaston_Le-fauteuil-hante,False,0.9867576876589315,0.013242312341068527,False,True
1845_Sue-Eugene_La-coucaratcha_Tome-I,True,0.39949559606247753,0.6005044039375225,True,True
1851_Dumas-Alexandre_Olympe-de-Cleves_I,True,0.07871483626401536,0.9212851637359849,True,True
1960_Simenon-Georges_Maigret-et-les-vieillards,True,0.009447208425497946,0.9905527915745023,True,True
1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-II,True,0.060180406667857504,0.9398195933321426,True,True
1889_Darien-Georges_Bas-les-coeurs,False,0.995171859671246,0.004828140328753965,False,True
2017_Murail-Marie-Aude_Sauveur-Fils_4,False,0.998005343538359,0.0019946564616409594,False,True
1951_Delly_Le-rubis-de-l'emir,False,0.997938698957595,0.0020613010424048923,False,True
2010_Modiano-Patrick_L-horizon,True,0.01694210769422039,0.9830578923057796,True,True
1879_Lachese-Marthe_Le-Mariage-de-Renee,False,0.9998840682612903,0.00011593173870975748,False,True
1956_San-Antonio_Au-suivant-de-ces-messieurs,False,0.9943686395927166,0.005631360407283483,False,True
2013_Thiery-Danielle_La-petite-fille-de-Marie-Gare,False,0.8174198391568515,0.18258016084314846,False,True
1917_Delly_La-petite-chanoinesse,False,0.999792594252814,0.00020740574718612176,False,True
1877_Parfait-Paul_L-Agent-secret,False,0.9944686783291925,0.0055313216708075055,False,True
1899_Boylesve-Rene_Mademoiselle-Clocque,False,0.9845442946327845,0.015455705367215635,False,True
1844_Dumas-Alexandre_Les-Trois-Mousquetaires,True,9.330024724003673e-06,0.9999906699752761,True,True
1867_Vigny-Alfred-de_La-vie-et-la-mort-du-capitaine-Renaud-ou-La-canne-de-jonc--souvenirs-de-grandeur-militaire,True,0.7454104470360674,0.25458955296393276,False,False
1832_Corbiere-Edouard_Les-pilotes-de-l-Iroise,False,0.9962408551633619,0.0037591448366382234,False,True
1846_Reybaud-Louis_Jerome-Paturot-a-la-recherche-d-une-position-sociale_1,False,0.9359765358527258,0.0640234641472743,False,True
1901_Bazin-Rene_Les-Oberle,False,0.9942049832145181,0.0057950167854818576,False,True
1865_Sand-George_Monsieur-Sylvestre,True,0.18475222472996472,0.815247775270035,True,True
1879_Greville-Henry_La-Niania,False,0.9998566326187117,0.0001433673812884113,False,True
2012_Jourde-Pierre_Le-Marechal-absolu,False,0.24371537396413,0.7562846260358701,True,False
1890_Delpit-Edouard_Yvonne,False,0.9933592957860241,0.006640704213975917,False,True
1901_Colette_Claudine-a-Paris,True,0.13163643308874579,0.868363566911254,True,True
1926_Zevaco-Michel_La-Fin-de-Pardaillan,False,0.9961098587414238,0.003890141258576247,False,True
1950_Simenon-Georges_Un-nouveau-dans-la-ville,True,1.5752373947665853e-05,0.9999842476260523,True,True
1891_Malot-Hector_Anie,True,0.9287728579004214,0.07122714209957863,False,False
1899_Allais-Alphonse_L-affaire-Blaireau,False,0.9922089559787381,0.007791044021261822,False,True
1881_Stolz-Madame-de_Les-deux-reines,False,0.9984442094166895,0.0015557905833104575,False,True
1877_Feuillet-Octave_Les-amours-de-Philippe,False,0.9984255795922037,0.001574420407796289,False,True
1874_Fleuriot-Zenaide_En-conge,False,0.973067143496142,0.02693285650385805,False,True
1965_San-Antonio_Tango-chinetoque,False,0.9933755079125091,0.006624492087490957,False,True
2007_Jouet-Jacques_Une-mauvaise-maire,False,0.955643028865573,0.04435697113442711,False,True
1960_San-Antonio_Du-brut-pour-les-brutes,False,0.9994458569278759,0.0005541430721241663,False,True
1921_Pagnol-Marcel_La-Petite-Fille-aux-yeux-sombres-suivi-de-Les-secrets-de-Dieu,False,0.9432957229352981,0.05670427706470196,False,True
1880_Inconnu_Indiscretions-d-une-Parisienne-Mademoiselle-Figaro,False,0.9989194555118637,0.0010805444881363876,False,True
1838_Karr-Alphonse_Genevieve,False,0.972125545903455,0.027874454096544956,False,True
1904_Regnier-Henri-de_Les-Rencontres-de-M-de-Breot,True,0.45845301197086064,0.5415469880291394,True,True
2012_Jouet-Jacques_La-seule-fois-de-l-amour,False,0.4488545473342435,0.5511454526657567,True,False
2010_Riboulet-Mathieu_Avec-Bastien,False,0.47667047585508565,0.5233295241449144,True,False
1891_Graffigny-H-de-Le-Faure-Georges_Aventures-Extraordinaires-d-un-Savant-Russe_Tome-III-Les-Planetes-Geantes-et-les-Cometes,True,0.05676550863448695,0.943234491365513,True,True
1867_Belot-Adolphe_Le-drame-de-la-rue-de-la-paix,False,0.9901585218312232,0.009841478168776827,False,True
1926_Delly_L'infidele,False,0.9962057321183276,0.0037942678816723927,False,True
1927_Gide-Andre_Les-Faux-monnayeurs,True,0.2665549786441881,0.733445021355812,True,True
1937_Audoux-Marguerite_Douce-Lumiere,False,0.9102947013490493,0.08970529865095067,False,True
1939_Fargue-Leon-Paul_Le-Pieton-De-Paris,True,0.08019935632517473,0.9198006436748254,True,True
1934_Dabit-Eugene_Un-mort-tout-neuf,False,0.8710337906316872,0.12896620936831268,False,True
1842_Balzac-Honore-de_La-Paix-du-menage,True,0.15483899603141216,0.8451610039685877,True,True
1901_Louÿs-Pierre_Les-aventures-du-roi-Pausole,True,0.7794046087019718,0.22059539129802821,False,False
