,coefs
tendre,0.04033602354218002
silence,0.1406241484088449
besoin,0.07682536685646552
effet,0.11734541963011733
fin,0.012598518986948226
bruit,0.019230144299690916
dame,-0.1390930671168728
lire,-0.11905817725897892
part,-0.1021864087108606
feu,0.002451331955425841
vivre,-0.008446926747303934
heureux,-0.16448455857571195
ciel,0.32782093516438554
minute,-0.12525376324089005
lit,0.024420262952714558
cher,0.13339198045000705
apprendre,-0.08355658608166505
âme,-0.0064650416969712216
pensée,-0.020873428335821374
peur,-0.14971791278493712
face,-0.03847995152077656
abord,0.1920458603477617
bois,-0.11458102231643985
droit,-0.0034244579893337236
montrer,-0.14515368213518792
question,0.05845977866899218
route,0.1265241397768912
fenêtre,-0.02232926998495989
cri,0.0455479209297034
chemin,0.07429799482007288
voiture,-0.09418485812873031
ville,0.06727866442114283
année,0.03675855997195472
celui-ci,-0.1772436411175727
mari,-0.0008819451376565366
histoire,-0.2945888660544695
mois,-0.12637987459523428
fût,0.013847740703290586
marquis,-0.036739503945591674
premièr,0.09295580954929987
tard,-0.16157426443097406
courir,-0.14157316191910763
sang,-0.1923106561791827
rouge,-0.013859932743116372
livre,0.11561887145499208
murmurer,-0.16616762294338708
argent,0.022711180482149866
conduire,-0.0696558285296933
œil,-0.14181609622939756
ordre,0.061254068756112307
pierre,-0.008911976418891018
soleil,0.02216460396382967
famille,0.0066435875089990585
passé,0.21364286176751004
épaule,-0.09424270538516469
permettre,-0.03257600103379367
malgré,0.11300920110443569
monter,-0.044425459304877984
froid,0.06265997039882651
mauvais,0.06139809697623112
général,0.0122452360086286
suite,-0.045798701936054655
bientôt,-0.22095831950365694
souvent,0.019411492810780903
demande,0.06428036852502383
salle,0.014914686802885366
joie,-0.31298346371716623
fou,-0.13081647233552937
vite,-0.021160558380867795
remettre,0.0037179528128633644
c\'est,-0.10018834351992657
quitter,0.0651199552883919
pièce,0.07827632416975472
saint,0.038856769137219624
tandis,-0.1218788372383384
lèvre,-0.023115589030504948
grâce,0.06451487503748161
hôtel,0.11145827329705871
cheveu,-0.02541628295110113
garde,-0.004277857502428905
mouvement,0.06632023003740999
songer,0.09797439051786849
marcher,-0.15631764066080575
geste,0.16398758872411395
êtes,0.03285906624815859
pays,-0.07922679880447656
autant,0.006914668363000408
façon,-0.00994330866898772
ajouter,-0.044941592860517236
surtout,-0.00426028934793889
tirer,0.023958496476869304
plaisir,-0.16083239968842106
sûr,-0.09345964098360862
tourner,0.079982333038269
capitaine,0.028628783261161937
oncle,0.03431673470116005
crier,0.013310140806148871
aussitôt,-0.25416920719443237
reconnaître,0.146254541572651
second,0.013080600169678509
essayer,0.1360060234553029
joli,0.1309520066336986
cause,-0.005279977564772203
front,0.1249801988677832
rappeler,-0.06594603616482535
possible,0.12154974702772876
travers,0.15708599118620556
bonheur,0.04793768758855492
doux,0.002718710100549678
vue,-0.07027933035973438
état,0.03355746431365417
compte,-0.12799269009236147
lumière,-0.08208612517491598
pousser,0.05476217116180217
plusieurs,-0.21573701583480273
dormir,0.04440689122765865
mur,-0.02162247232294334
travail,0.17228844261904874
garçon,0.18873587997900765
puisque,-0.0826806332947409
chacun,-0.08283247560778656
ombre,0.08112596870299038
voici,-0.02150427075580057
agir,0.057042457244221426
larme,0.02286670474344497
plutôt,-0.07304747133597195
oublier,-0.14121783552620237
donné,0.0700422446636789
juste,-0.12109823674555587
prince,0.20571580589740682
jouer,-0.1708846863994687
jean,0.0021991679567092966
figure,0.17067597220731462
bleu,-0.03418496161984719
oreille,-0.17362399085260916
bouche,-0.08698839812134183
battre,0.1411777584390208
offrir,-0.09024652957437092
mer,0.03721451399512808
honneur,-0.029333696264911197
garder,0.03926911184546261
lorsqu’,0.003614890598124543
ancien,0.09589434743563821
chef,-0.04998130487344184
pareil,-0.06430418229236676
retourner,-0.005285883557187438
bord,0.0683637730955162
doigt,0.09237979800272472
manger,0.2367131490563305
partie,0.006505545609581353
dernière,0.019865869252388837
rose,0.1062151915287222
cour,0.035461491274156945
sœur,-0.013117442443270181
-vou,0.0243059264807328
coin,0.00039225607502749085
demain,-0.03643848225663197
docteur,0.017010506012809998
salon,-0.00824919114389857
papier,0.0775154138970709
saisir,0.13426743129714525
souffrir,0.17184290497628302
profond,0.09858134477348107
êter,0.05373522286166583
prè,-0.10125486337583825
terrible,0.022792498487124155
retrouver,0.01817774287480351
franc,0.12317906522038524
fleur,0.046182566116978324
aujourd’hui,0.06533223109965473
moyen,-0.080177435072383
qu\'il,0.19186208856445258
signe,0.08616429143148671
dè,0.16930462659805237
arbre,0.033897989292844585
marier,-0.07613384456039468
forme,-0.014598629286166507
propre,0.052311643088434265
château,0.17444088851521178
vraiment,-0.025644147155260515
france,-0.07736412944720819
secret,0.06043111166929143
cas,-0.0011270280152747844
jardin,-0.03382344515459216
craindre,0.10550677733117383
sir,-0.013103697315296443
simple,-0.1958564775766438
anglais,-0.07638119215037739
vif,-0.0917873541413594
calme,0.2579800169405507
sentiment,0.07138307194812553
parmi,-0.05797652140083458
dû,-0.09486667612726005
valoir,0.0535216416306071
boire,-0.03709368246939882
jeanne,0.075887742620433
trouve,-0.06674592011361084
douleur,-0.17150562116341878
triste,-0.01356797998630077
sens,0.12434154427723582
sombre,0.07662871736755232
malheureux,0.01124162407518921
marche,0.009729816782774611
reine,0.008720060436019831
pâle,-0.3295875793879188
donne,-0.09461950642671195
service,0.00788303247345757
large,-0.2790497469748532
rentrer,-0.013525815588316743
lendemain,-0.061015786769643685
trouvé,-0.03356192864586231
clair,0.029755098566718482
frapper,-0.18214834940047062
ensuite,0.08233555408776494
manière,-0.04811814433697801
arrêter,-0.17152038299426275
parle,0.02420485126525963
gauche,0.08026062268694686
au-dessus,0.060208476135136565
deux,-0.044327419818676904
pleurer,-0.09546430191942375
chien,-0.10472351184305027
semble,0.16481729837856046
vent,-0.007500235147350889
prier,-0.18196069670329956
train,0.0325193385661632
pense,0.050390279193125366
poursuivre,-0.03748847109524501
nature,-0.04625380053082191
jambe,-0.14515589307514476
droite,-0.08770195045328984
taire,1.3771232076007812e-05
âge,0.006473580903599899
arme,-0.18745991620528724
revoir,-0.08760509602906952
vérité,0.13355728271913736
impossible,0.011560772896340192
malheur,0.11928197529562931
promettre,-0.043396089559384045
parfois,-0.10921355542273012
journée,-0.13932889148064162
approcher,0.008048912500212635
retenir,0.12213603316250662
escalier,0.07048357242486519
colère,-0.1947697801409639
raconter,-0.0066857014508516135
brave,0.08309830254242856
expliquer,0.05000969966379382
attention,0.0021082191310315347
joue,0.03781232586905033
soldat,0.12825393600008136
humain,0.12967088850248457
riche,0.10282846298730194
tuer,-0.006464074058241277
verre,0.014184189876825109
ennemi,-0.048172199241522454
guerre,0.08214897218120983
nez,0.08892102435861424
malade,0.175290018504183
disparaître,-0.15977344990008582
fer,-0.13988770064765493
robe,0.282804412818938
occuper,0.036014705870664306
court,0.09672386644497252
regarde,-0.07889373821560475
émotion,-0.18580100939001412
endroit,-0.003169414508331455
quelqu’,-0.07011816825887197
payer,-0.054869305436983776
compter,0.0035640991034128584
présence,-0.07484711626884316
quant,0.09104100205843493
cacher,0.11173477821940576
habitude,0.14712315716761729
suffire,0.09000723027425522
don,0.06044743428017772
écouter,-0.08723266014085368
genou,0.15085751573915002
baron,0.08675288706877816
chère,0.0982103844962436
voyage,0.0992368780679976
parvenir,-0.028255878228292418
jusque,-0.013068676487529492
fortune,-0.08284256850925784
poser,-0.0752841652775331
envoyer,0.09761881291859664
ensemble,-0.01964859995787289
debout,0.1326610121239572
contraire,0.1939938048089039
poche,0.13075140206797833
rocambole,0.0019784582096161987
surprendre,0.13900624540004794
rêve,0.03497581697863888
là.,0.11751128248365858
soin,-0.004502885380258911
moindre,0.029427846189443045
effort,-0.044517352880334746
aprè,-0.17718375321915297
vide,-0.009398272698242548
causer,0.11118502525450624
hasard,-0.14727401827408623
toucher,-0.023992720632964662
voisin,-0.09173851770547309
duc,-0.034001070927479365
bureau,0.0029709117467751696
dos,0.18975578490231043
dehors,0.0816330647678822
recevoir,0.23534658070267683
désir,0.16637629221200861
laisse,-0.14746981289239156
couleur,-0.05799870341425444
appartement,0.1003406835761787
retour,0.1263205784210515
répondre,0.05067879562446609
semaine,-0.10680342757768235
compagnon,0.14348101212148834
poitrine,0.12747560941145125
foi,-0.04962852012524269
envie,0.04843867188829642
remplir,-0.08088829284354002
arrivé,-0.06935534461609223
midi,0.20342105384546985
dent,-0.2078094809795259
manquer,-0.2766997723520826
soudain,0.21362362136759755
laissé,0.1225698335653681
afin,0.08401205618854757
scène,-0.0008788496674343028
mariage,-0.08980990189069885
gagner,-0.13464027455851393
foule,-0.025311437200889974
courage,-0.02798327471740169
peau,0.07840667335326242
ligne,-0.053478646139272286
vert,-0.1259185892637365
amie,-0.033766280646579654
rencontrer,0.00028737605595952585
inconnu,0.17840640005141947
coucher,0.00929718649403087
meilleur,0.12792212183259433
libre,0.034329503297717084
diable,0.16783432302207715
changer,0.17633693286379168
maman,0.03641327638125857
aimé,0.034414851022687876
entrée,0.06678217815335834
arrive,-0.1548243382413036
exemple,0.061608722056967005
seigneur,0.0436441000419067
oser,-0.13298794692942906
sujet,-0.11221757623528376
jacques,0.10701279059621173
choisir,0.12270126470124126
surprise,0.048845177882651386
passion,0.05483707423821242
intérieur,0.04026183129210062
cousin,-0.13602297891738593
couvrir,0.03858164065156618
françai,-0.1623482926992414
partout,-0.15945983776972783
trait,0.03503369002256978
commencer,-0.058497171342275146
existence,0.023261978486716517
atteindre,0.09259512536569206
étrange,0.10402872796794273
police,0.03533501158234008
glisser,-0.1367054628452675
paraît,-0.03514341470998627
tranquille,0.15741702470978208
vague,0.018413842638999877
soit,-0.05590092519751908
vicomte,-0.028364784429917907
objet,-0.15977362850074175
ferme,0.004164665641315958
serrer,-0.01626192960247052
médecin,-0.12494251802777619
conversation,0.07661333679029515
officier,-0.09377065755162454
fauteuil,0.07493793221101297
chapitre,0.0873181815587689
combien,0.012337895855673206
veille,0.082342263024039
chapeau,0.009581998994354836
demeurer,-0.04821696861097767
lentement,-0.2101129418291215
bête,0.05032260852814365
doucement,0.005755837285642731
est,0.011081142075764893
grave,-0.11760004261114233
charmant,0.09815741861454112
village,-0.010732651785711396
visite,-0.0007815467151269736
faux,-0.10296973574414538
jeu,-0.05371495574599087
beauté,0.07943785852746002
apercevoir,-0.2188007840472489
arrière,-0.15851364663321868
maigret,0.3764511190116451
retirer,-0.01718466349558686
première,0.057446357979208724
ouvert,-0.018590737307105556
traverser,0.03437537498450756
*,-0.008138119098968282
mesure,-0.0824608864502666
travailler,0.1307563580947269
nul,-0.229602950909019
vivant,-0.013617132226174711
mlle,-0.1545234167928408
adresser,-0.031509098007775634
guère,-0.03905974251312097
relever,-0.0526408750208599
passage,0.14536157128850377
cent,0.21046812563293096
fermer,-0.07878282537703818
rejoindre,0.14646378068998464
chaise,-0.09519798858199603
lourd,0.03394886607681283
chevalier,0.02826154615647044
goût,0.04416980748436042
vin,0.07934520733257583
courant,-0.07874466587314967
brusquement,-0.19746216402562689
interrompre,-0.06378991777724144
champ,-0.13722315257073872
conseil,-0.0027992932126805134
arrêta,-0.15704126871314752
qu\'elle,0.0231289525312287
noble,0.006950691380393205
sol,-0.007563448088180812
intérêt,0.0320736613520595
crime,0.08759536466935759
confiance,-0.17154723964706994
dessus,0.017098560888213776
palais,-0.021180138216239118
situation,-0.0012122008452847407
immense,-0.16169491693806237
prix,-0.06882311072687218
baiser,-0.22037707683229837
réponse,-0.020612275562872644
danger,-0.03982171679431884
gris,-0.17825657298390815
pur,0.16023714574762002
parent,0.014794783423434826
autrefois,0.01653738056899063
sauver,-0.08885200003425779
feuille,-0.20139755901946746
répéter,0.0843778630467717
monseigneur,-0.0431351449899664
occasion,0.05732891181041282
cou,0.01566749469048017
campagne,-0.03185412145174311
éclat,-0.055745810435992804
maîtresse,0.08166288318641356
difficile,0.31266107394438214
apporter,-0.14948445177965675
départ,-0.05591728017956317
appartenir,-0.042397257528502846
écrit,0.06286710263372915
domestique,-0.04953824196042196
épée,-0.02560700578454981
hors,-0.049742255301393284
faute,-0.16660122939521593
diriger,-0.14870988097328702
vieillard,0.20951128018900658
siècle,0.07443956648582024
cours,0.031149917594402304
hier,-0.04473023874979985
simplement,0.0628854108620019
espèce,0.04147193602282489
personnage,-0.1689245387955827
image,-0.016555942478361355
refuser,0.06587678408115151
inutile,-0.05255986715640054
arrivée,-0.0017153699755636641
moitié,-0.04664884732196013
langue,0.22768174555868478
importe,0.09281828856689801
louis,-0.1598132502594884
sauter,0.12186081870439346
auprès,-0.09385635405732567
davantage,0.1133610055755774
expression,-0.043943240966889806
juge,-0.20318647437135368
demi,-0.008361300132644701
peuple,0.026464632457688153
caractère,0.16760846691312958
comtesse,-0.017752139851948293
adieu,-0.08879032028142128
empêcher,0.04166492834128427
deviner,-0.0501544427889808
douter,-0.04376355409797096
immobile,0.2631037660302709
produire,0.07735800434337296
merci,0.016635087251692316
selon,0.20466612586907582
préser,0.05704216699461177
conscience,0.10887124317640227
époque,-0.04923379024425939
naturel,0.040318371821416
rouler,0.04365059686091125
robert,0.058106008731844454
embrasser,0.009173594917346019
échapper,-0.03164087455855842
public,-0.08138834268088371
détail,-0.024981886458174295
�,-0.09213705913449241
rencontre,-0.14647065067368903
accepter,0.04185784357907468
compagnie,0.03482018784716066
soutenir,0.05860583192953446
belle-rose,-0.008981515389705517
forêt,0.06054373206971187
nu,0.2512338863312205
journal,0.10212238277869116
trembler,-0.00750511531779683
parti,0.1561934213908138
but,-0.08687288160730713
vendre,0.02503875695429188
somme,0.15788330841182377
sommeil,0.13190549484035316
étranger,0.03238095715938331
aider,-0.09105092849097021
oiseau,0.04251773728221018
espoir,-0.00032398658448812897
propos,-0.06743352729689402
dîner,-0.2475039426670835
volonté,-0.12074693878506516
ceci,-0.15765182565909877
mademoisell,0.025421367624790553
facile,-0.03882913661740472
impression,-0.037535237256162715
honnête,-0.07222162154511269
léon,-0.0848326532348369
fête,-0.007893313848783903
contenir,-0.04676523054092309
preuve,-0.030472887268059398
fuir,-0.1810323188768517
tombe,-0.01190411105446753
juger,0.0686849604042934
type,0.08443996125096367
commissaire,0.05696224862754416
connaître,-0.13622449292844108
genre,-0.06840032455554826
apparaître,0.02794129928493984
animal,0.019420665616113667
amoureux,-0.033239245703414064
camarade,-0.0716925140732584
reçu,-0.05990578074883108
dur,0.013070497369540322
phrase,-0.015233176268338793
baccarat,-0.04380768483076304
neuf,0.11553509689364731
avenir,0.12030949540561568
sien,0.08371472151639518
tellement,0.21838997197178736
cuisine,-0.05690045968730561
œuvre,-0.0037950383784552313
sauvage,-0.16174576744467922
taille,-0.014935126605664336
rapide,-0.04458857890532324
digne,-0.08638707764215824
à-dire,0.0524852788865718
tromper,-0.13414796172799376
aide,0.11771386082214924
faible,0.031864880478544785
curieux,-0.009309995621335342
chaud,0.0017525132742165876
amant,0.15943809466824632
capable,0.046065413022667215
cabinet,0.09721871379027382
montagne,-0.04795489812990276
certainement,-0.17434670597083202
commençer,0.01792942163825951
quelquefois,0.09612597039923068
armée,0.03760701159465783
événement,-0.025980801821713896
toilette,-0.042786650442743615
jeunesse,0.03350185283945367
aperçut,0.1507923841506331
ressembler,-0.13421201999135457
beal,0.044949279225290587
promener,0.11933276311280805
luire,0.055221972708172806
valet,-0.08362066227642595
obtenir,0.01623185046440745
parfait,-0.02112176511615643
tort,-0.14084087153722957
demandé,0.0779535539045226
côte,-0.041270669858767
billet,0.088978317923675
projet,0.027480523991208747
jaune,0.043473464642105455
justice,-0.07268309866342627
appuyer,-0.06312725725708476
ah,0.03381965253815767
pencher,-0.09233035128765127
semblable,-0.025309519688912072
pluie,0.06423905850902768
présenter,-0.10474844897875288
interroger,-0.07165246336327408
quartier,0.04007742047589838
léger,-0.1510855255260598
certes,-0.008059953393845142
caroline,0.0110372444103497
écrire,-0.008360075810409472
georges,-0.11719210760655872
ignorer,-0.18339956902416796
aventure,0.11515479233868942
parfaitement,-0.09178528512730312
plan,0.08885327286964236
secouer,-0.03376436658105835
vaste,-0.031572938113344724
professeur,0.004015312437747303
quart,0.11931881167785988
remarquer,0.02845707238445588
mémoire,-0.007954523258837803
indien,-0.050805078890163995
déjeuner,-0.04433846978131091
charles,-0.06397416118310656
sac,-0.15745966450941512
véritabl,-0.10249312292401769
chanter,-0.06632899259758109
baisser,0.11028651770421041
soirée,0.05435326691019301
environ,0.11587843797978284
philippe,0.02544260024031565
paul,-0.17715664668733977
pardon,0.20951601990608731
tôt,0.0368454900531826
église,-0.08224687162735995
désespoir,0.04385334540057053
rôle,0.051214501820204365
poste,-0.18689469681090054
-vous,0.04148589596605576
vivement,-0.026682624871308028
remercier,0.07631251206146449
former,0.04485487138982033
odeur,0.032181652594709606
pauline,0.0675285539791897
parlé,0.09198863756715797
pointe,0.09287954450401091
voyageur,-0.10410630400002138
soi,-0.0630291909512759
arracher,-0.05733218691815304
boîte,0.1222907266787251
spectacle,0.005644835407770067
espérer,-0.03489699048013714
nombre,-0.04350461152182518
connaissance,-0.013020851565345656
marchand,-0.07288814538526836
pain,-0.045033507110442524
emporter,-0.13506640649849158
remonter,0.04027484491731589
imaginer,-0.11590614820210944
avis,-0.01018222714709012
éloigner,-0.111384063236756
nuage,-0.020830598456699222
achever,-0.03741806304456907
prison,-0.008621687628425136
herbe,-0.07811246483470795
art,-0.013261999545021965
chance,0.044083910378771074
abandonner,-0.025737182873047472
rougir,0.27897037243946027
drôle,0.20370244571350893
j\'ai,-0.10023382415882329
tué,0.09298585953815953
rare,-0.20093277515646185
troupe,-0.02176853510363529
distance,-0.07287697510715221
innocent,0.042986078251358965
condition,0.013859560358367738
récit,0.0935864167470177
rapport,0.015221085408257385
plaire,-0.10428028322031406
pitié,0.06825027023865962
mine,-0.22747347433410386
convenir,0.05490255341462116
carte,0.007809357726357704
page,0.09148502514096103
sonner,-0.06248592444705273
étier,-0.025450047827259088
avouer,0.048911838852874714
endormir,0.04438531889341041
ministre,0.02498837420739458
ventre,0.04097859326853366
assurer,-0.07970368457139616
prisonnier,0.08911118254396093
branche,0.024264772890650037
habit,0.07405261250863322
arrêté,0.07565684764536276
chair,0.050198000876763085
lueur,-0.05807523249068412
glace,-0.05863844420027618
colonel,0.07179218717971105
île,0.04317064352990398
énorme,0.18470554954452906
pont,0.15418706431446366
paysan,0.0723297315927251
