,coefs
peine,-0.024207987925383524
appeler,0.019170801949885834
vrai,0.008553664307861713
instant,-0.002001382129284959
roi,0.012136487409953461
blanc,-0.0006843354561408936
presque,-0.008313205872229406
gens,0.015598558849642967
entrer,-0.0026596679774267954
seulement,-0.0006827020805734454
haut,-0.018973518544449283
eh,0.006549752605265148
mourir,0.005539194549778848
jeter,0.03550291846963414
porter,-0.003870117671977433
beaucoup,-0.004051491092334065
cependant,-0.031224321192349545
écrier,0.030762461640691414
matin,0.008222285350351806
oh,0.004640844894565642
fils,-0.02335659393374899
bas,-0.0139610710435172
maître,0.003041368858754636
plein,0.014487225392738636
parole,-0.0026079390816391747
comte,0.0009999276796180936
paraître,-0.000696703463959118
pari,-0.0027952196499684153
finir,-0.004466731259315327
raison,0.015423139748073305
asseoir,0.002285983044295811
chaque,0.015658341468610063
loin,-0.011049190505256578
beau,-0.002141388839333332
fait,-0.012100712601559812
eau,-0.0008175142918592011
fond,-0.0019271991051057207
force,-0.020497396193384244
bout,0.006681094438671427
autour,-0.005725509339041687
cheval,0.00858191253759074
reste,-0.004807233777868881
tour,-0.0024425465493215213
lettre,0.010279540553834753
lever,-0.002554762230374193
tomber,0.008200309344104607
idée,-0.004695446187746947
qu',0.006688492444299441
lorsque,-0.00841108683348638
mme,0.004085749702613405
longtemps,-0.010121258914564848
or,-0.01367194414676159
souvenir,-0.0013369674366575858
corps,-0.013281319129104446
derrière,-0.01602159404715077
affaire,-0.023932022027542257
servir,0.0034596919812305725
esprit,0.012877791704871926
l',-0.00985690922481886
table,0.017768383989041476
tel,0.03743814808341591
dernier,-0.009541234793483675
continuer,-0.011561133269268022
lieu,-0.0008016886019374137
gros,-0.023761145010852136
milieu,0.027672015857157607
certain,-0.0001933645952263656
frère,0.038564069561318345
pourtant,0.011460293301957506
ailleurs,0.008599254743121539
sorte,-0.005787091936234139
descendre,0.009410687351931868
aime,0.004125094761929398
près,0.014812800421222246
tendre,0.008355468404819098
silence,0.025259175740509992
besoin,-0.0002816584136868815
effet,0.02103554274003703
fin,-0.010750704124162666
bruit,-0.00995651994646092
dame,-0.021348943496726874
lire,0.0020562365707822686
part,-0.006413925008389707
feu,0.001002246614237082
vivre,-0.006324279500603801
heureux,-0.035332016057660946
ciel,0.026273071697009678
minute,-0.017296436744097247
lit,0.02484961454906262
cher,0.024451090596867033
apprendre,-0.01539886851181165
âme,0.001432424739219988
pensée,-0.0036299582417778195
peur,-0.0027929944320996504
face,-0.021084894699636317
abord,0.017645683469967092
bois,-0.011899414272349822
droit,-0.008247375177121343
montrer,-0.0017243593911980325
question,0.01625783083539921
route,0.0027726011177756408
fenêtre,0.002047970284721598
cri,-0.0006716604153033587
chemin,-0.012112050632077532
voiture,-0.010189543333446486
ville,0.008675537438984408
année,0.013977777497695017
celui-ci,-0.01820387251604337
mari,-0.008828905125734704
histoire,-0.006334883636038245
mois,-0.01562648548286926
fût,-0.0005153581593685074
marquis,0.004552764831766906
premièr,0.00963142136648069
tard,-0.0023282688152403553
courir,-0.015059556502842943
sang,-0.023882451168939854
rouge,0.0009930166673497007
livre,0.022932678993292377
murmurer,-0.041661447362547295
argent,-0.009223261175325449
conduire,-0.028670653346114447
œil,-0.003078118675674625
ordre,0.020773696440769242
pierre,0.01341953018100157
soleil,-0.008788095581448205
famille,-0.012929600459854605
passé,0.021810831459210124
épaule,-0.002604729198491321
permettre,0.012680740360226003
malgré,0.009835520594240886
monter,-0.0026184333588709406
froid,0.02083808750367675
mauvais,-0.015448460948883195
général,-0.01037437988431624
suite,0.0038340215138720954
bientôt,-0.04173596344579475
souvent,-0.001064266341081541
demande,-0.00013964989639923762
salle,0.001520672255509585
joie,-0.031090075316285982
fou,-0.011124232217676434
vite,-0.010475453542436619
remettre,0.006653925897071618
c\'est,0.009359075385851423
quitter,0.01784455318311081
pièce,-0.00227097215045639
saint,0.022489721693876974
tandis,-0.01622920778663141
lèvre,-0.01616278952013536
grâce,-0.004477171021882672
hôtel,-0.009444238970200067
cheveu,-0.0033621289511003077
garde,-0.017851110091765054
mouvement,0.009064547457661063
songer,0.029086099982890978
marcher,-0.008550952087529595
geste,-0.0033752237188585574
êtes,-0.0016431268762701473
pays,-0.004329526347804909
autant,-0.01393760698859982
façon,-0.0021653497986445155
ajouter,-0.017919481635841693
surtout,0.011250386079509608
tirer,0.006682271727830063
plaisir,-0.021933224147053957
sûr,-0.012968121128792337
tourner,-0.00046389210187158786
capitaine,0.007815459436353414
oncle,0.006631238752141377
crier,-0.0013555810289235816
aussitôt,-0.023657020151050385
reconnaître,0.029187523688034546
second,-0.00479175053647313
essayer,0.030763564281929428
joli,0.01453460819739619
cause,0.012531804051788381
front,0.013024564909151473
rappeler,-0.014668561948504433
possible,0.025430609420976878
travers,0.027663098191488402
bonheur,-0.0038608748941820694
doux,-0.0010708004873774123
vue,-0.014494444504888028
état,-0.003578314193872884
compte,0.00804658988794537
lumière,-0.010167126492177783
pousser,0.0008977009047655882
plusieurs,-0.03861099585315172
dormir,0.028167772739286157
mur,-0.004223711602150169
travail,0.01838867850579804
garçon,0.007347234800120982
puisque,-0.009323940965086739
chacun,-0.010278564722044314
ombre,-0.0018636501540377493
voici,-0.0031839324880690795
agir,0.008740035471100947
larme,0.009524872619820665
plutôt,-0.009435013768360137
oublier,-0.03776085255870018
donné,0.026511451297175966
juste,-0.013359547464174209
prince,0.005581863841941213
jouer,-0.014997246554753487
jean,-0.016444290031651508
figure,0.013524979088510301
bleu,0.004375842141273889
oreille,-0.018060395551967454
bouche,0.0027510739820699164
battre,0.018503335942092164
offrir,-0.021591165818241383
mer,0.0034326834715874177
honneur,0.005375841642648864
garder,0.010928909176492781
lorsqu’,-0.013039728880179326
ancien,0.018913536239449545
chef,0.0015520722885842362
pareil,-0.013486681379176002
retourner,0.004893318095879649
bord,0.007701529301425887
doigt,0.003997435521968425
manger,0.03924022018939335
partie,-0.008537387471775496
dernière,0.00933056696187359
rose,0.016579974338277095
cour,0.003737155535521604
sœur,-0.0012425743302482653
-vou,0.009207028776152416
coin,0.013441670752075993
demain,-0.011191692476028098
docteur,-0.0009124073398786284
salon,0.004050074460886182
papier,0.017666276009639922
saisir,0.0047645604220700015
souffrir,0.01792045775724929
profond,0.01374778354643524
êter,0.0023038295691347552
prè,-0.0011945535093486755
terrible,0.027234436185196477
retrouver,-0.021253688744456857
franc,0.007212722450286792
fleur,0.0041378487412124885
aujourd’hui,0.0002101174233903763
moyen,-0.00904178705969618
qu\'il,0.026901042196225848
signe,0.019282987425927798
dè,0.023198398647395764
arbre,0.01332275656410941
marier,-0.016423240969633084
forme,-0.008819475525948223
propre,0.006704267875145354
château,0.02133434561100549
vraiment,0.0004653696785256683
france,-0.015059210282134862
secret,0.011171803145968426
cas,0.002393705745492229
jardin,0.015402028645291832
craindre,0.021488371376098197
sir,0.012822061560190052
simple,-0.01849013645844732
anglais,-0.006069354157709661
vif,-8.656602524067728e-05
calme,0.024450161930283917
sentiment,0.014568416008951573
parmi,-0.014636522364142389
dû,-0.013308439545545534
valoir,-3.789108188589148e-05
boire,0.016660035096810907
jeanne,-0.0076193210757420585
trouve,-0.004286524258631793
douleur,-0.014723547541992307
triste,-0.0006052408782607821
sens,0.03408696868947576
sombre,0.01103252612254344
malheureux,0.0022209444378290194
marche,0.013833158842730658
reine,-0.004446772433617393
pâle,-0.046195855881682464
donne,0.0006306793204217697
service,-0.01658736604702702
large,-0.033664033849940767
rentrer,-0.013205012185878152
lendemain,-0.004559750946771674
trouvé,-0.0058883660373199405
clair,0.003357106787942598
frapper,-0.024225563782727364
ensuite,0.02626971805620973
manière,-0.00042277562404392484
arrêter,-0.02956605685066065
parle,0.0041565377648704474
gauche,0.007634069494407258
au-dessus,0.016055916666051336
deux,0.0050696144351601476
pleurer,-0.01562020008805094
chien,-0.03495583910035419
semble,0.02658391045031481
vent,-0.0036038706356889805
prier,-0.02256608076213874
train,0.012675528104064592
pense,0.02171726725724951
poursuivre,-0.0031115224175309385
nature,-0.006549882760101643
jambe,-0.001482798521592282
droite,-0.002575625288985948
taire,0.004633884605318794
âge,-0.007785102354356733
arme,-0.018030369849916225
revoir,-0.024180050000114167
vérité,0.013797145410503371
impossible,0.007926939503728962
malheur,0.021124482018973108
promettre,-0.017986668540298328
parfois,-0.017560253788268903
journée,-0.016530523589420355
approcher,0.0003572643854017166
retenir,0.02171229266808775
escalier,0.012209644287700355
colère,-0.028318062874660283
raconter,0.009179542837067697
brave,0.01483377175200927
expliquer,0.002777632462835129
attention,-0.005484947290831033
joue,0.00407268049487665
soldat,0.011308525235364117
humain,0.015242213695408374
riche,0.005084078953850511
tuer,0.017221144308881373
verre,-0.010661676631404986
ennemi,-0.009517479843391775
guerre,0.01156154977077648
nez,0.005875660805082585
malade,0.026957523136873277
disparaître,-0.01934681048845878
fer,-0.01865004106786858
robe,0.03575223650883154
occuper,0.022541375281608766
court,0.004907835551406455
regarde,0.001291326097592281
émotion,-0.02439583824346656
endroit,-0.009867476973573206
quelqu’,-0.009356793449757279
payer,-0.02574933562445534
compter,0.014184964303463221
présence,-0.01578405202690294
quant,0.00947954615555856
cacher,0.02314904021972808
habitude,0.023480025906198285
suffire,0.00729818036220136
don,0.009734686273464887
écouter,-0.0011282881373395595
genou,0.025451630693552364
baron,0.03406815643417706
chère,0.009690401851021902
voyage,0.024142426998302404
parvenir,-0.004016821342789294
jusque,-0.009365210274424596
fortune,-0.004276838915761357
poser,-0.017584761428725962
envoyer,0.011511356075192235
ensemble,0.01442041468878996
debout,0.041034954242394055
contraire,0.015238642330469256
poche,0.0026021395944790635
rocambole,-0.0008617197289562939
surprendre,0.030065192683036073
rêve,0.017107506105928042
là.,0.005810802335075043
soin,-0.013307593713993282
moindre,1.8801943151577628e-05
effort,-0.001548275608151225
aprè,-0.02115698467430785
vide,0.014328393872807004
causer,0.024433039712932005
hasard,0.0011896263540443583
toucher,0.014388682431221721
voisin,-0.02176893967433117
duc,-0.010336107644402705
bureau,-0.0002737567314728124
dos,0.0031641891463200563
dehors,0.017683783084453474
recevoir,0.01779323145570314
désir,0.017837131744515903
laisse,-0.013761311961764977
couleur,-0.003311316805493641
appartement,-0.008296258337844021
retour,0.022473484644499633
répondre,0.022705349785274945
semaine,-0.005480440106342694
compagnon,0.031493763291850316
poitrine,0.0032810955563278405
foi,-0.013702790693374278
envie,-0.006965023194972572
remplir,-0.014176827223558872
arrivé,0.006138980115238277
midi,0.020399350052954103
dent,-0.007912035720738396
manquer,-0.027222403997150722
soudain,0.046738904880673636
laissé,0.0073788996805375755
afin,0.02308028091162568
scène,-0.006655894622169981
mariage,-0.010668778423916088
gagner,-0.03145729230529891
foule,-0.01160061033783707
courage,-0.0026619098915548556
peau,0.010161135941735136
ligne,-0.02585294015959541
vert,-0.012339586684051192
amie,0.007614551324703751
rencontrer,-0.00818451287080208
inconnu,0.015966865739625406
coucher,0.02401944950132546
meilleur,0.009531168424752694
libre,-0.0030755517266073534
diable,-0.0020440600190747113
changer,0.016564495621851104
maman,-0.002022216119489574
aimé,-0.011949916009168043
entrée,-0.012320211109337635
arrive,0.006875110817214819
exemple,0.015637990772830655
seigneur,0.006637032696349024
oser,-0.02433242176110448
sujet,-0.01744836909363753
jacques,0.039570077544721596
choisir,0.018197285749119864
surprise,0.014450350732720078
passion,0.013526272671743918
intérieur,0.012348456910751586
cousin,-0.024183680027269592
couvrir,-0.006099603285741005
françai,-0.019538844672257208
partout,-0.026627523897761497
trait,0.01712576542098811
commencer,0.003937953334602577
existence,-0.0036220977970814463
atteindre,0.019482780480821825
étrange,0.013211774088078106
police,0.0077185311567127355
glisser,-0.03213112638736562
paraît,0.007235200226246173
tranquille,0.03820915648386955
vague,0.007619850888400073
soit,-0.02861381710450802
vicomte,-0.011082949408459275
objet,-0.036061906485124945
ferme,-0.0033836866557540005
serrer,-0.005915550954499733
médecin,-0.004072721551587106
conversation,0.018250365157529876
officier,-0.0014693976705571316
fauteuil,0.009539202192145007
chapitre,0.012019840669687766
combien,0.006941204588899503
veille,0.0060152531674090804
chapeau,-0.0037827206774854764
demeurer,0.01640204338190163
lentement,-0.05090025234305681
bête,0.006298229570255493
doucement,-0.019294399433920265
est,0.0141892568278711
grave,-0.02553204978111168
charmant,0.012408747952674418
village,-0.022519770571120944
visite,-0.00697603128499567
faux,0.008223067514274813
jeu,-0.00907968395354113
beauté,0.015105071917211327
apercevoir,-0.022081609289417815
arrière,-0.014949373420067077
maigret,0.038886591607595916
retirer,-0.007215353368138368
première,-0.008931354720581899
ouvert,0.004691105367463746
traverser,-0.006908577570049466
*,-0.009336808732029534
mesure,2.1932539520185153e-05
travailler,0.005120073356346644
nul,-0.018043785226849303
vivant,0.0010735846965186009
mlle,-0.017194507104798137
adresser,-0.012115749303205128
guère,-0.02698533036271358
relever,0.002835333420607537
passage,0.012772946134919083
cent,0.046599734073056565
fermer,-0.006114679102948317
rejoindre,0.007532650211423357
chaise,-0.0051601467574351806
lourd,-0.010336854424859286
chevalier,-0.0009960719636554862
goût,0.019316410814822195
vin,0.006067922672804589
courant,0.008442184423907702
brusquement,-0.04547057493616679
interrompre,-0.0267685924815591
champ,-0.0035946189140881866
conseil,-0.01641675769246715
arrêta,-0.03667243921327277
qu\'elle,0.0048057347522592
noble,-0.008978136361168424
sol,-0.00531264310221138
intérêt,-0.004064694096376376
crime,0.016649660534330455
confiance,-0.01565301449732257
dessus,0.009249580834422594
palais,-0.014424597779456603
situation,-0.016687074022060346
immense,0.0015042567201103173
prix,-0.024298314953405255
baiser,-0.0340914466430701
réponse,-0.0004911747598982112
danger,-0.003352567005264033
gris,-0.0035632674349997963
pur,0.017038175867459454
parent,-0.013948320469544221
autrefois,0.005682892314840367
sauver,0.005171399161771235
feuille,-0.021504556886160264
répéter,0.013878511170212137
monseigneur,0.016676396078516256
occasion,-0.004254233267126046
cou,0.0005547545343934934
campagne,-0.009826953343936863
éclat,-0.0331418975677815
maîtresse,0.00397902984316226
difficile,0.06566854374365642
apporter,-0.01552252205165597
départ,-0.002558556089761854
appartenir,0.008768751810872735
écrit,0.016708767942394342
domestique,-0.016231067425553934
épée,0.0077782921549717715
hors,0.009821469544831539
faute,0.01823653506005299
diriger,-0.0190690173000807
vieillard,0.021283437394802044
siècle,0.014202269361011358
cours,0.047356887983773244
hier,-0.010093408213456091
simplement,-0.008130678293032118
espèce,-0.0009208152133055624
personnage,-0.0033153168710041976
image,0.012378183434403054
refuser,0.009277385452329355
inutile,0.010685350197115903
arrivée,-0.004291674359559851
moitié,-0.007751710579041303
langue,0.026350245523762295
importe,0.025750642339841957
louis,-0.021027592095687723
sauter,0.009474811138623184
auprès,0.007818000839554117
davantage,0.015919615329245455
expression,-0.007714258094616946
juge,-0.006342754364884238
demi,0.012297887831928953
peuple,-0.005841819025027287
caractère,0.014260037750250781
comtesse,-0.009084181951030335
adieu,-0.005044978324154765
empêcher,-0.005921665360274832
deviner,0.0023534873466669604
douter,-0.0012623658274293296
immobile,0.02664553267227751
produire,-0.0160162395500447
merci,-0.003643748162940141
selon,0.04927757262502841
préser,0.008500716498493146
conscience,0.010991934132339962
époque,0.004704485609636398
naturel,0.027101749476580114
rouler,2.5297557124555675e-05
robert,-0.016808178858403085
embrasser,-0.0035880044197905293
échapper,-0.0007735507381210013
public,-0.025470437753488097
détail,-0.00035287706367961684
�,-0.017293949792613013
rencontre,-0.021405324350657107
accepter,-0.014469480811521898
compagnie,-0.008831536195391856
soutenir,0.014234693507598723
belle-rose,-0.0038417739319108616
forêt,-0.005694444439684435
nu,0.02277165678306059
journal,-0.01261461336044401
trembler,-0.0002461054434356356
parti,0.02353068013103603
but,-0.02126448125633335
vendre,0.010394713459678703
somme,0.04509114365103807
sommeil,0.025796919454005154
étranger,0.0028294567090661315
aider,0.008906393874984144
oiseau,-0.001804393968540213
espoir,-0.0017905966719808182
propos,-0.010047490331112009
dîner,-0.031582084806124136
volonté,-0.014965212715786496
ceci,-0.02335268992873284
mademoisell,-0.0007129895116901319
facile,-0.012359604748267675
impression,-0.006596864898040102
honnête,-0.01917747528637847
léon,-0.012154333961017156
fête,-0.010572983498594719
contenir,0.002405090861481038
preuve,0.012604224028846952
fuir,-0.007099145870334614
tombe,0.034876301351483036
juger,0.007225502608927614
type,-0.002737060096391907
commissaire,0.015141593454027234
connaître,-0.01042420342158801
genre,-0.020868582004087716
apparaître,-0.003797480041976474
animal,0.012343998853714356
amoureux,-0.0122344167398175
camarade,-0.013650435243972501
reçu,-0.007691035123733082
dur,0.013885452811433757
phrase,0.01664336805311006
baccarat,-0.0017434322269849936
neuf,0.03754877264456518
avenir,0.013924042332874986
sien,0.025318979363628702
tellement,0.021993803889418344
cuisine,0.0039015350139667776
œuvre,-0.004636602485368223
sauvage,-0.013603645269077883
taille,-0.01806582339579213
rapide,-0.02371005275062688
digne,0.009566567390066063
à-dire,0.011694313338133078
tromper,-0.013192512858007948
aide,0.015714927500415716
faible,0.018735539969565396
curieux,-0.011911640311342208
chaud,-0.001950181559951847
amant,0.010349072040821491
capable,0.012708450427525629
cabinet,0.004895844306337477
montagne,-0.00013958885668424853
certainement,-0.013882225257764919
commençer,0.008451309047715645
quelquefois,0.016127415727758873
armée,0.010270264160794233
événement,7.426073649433822e-05
toilette,-0.012076236161025334
jeunesse,-0.013706696749273802
aperçut,0.025684916333938313
ressembler,-0.0014076272612648694
beal,0.015948262523020132
promener,0.008185015880779734
luire,0.013647413640013362
valet,0.003983288667892962
obtenir,0.004897336677775186
parfait,-0.0224831688995025
tort,-0.0274532702672003
demandé,0.016386628413047534
côte,-0.00019895621873736565
billet,-0.010547398115542148
projet,0.010070405184839225
jaune,-0.003803267240578024
justice,-0.006505441536511395
appuyer,-0.005787922466291695
ah,0.02234116580292466
pencher,-0.027488413253539835
semblable,0.003577807310791866
pluie,0.00571824311763014
présenter,-0.030382320889614383
interroger,-0.0036129072163985036
quartier,0.02396937737216698
léger,-0.01901846947508366
certes,0.009844236532308582
caroline,-0.002812089209559779
écrire,-0.012270979963984062
georges,-0.007661885902593458
ignorer,-0.021121588079274972
aventure,0.015048881967459491
parfaitement,-0.02732205212346927
plan,0.0024323607638760897
secouer,-0.0009243379726579283
vaste,0.008437325891099405
professeur,0.0030652444846987234
quart,-0.00216155925520096
remarquer,-0.002306194206414146
mémoire,0.005453867718634544
indien,-0.025002488313027545
déjeuner,0.008049495949482257
charles,-0.020343494759509986
sac,-0.029941215698246818
véritabl,-0.0008089413628831246
chanter,-0.015611239411847598
baisser,-0.0022452045471837954
soirée,-0.007701201595021059
environ,0.0039401096669267775
philippe,0.000928076750528848
paul,-0.027651213213033984
pardon,0.009007398900256534
tôt,0.003347229906945634
église,-0.011445255364271777
désespoir,0.0011067171660956883
rôle,0.02151805118713024
poste,-0.020107730972260207
-vous,-0.0016827052575524985
vivement,-0.0016875213115737093
remercier,-0.009780930498892787
former,-0.009882002798914515
odeur,-0.0032889516469555924
pauline,0.01359399495921688
parlé,0.0009170811604303112
pointe,0.014342438144347432
voyageur,0.004077531956722895
soi,0.008624138824283221
arracher,-0.010164344356471388
boîte,0.004904827910144906
spectacle,-0.022124863121894836
espérer,-0.030392462009590702
nombre,-0.02616960469036326
connaissance,-0.011840316197758438
marchand,0.006642202241593007
pain,0.00807436231811065
emporter,-0.00228593713956409
remonter,-0.004280358863614084
imaginer,-0.007283733349224611
avis,0.007408410770392633
éloigner,-0.02245863008412623
nuage,-0.0020467789583356612
achever,-0.026222997353431914
prison,-0.004522875818034735
herbe,-0.02074437958804596
art,0.016050526155765472
chance,0.013609585873390196
abandonner,-0.025102632800469277
rougir,0.04176802499545686
drôle,0.04674966682715577
j\'ai,-0.0196441070020708
tué,-0.0077242115956344965
rare,-0.017862768718060588
troupe,0.014663399483833078
distance,-0.024139407794775903
innocent,-0.0006775907538388154
condition,0.018845601281579392
récit,-0.0018408174525290932
rapport,-0.0031049802703160584
plaire,0.0033023227129394756
pitié,-0.00322757864749017
mine,-0.026984089863468425
convenir,-0.004759106991523164
carte,0.017761242427214545
page,0.03021037260860093
sonner,-0.028094608560396132
étier,-0.0037972012998098536
avouer,-0.02337221773354749
endormir,-0.0029218673366448217
ministre,0.013917643816499766
ventre,0.022009086198811163
assurer,-0.01212543947598644
prisonnier,-0.007958128757945776
branche,-0.007644497806838774
habit,0.015588662985382643
arrêté,0.01899914287705638
chair,0.014479422265396091
lueur,-0.009613465572645395
glace,-0.0232751201373429
colonel,-0.004768428994467247
île,0.006340451611017207
énorme,0.02662670678888802
pont,0.02988153157304956
paysan,-0.001932883536024527
de_le,0.026641366299257795
dans_le,0.007916211072617599
d’_un,0.0015588199549564311
qu’_il,0.0074384023234037675
de_son,-0.003627715624723366
à_le,-0.007089372941875935
c’_être,0.001968104305120794
et_le,-0.013977562966721964
sur_le,0.003176303647725891
que_le,0.004028983785739836
de_l’,0.0033419062908863844
n’_avoir,-0.00989335615778226
il_avoir,0.008752737623814441
et_de,-0.013350279537645903
de_ce,0.020351491948977646
que_je,0.004987007102612861
j’_avoir,-0.00549490665479023
tout_le,0.011910963234083829
je_ne,0.0133840801389442
y_avoir,0.008649270431163867
à_l’,0.0049408402068357475
qu’_lui,0.003541588873019879
lui_avoir,0.0017817197072495243
avoir_pas,-0.0038121766195640615
à_son,-0.0009537089049553988
par_le,0.010046547796726885
dans_un,0.0002115271184412574
il_être,0.027013830954906767
il_ne,-0.003411262315876114
avec_un,-0.014532935119435025
avoir_un,0.00024464985867695554
il_y,0.007397690993977724
il_se,0.016050991655343804
pour_le,-0.01871290083510591
dans_son,0.013592586480573828
il_n’,0.001312225030362769
être_pas,-0.001044445502133388
l’_avoir,-0.0069010497429993056
que_vous,0.005494770205975468
n’_être,-0.002047794348648446
comme_un,-0.006482003919781841
être_un,0.0014569775902035051
je_être,0.0032408553581194034
le_plus,0.0030536972538773442
ne_pouvoir,0.01631952180232568
je_vous,-0.008599010987488883
à_ce,0.02323922149759605
ce_être,0.002090319838431754
