date,auteur,titre,fabula,canon
1860,pierre zaccone,une vengeance anglaise,False,non_canon
1861,edmond about,le nez d un notaire,False,non_canon
1861,alexandre dumas,bric a brac,True,non_canon
1861,xavier eyma,aventuriers et corsaires,False,non_canon
1861,edmond de goncourt jules de goncourt,sœur philomene,True,non_canon
1861,aristide de gondrecourt,le pays de la peur,False,non_canon
1861,aristide de gondrecourt,le pays de la peur,False,non_canon
1861,aristide de gondrecourt,le pays de la peur,False,non_canon
1861,charles maquet,les orages de la vie,False,non_canon
1861,rene du mesnil maricourt,un coin de la vieille picardie ou les arquebusiers de senlis,False,non_canon
1861,armand pommier,la benjamine,False,non_canon
1861,du terrail pierre ponson,le testament de grain de sel,False,non_canon
1861,jest rene de pont,le fire fly souvenirs des indes et de la chine,False,non_canon
1861,maria della rocca,le roman d une femme laide,False,non_canon
1861,comtesse de segur,pauvre blaise,False,non_canon
1861,comtesse de veilles,sagesse et bonte livre des jeunes personnes,False,non_canon
1861,fanny villars,marie et marguerite histoire du xiiie siecle,False,non_canon
1862,edmond about,l homme a l oreille cassee,False,non_canon
1862,alfred assollant,claude et juliette,False,non_canon
1862,maxime du camp,l homme au bracelet d or,False,non_canon
1862,h emile chevalier,la capitaine,False,non_canon
1862,h emile chevalier,la tete plate,False,non_canon
1862,h emile chevalier,les nez perces,False,non_canon
1862,charles deslys,la loi de dieu,False,non_canon
1862,alexandre dumas,la boule de neige,True,non_canon
1862,alexandre dumas,la princesse flora,True,non_canon
1862,chatrian erckmann,confidences d un joueur de clarinette,False,non_canon
1862,chatrian erckmann,contes des bords du rhin,False,non_canon
1862,chatrian erckmann,l invasion ou le fou yegof,False,non_canon
1862,ferdinand fabre,les courbezon,False,non_canon
1862,paul feval,jean diable,False,non_canon
1862,paul feval,jean diable,False,non_canon
1862,paul feval,les habits noirs,False,non_canon
1862,gustave flaubert,salammbo,True,non_canon
1862,emile gaboriau,les gens de bureau,False,non_canon
1862,emile gaboriau,mariages d aventure,False,non_canon
1862,charles de guise,le cap au diable,False,non_canon
1862,victor hugo,les miserables,True,canon
1862,louise leneveux,soirees en famille  lectures pour la jeunesse,False,non_canon
1862,hector malot,les amants,False,non_canon
1862,du terrail pierre alexis de ponson,les nuits de la maison doree,False,non_canon
1862,jest rene de pont,bolino le negrier souvenirs de l ocean indien,False,non_canon
1862,comtesse de segur,la soeur de gribouille,False,non_canon
1862,louis ulbach,le mari d antoinette,False,non_canon
1862,de l isle adam auguste villiers,isis,True,non_canon
1863,amedee achard,les coups d epee de m de la guerche,False,non_canon
1863,ernest capendu,marcof le malouin,False,non_canon
1863,h emile chevalier,poignet d acier ou les chippiouais,False,non_canon
1863,henri emile chevalier,les derniers iroquois,False,non_canon
1863,chatrian erckmann,madame therese,False,non_canon
1863,cesarie farrenc,la jalousie,False,canon
1863,paul feval,la fille du juif errant,False,non_canon
1863,eugene fromentin,dominique,True,canon
1863,theophile gautier,le capitaine fracasse,True,canon
1863,eugene nyon,la reine de jerusalem,False,non_canon
1863,armand de pontmartin,les bruleurs de temples,False,non_canon
1863,just jean etienne roy,un tableau de la sainte vierge,False,non_canon
1863,comtesse de segur,les deux nigauds,False,non_canon
1863,marie de solms,mademoiselle million,False,non_canon
1863,d ambroyse valentine vattier,claire de rives,False,non_canon
1863,jules verne,cinq semaines en ballon,True,canon
1863,pierre zaccone,une haine au bagne,False,non_canon
1864,gustave aimard,le guaranis,False,non_canon
1864,d aurevilly jules barbey,le chevalier des touches,True,canon
1864,d aurevilly jules barbey,un pretre marie,True,non_canon
1864,jenny bastide,le monstre,False,non_canon
1864,ernest boissieres,un crime inconnu,False,non_canon
1864,ernest capendu,le marquis de loc ronan,False,non_canon
1864,h emile chevalier,peaux rouges et peaux blanches,False,non_canon
1864,alexandre dumas,la san felice,True,non_canon
1864,chatrian erckmann,histoire d un conscrit de 1813,False,non_canon
1864,chatrian erckmann,l ami fritz,False,non_canon
1864,emile gaboriau,l argent des autres,False,non_canon
1864,edmond de goncourt jules de goncourt,renee mauperin,True,canon
1864,edmond et jules de goncourt,germinie lacerteux,True,canon
1864,alexandre de lavergne,la famille de marsal,False,non_canon
1864,armand de melun,histoire d un village,False,non_canon
1864,lacuzon jules prost,la tour aux viperes chronique jurassienne du xve siecle,False,non_canon
1864,charles de ribelle,les confidences de gribouille,False,non_canon
1864,adrien robert,le combat de l honneur,False,non_canon
1864,george sand,laura,True,non_canon
1864,george sand,le marquis de villemer,True,non_canon
1864,comtesse de segur,françois le bossu,False,non_canon
1864,louis ulbach,memoires d un inconnu,False,non_canon
1864,jules verne,le comte de chanteleine ,True,non_canon
1864,jules  verne,voyage au centre de la terre,True,canon
1865,gustave auriac jules berlioz d  aimard,les pieds fourchus,False,non_canon
1865,gustave aimard,le montonero,False,non_canon
1865,gustave aimard,les bohemes de la mer,False,non_canon
1865,h emile chevalier,l enfer et le paradis de l autre monde,False,non_canon
1865,alexandre dumas,le comte de moret,True,non_canon
1865,chatrian erckmann,histoire d un homme du peuple,False,non_canon
1865,chatrian erckmann,waterloo,False,non_canon
1865,paul feval,les habits noirs,False,non_canon
1865,theophile gautier,la belle jenny,True,non_canon
1865,albert kaempfen,la tasse a the,False,non_canon
1865,rene du mesnil maricourt,donatien,False,non_canon
1865,du terrail pierre alexis de ponson,le castel du diable,False,non_canon
1865,du terrail pierre alexis de ponson,les nuits du quartier breda juliette,False,non_canon
1865,du terrail pierre ponson,le chambrion,False,non_canon
1865,clemence robert,le baron de trenck,False,non_canon
1865,george sand,monsieur sylvestre,True,non_canon
1865,aurelien scholl,les gens tares,False,non_canon
1865,jules verne,de la terre a la lune,True,non_canon
1865,jules  verne,les forceurs de blocus,True,non_canon
1866,h emile chevalier,la fille des indiens rouges,False,non_canon
1866,chatrian erckmann,le blocus,False,non_canon
1866,octave feuillet,monsieur de camors,False,non_canon
1866,emile gaboriau,l affaire lerouge,False,non_canon
1866,julie gouraud,mémoires d'un caniche,False,non_canon
1866,leon gozlan,le capitaine maubert,False,non_canon
1866,victor hugo,les travailleurs de la mer,True,canon
1866,rene muller,les enfants gates,False,non_canon
1866,du terrail pierre alexis de ponson,memoires de deux saltimbanques,False,non_canon
1866,du terrail pierre ponson,la resurrection de rocambole,False,non_canon
1866,du terrail pierre ponson,la resurrection de rocambole,False,non_canon
1866,du terrail pierre ponson,la resurrection de rocambole,False,non_canon
1866,armand de pontmartin,entre chien et loup,False,non_canon
1866,george sand,promenades autour d un village,True,non_canon
1866,comtesse de segur,jean qui grogne et jean qui rit,False,non_canon
1866,comtesse de segur,un bon petit diable,False,non_canon
1866,marie de solms,la mexicaine,False,non_canon
1866,leopold stapleaux,le chateau de la rage.,False,non_canon
1866,daniel stern,nelida herve julien,False,non_canon
1866,louis ulbach,le jardin du chanoine,False,non_canon
1866,jules valles,les refractaires,True,non_canon
1866,adolphine de jonge mme valter,les confessions de la comtesse d aquilar etude historique,False,non_canon
1867,gustave auriac jules berlioz d  aimard,les forestiers du michigan,False,non_canon
1867,gustave auriac jules berlioz d  aimard,oeil de feu,False,non_canon
1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran deuxieme partie,False,non_canon
1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran premiere partie,False,non_canon
1867,adolphe belot,le drame de la rue de la paix,False,non_canon
1867,jules claretie,les femmes de proie mademoiselle cachemire,False,non_canon
1867,coster charles de,la legende et les aventures heroiques joyeuses et glorieuses d ulenspiegel et de lamme goedzak,False,non_canon
1867,alexandre dumas,les blancs et les bleus,True,non_canon
1867,paul feval,l avaleur de sabres,False,non_canon
1867,emile gaboriau,le crime d orcival,False,non_canon
1867,emile gaboriau,le dossier 113,False,non_canon
1867,julie gouraud,le petit colporteur,False,non_canon
1867,arsene houssaye,la pantoufle de cendrillon ou suzanne aux coquelicots,False,non_canon
1867,jeanne marcel,les petits vagabonds,False,non_canon
1867,olga de segur pitray,les enfants des tuileries,False,non_canon
1867,du terrail pierre alexis de ponson,l heritage de corinne la mule de satin,False,non_canon
1867,du terrail pierre alexis de ponson,memoires d un gendarme,False,non_canon
1867,du terrail pierre ponson,la verite sur rocambole,False,non_canon
1867,elise de pressense,deux ans au lycee,False,non_canon
1867,esprit privat,les idoles du jour,False,non_canon
1867,adrien robert,le radieux,False,non_canon
1867,victor sauquet,l enfant des montagnes,False,non_canon
1867,laurence de savigny,le robinson des alpes,False,non_canon
1867,comtesse de segur,le mauvais genie,False,non_canon
1867,jules taulier,les deux petits robinsons de la grande chartreuse,False,non_canon
1867,alfred de vigny,la vie et la mort du capitaine renaud ou la canne de jonc  souvenirs de grandeur militaire,True,non_canon
1867,fanny villars,l expiation,False,non_canon
1868,charles barbara,mademoiselle de sainte luce,False,non_canon
1868,h emile chevalier,jacques cartier,False,non_canon
1868,alphonse daudet,le petit chose,True,non_canon
1868,paul dumanoir,les oubliettes de la tour françois ier,False,non_canon
1868,paul feval,les habits noirs,False,non_canon
1868,emile gaboriau,les esclaves de paris,False,non_canon
1868,emile gaboriau,les esclaves de paris,False,non_canon
1868,julie gouraud,l enfant du guide,False,non_canon
1868,rive william de la,la marquise de clerol par william de la rive,False,non_canon
1868,paul perret,la parisienne,False,non_canon
1868,du terrail pierre alexis de ponson,le grillon du moulin,False,non_canon
1868,du terrail pierre alexis de ponson,les heros de la vie privee la fee d auteuil,False,non_canon
1868,du terrail pierre ponson,le dernier mot de rocambole,False,non_canon
1868,du terrail pierre ponson,le dernier mot de rocambole,False,non_canon
1868,du terrail pierre ponson,le dernier mot de rocambole,False,non_canon
1868,du terrail pierre ponson,le dernier mot de rocambole,False,non_canon
1868,du terrail pierre ponson,rocambole les miseres de londre,False,non_canon
1868,du terrail pierre ponson,rocambole les miseres de londre,False,non_canon
1868,du terrail pierre ponson,rocambole les miseres de londre,False,non_canon
1868,du terrail pierre ponson,rocambole les miseres de londre,False,non_canon
1868,a. tholmey,derniers jours d un regne,False,non_canon
1868,de sansay louis adolphe turpin,le veilleur des morts,False,non_canon
1868,pierre zaccone,le courrier de lyon,False,non_canon
1868,emile zola,therese raquin,True,canon
1869,lucien biart,pile et face,False,non_canon
1869,stella blandy,revanche de femme,False,non_canon
1869,zulma tourangin mme carraud,les gouters de la grand mere,False,non_canon
1869,chatrian erckmann,histoire d un paysan,False,non_canon
1869,chatrian erckmann,histoire d un paysan,False,non_canon
1869,chatrian erckmann,histoire d un paysan,False,non_canon
1869,chatrian erckmann,histoire d un paysan,False,non_canon
1869,paul feval,l arme invisible les habits noirs,False,non_canon
1869,paul feval,maman leo les habits noirs,False,non_canon
1869,gustave flaubert,l education sentimentale,True,non_canon
1869,emile gaboriau,monsieur lecoq,False,non_canon
1869,emile gaboriau,monsieur lecoq,False,non_canon
1869,judith gautier,le dragon imperial,False,non_canon
1869,edmond et jules de goncourt,madame gervaisais,True,non_canon
1869,victor hugo,l'homme qui rit,True,canon
1869,inconnu,le roman d un seminariste nouvelles etudes de moeurs contemporaines,False,non_canon
1869,epine ernest l,voyage autour du grand monde,False,non_canon
1869,comte de lautreamont,les chants de maldoror,True,canon
1869,etienne marcel,souvenirs d une jeune fille,False,non_canon
1869,henri murger,scenes de la vie de boheme,False,canon
1869,alexandre pillon,les contes noirs,False,non_canon
1869,du terrail pierre alexis de ponson,la reine des barricades,False,non_canon
1869,du terrail pierre alexis de ponson,les heros de la vie privee jeanne,False,non_canon
1869,du terrail pierre alexis de ponson,les heros de la vie privee l orgue de barbarie,False,non_canon
1869,du terrail pierre ponson,le forgeron de la cour dieu,False,non_canon
1869,du terrail pierre ponson,le forgeron de la cour dieu,False,non_canon
1869,felix jules de saint,l amie de la reine,False,non_canon
1869,angelo de sorr,fantome de la rue de venise,False,non_canon
1869,madame de stolz,la maison roulante,False,non_canon
1870,alphonse daudet,le nabab,True,non_canon
1870,emile gaboriau,la vie infernale,False,non_canon
1870,arsene houssaye,les courtisanes du monde,False,non_canon
1870,arsene houssaye,les courtisanes du monde,False,non_canon
1870,arsene houssaye,les courtisanes du monde,False,non_canon
1870,hector malot,une bonne affaire,False,non_canon
1870,joseph marmette,francois de bienville  scenes de la vie canadienne au xvii siecle,False,non_canon
1870,du terrail pierre ponson,rocambole la corde du pendu,False,non_canon
1870,du terrail pierre ponson,rocambole la corde du pendu,False,non_canon
1870,jules verne,vingt mille lieues sous les mers,True,canon
1870,emile zola,la fortune des rougon,True,canon
1871,amedee achard,recits d un soldat,False,non_canon
1871,alphonse daudet,tartarin de tarascon,True,non_canon
1871,chatrian erckmann,les deux freres,False,non_canon
1871,emile gaboriau,la clique doree,False,non_canon
1871,emile gaboriau,la degringolade,False,non_canon
1871,isa porie,le roman d un seminariste,False,non_canon
1871,george sand,journal d un voyageur pendant la guerre,True,non_canon
1871,jules verne,une ville flottante,True,non_canon
1872,alphonse daudet,le bon dieu de chemille qui n est ni pour ni contre,True,non_canon
1872,alphonse daudet,le pere achille,True,non_canon
1872,alexandre dumas,la fille du marquis,True,non_canon
1872,alexandre dumas,la fille du marquis,True,non_canon
1872,alexandre dumas,le docteur mysterieux,True,non_canon
1872,alexandre dumas,le docteur mysterieux,True,non_canon
1872,alexandre dumas,robin hood le prince des voleurs,True,non_canon
1872,octave feuillet,julia de trecoeur,False,non_canon
1872,paul feval,les compagnons du tresor les habits noirs,False,non_canon
1872,emile gaboriau,la degringolade,False,non_canon
1872,emile gaboriau,la degringolade,False,non_canon
1872,julie gouraud,le livre de maman,False,non_canon
1872,charles de guise,helika memoire d un vieux maitre d ecole,False,non_canon
1872,alexandre de lamothe,le taureau des vosges,False,non_canon
1872,desgranges joseph poisle,roman d une mouche,False,non_canon
1872,george sand,francia,True,non_canon
1872,george sand,nanon,True,non_canon
1872,jules verne,le tour du monde en quatre vingts jours,True,non_canon
1872,henriette de witt,scenes historiques,False,non_canon
1872,emile zola,la curee,True,canon
1873,alphonse daudet,contes du lundi,True,canon
1873,alphonse daudet,le cabecilla,True,non_canon
1873,alphonse daudet,salvette et bernadou,True,non_canon
1873,alphonse daudet,wood stown,True,non_canon
1873,alexandre dumas,robin hood le proscrit,True,non_canon
1873,emile gaboriau,l argent des autres,False,non_canon
1873,emile gaboriau,la corde au cou,False,non_canon
1873,julie gouraud,petite et grande,False,non_canon
1873,epine ernest l,la vie a grand orchestre  charivari parisien,False,non_canon
1873,hector malot,clotilde martory,False,non_canon
1873,joseph marmette,chevalier de mornac,False,non_canon
1873,elise de pressense,un petit monde d enfants,False,non_canon
1873,alexis rousset,derailles et declasses paris et la province,False,non_canon
1873,alexis rousset,derailles et declasses paris et la province,False,non_canon
1873,comtesse de sannois,les soirees a la maison,False,non_canon
1873,aurelien scholl,la dame des palmiers,False,non_canon
1873,le duc eugene emmanuel viollet,histoire d une maison,False,non_canon
1873,emile zola,le ventre de paris,True,canon
1874,amedee achard,envers et contre tous,False,non_canon
1874,d aurevilly jules barbey,les diaboliques,True,canon
1874,honore beaugrand,anita souvenirs d un contre guerillas,False,non_canon
1874,josephine colomb,comtes,False,non_canon
1874,alphonse daudet,fromont jeune et risler aine,True,non_canon
1874,chatrian erckmann,les annees de college de maitre nablot,False,non_canon
1874,paul feval,la bande cadet les habits noirs,False,non_canon
1874,paul feval,le dernier vivant,False,non_canon
1874,paul feval,le dernier vivant,False,non_canon
1874,gustave flaubert,la tentation de saint antoine,True,canon
1874,zenaide fleuriot,armelle trahec,False,non_canon
1874,zenaide fleuriot,en conge,False,non_canon
1874,joseph gobineau,les pleiades,False,non_canon
1874,victor hugo,quatrevingt treize,True,canon
1874,joris karl huysmans,le drageoir aux epices,True,non_canon
1874,hector malot,le mariage de juliette,False,non_canon
1874,maurice sand,mademoiselle de cerignan,False,non_canon
1874,madame de stolz,les poches de mon oncle,False,non_canon
1874,jules verne,le chancellor,True,non_canon
1874,henriette de witt,une soeur,False,non_canon
1874,emile zola,la conquete de plassans,True,non_canon
1875,gustave aimard,ourson tete de fer,False,non_canon
1875,e de bellaud,ces pauvres filles ,False,non_canon
1875,adolphe belot,les mysteres mondains,False,non_canon
1875,victor cherbuliez,miss rovel,False,non_canon
1875,alphonse daudet,jack,True,canon
1875,paul feval,la ville vampire,False,non_canon
1875,arsene houssaye,les mille et une nuits parisiennes,False,non_canon
1875,epine ernest l,a coups de fusil,False,non_canon
1875,ernest legouve,nos filles et nos fils scenes et etudes de famille,False,non_canon
1875,joseph marmette,la fiancee du rebelle,False,non_canon
1875,marie le harivel de gonneville mirabeau,ctesse de mirabeau jane et germaine voyages d un capitaine,False,non_canon
1875,eugene noel,memoires d un imbecile,False,non_canon
1875,george sand,marianne,True,non_canon
1875,madame de stolz,valentine,False,non_canon
1875,andre theuriet,le mariage de gerard,False,non_canon
1875,gilbert thierry,l aventure d une ame en peine,False,non_canon
1875,gustave toudouze,la sirene souvenir de capri,False,non_canon
1875,louis ulbach,le secret de mlle chagnier,False,non_canon
1875,jules verne,l ile mysterieuse,True,non_canon
1875,emile zola,la faute de l abbe mouret,True,canon
1876,juliette adam,jean et pascal,False,non_canon
1876,gustave aimard,l olonnais,False,non_canon
1876,gustave aimard,le chasseur de rats,False,non_canon
1876,gustave aimard,le chasseur de rats,False,non_canon
1876,gustave aimard,les invisibles de paris,False,non_canon
1876,camille allary,au pays des cigales,False,non_canon
1876,jenny bastide,le marquis roger,False,non_canon
1876,adolphe belot,le secret terrible  memoires d un caissier,False,non_canon
1876,elie berthet,le monde inconnu,False,non_canon
1876,fortune du boisgobey,l omnibus du diable,False,non_canon
1876,fortune du boisgobey,les mysteres du nouveau paris,False,non_canon
1876,fortune du boisgobey,les mysteres du nouveau paris,False,non_canon
1876,alfred de brehat,l hotel du dragon souvenirs de voyages,False,non_canon
1876,alfred de brehat,le bal de l opera,False,non_canon
1876,charles buet,philippe monsieur,False,non_canon
1876,prosper chazel,le chalet des sapins,False,non_canon
1876,ennery adolphe d,les deux orphelines,False,non_canon
1876,comtesse de dash,le beau voleur,False,non_canon
1876,albert delpit,jean nu pieds chronique de 1832,False,non_canon
1876,albert delpit,jean nu pieds chronique de 1832,False,non_canon
1876,chatrian erckmann,maitre gaspard fix suivi de l education d un feodal,False,non_canon
1876,chatrian erckmann,un chef de chantier a l isthme de suez,False,non_canon
1876,henri escoffier,les femmes fatales,False,non_canon
1876,octave feuillet,histoire de sibylle,False,non_canon
1876,louis gallet,le capitaine satan,False,non_canon
1876,de cesena amedee gayet,les belles pecheresses,False,non_canon
1876,anna geiger,souvenirs de femme,False,non_canon
1876,alberic glady,male et femelle,False,non_canon
1876,julie gouraud,les filles du professeur,False,non_canon
1876,julie gouraud,les quatre pièces d'or,False,non_canon
1876,henry greville,dosia,False,non_canon
1876,henry greville,l expiation de saveli,False,non_canon
1876,henry greville,la princesse ogherof,False,non_canon
1876,mme de husson,la fille du rabbin,False,non_canon
1876,joris karl huysmans,marthe et autres nouvelles,True,non_canon
1876,henri de lacretelle,les filles de boheme,False,non_canon
1876,jules lermina,les loups de paris,False,non_canon
1876,jules lermina,les loups de paris,False,non_canon
1876,hector malot,ida et carmelita,False,non_canon
1876,hector malot,l auberge du monde,False,non_canon
1876,marie marechal,le parrain d antoinette,False,non_canon
1876,hippolyte mettais,les amours d un tribun,False,non_canon
1876,francisque monnet,une histoire au dessus du crocodile,False,non_canon
1876,xavier de montepin,le ventriloque l assassin de mariette,False,non_canon
1876,xavier de montepin,le ventriloque la femme du prussien,False,non_canon
1876,xavier de montepin,le ventriloque le mari et l amant,False,non_canon
1876,paul de musset,histoires de trois maniaques,False,non_canon
1876,leon noble,memoires d un enfant pauvre,False,non_canon
1876,deschenes gustave louis ferdinand parseval,journal d une desoeuvree,False,non_canon
1876,d. peregrine,la fille aux serpents souvenir des antilles,False,non_canon
1876,gustave richardet,le mariage de bouillardin,False,non_canon
1876,emile richebourg,recits devant l atre,False,non_canon
1876,jean richepin,les morts bizarres,False,non_canon
1876,george sand,contes d une grand mere,True,non_canon
1876,george sand,horace,True,canon
1876,francisque sarcey,etienne moret,False,non_canon
1876,francisque sarcey,le piano de jeanne,False,non_canon
1876,andre theuriet,la fortune d angele,False,non_canon
1876,jules verne,michel strogoff,True,non_canon
1876,emile zola,son excellence eugene rougon,True,canon
1877,elie berthet,l incendiaire,False,non_canon
1877,alexis bouvier,le domino rose,False,non_canon
1877,charles buet,la mitre et l epee chronique genevoise,False,non_canon
1877,h emile chevalier,le chasseur noir,False,non_canon
1877,gustave claudin,trois roses dans la rue vivienne,False,non_canon
1877,ernest daudet,le crime de jean malory,False,non_canon
1877,ernest daudet,les persecutees severine realti la baronne miroel,False,non_canon
1877,camille debans,le capitaine marche ou creve,False,non_canon
1877,charles deslys,le blesse de gravelotte,False,non_canon
1877,octave feuillet,les amours de philippe,False,non_canon
1877,paul feval,le dernier chevalier,False,non_canon
1877,gustave flaubert,les trois contes,True,non_canon
1877,zenaide fleuriot,un enfant gate,False,non_canon
1877,de cesena amedee gayet,le chapelet d amour,False,non_canon
1877,edmond et jules de goncourt,la fille elisa,True,canon
1877,du jardinet jules gondry,sur le bucher ou le sort des femmes,False,non_canon
1877,henry greville,les koumiassine,False,non_canon
1877,henry greville,sonia,False,non_canon
1877,constant gueroult,le retour de rocambole,False,non_canon
1877,febvre victor le,les travailleurs du sol  le degrossi par victor le febvre,False,non_canon
1877,vavasseur gustave le,dans les herbages les echos suisses le cure de saint gererold les amours de jacqueline,False,non_canon
1877,hector malot,comte du pape,False,non_canon
1877,raoul de navery,le cloitre rouge,False,non_canon
1877,jules noriac,la falaise d houlgate,False,non_canon
1877,paul parfait,l agent secret,False,non_canon
1877,jest rene de pont,le n°13 de la rue marlot,False,non_canon
1877,henri riviere,edmee le chatiment flavien,False,non_canon
1877,eugene rosary,le journal d une jeune fille,False,non_canon
1877,vidal mathilde de saint,amour et devoir,False,non_canon
1877,george sand,mademoiselle de la quintinie,True,non_canon
1877,jules verne,hector servadac voyages et aventures a travers le monde solaire,True,non_canon
1877,jules verne,les indes noires,True,non_canon
1877,henriette de witt,scenes historiques,False,non_canon
1877,emile zola,l assommoir,True,non_canon
1878,gustave auriac jules berlioz d aimard,coeur de panthere,False,non_canon
1878,gustave auriac jules berlioz d aimard,jim l indien,False,non_canon
1878,gustave auriac jules berlioz d aimard,l aigle noir des dacotahs,False,non_canon
1878,gustave auriac jules berlioz d aimard,les terres d or,False,non_canon
1878,alfred assollant,le plus hardi des gueux,False,non_canon
1878,elie berthet,les petits ecoliers dans les cinq parties du monde,False,non_canon
1878,fortune du boisgobey,le crime de l opera,False,non_canon
1878,fortune du boisgobey,le crime de l opera,False,non_canon
1878,alexis bouvier,la grande iza,False,non_canon
1878,alphonse de calonne,la ferme des moines,False,non_canon
1878,de la giraudiere hippolyte de chavannes,patrice,False,non_canon
1878,eugene chavette,aime de son concierge,False,non_canon
1878,eugene chavette,la recherche d un pourquoi,False,non_canon
1878,victor cherbuliez,l idee de jean teterol,False,non_canon
1878,h emile chevalier,la fille du pirate,False,non_canon
1878,h emile chevalier,le gibet,False,non_canon
1878,jules claretie,la maison vide,False,non_canon
1878,jules cornely,l oeil du diable,False,non_canon
1878,eudoxie dupuis,cyprienne et cyprien,False,non_canon
1878,paul feval,contes de bretagne,False,non_canon
1878,emile gaboriau,le capitaine coutanceau,False,non_canon
1878,jules girardin,ouida pascarel roman imite de l anglais,False,non_canon
1878,julie gouraud,cousine marie,False,non_canon
1878,henry greville,les epreuves de raissa,False,non_canon
1878,henry greville,nouvelles russes,False,non_canon
1878,arsene houssaye,arsene houssaye les larmes de jeanne histoire parisienne,False,non_canon
1878,arsene houssaye,les trois duchesses,False,non_canon
1878,arsene houssaye,les trois duchesses,False,non_canon
1878,arsene houssaye,les trois duchesses,False,non_canon
1878,arsene houssaye,les trois duchesses,False,non_canon
1878,estoile pierre l,un scandale en province  un mari,False,non_canon
1878,blanchere henri de la,les derniers peaux rouges le tresor de montcalm,False,non_canon
1878,pamphile lemay,picounoc le maudit,False,non_canon
1878,lemoine,la guerre pendant les vacances recit d un vieux soldat,False,non_canon
1878,pierre loti,aziyade,True,non_canon
1878,hector malot,cara,False,non_canon
1878,hector malot,sans famille,False,non_canon
1878,paul perret,madame valence,False,non_canon
1878,tony revillon,noemi,False,non_canon
1878,paul sauniere,le capitaine belle humeur,False,non_canon
1878,leopold stapleaux,le roman d un pere,False,non_canon
1878,louis ulbach,monsieur paupe,False,non_canon
1878,jules verne,un capitaine de quinze ans,True,canon
1878,pierre zaccone,la dame d auteuil,False,non_canon
1878,emile zola,madeleine ferat,True,canon
1878,emile zola,une page d amour,True,non_canon
1879,gustave aimard,le fils du soleil,False,non_canon
1879,adolphe belot,la grande florine suite et fin des etrangleurs,False,non_canon
1879,adolphe belot,une joueuse,False,non_canon
1879,elie berthet,les cagnards de l hotel dieu de paris,False,non_canon
1879,alexis bouvier,la belle grelee,False,non_canon
1879,alexis bouvier,la femme du mort,False,non_canon
1879,alexis bouvier,la femme du mort,False,non_canon
1879,edouard cadol,la diva,False,non_canon
1879,edouard cadol,la grande vie la preferee,False,non_canon
1879,eugene chavette,nous marions virginie,False,non_canon
1879,victor cherbuliez,amours fragiles,False,non_canon
1879,alphonse daudet,lettres de mon moulin,True,canon
1879,rene saint juirs delorme,une coquine,False,non_canon
1879,charles cauvain jules deslys,la revanche de marguerite,False,non_canon
1879,ferdinand fabre,les courbezon scenes de la vie clericale,False,non_canon
1879,edmond goncourt,les freres zemganno,True,non_canon
1879,henry greville,la niania,False,non_canon
1879,henry greville,suzanne normis,False,non_canon
1879,charles d hericault,ch d hericault en 1792 le premier amour de lord saint albans,False,non_canon
1879,ernest d  hervilly,ernest d hervilly histoires de mariages,False,non_canon
1879,arsene houssaye,arsene houssaye l eventail brise angele,False,non_canon
1879,arsene houssaye,arsene houssaye l eventail brise,False,non_canon
1879,arsene houssaye,histoires romanesques,False,non_canon
1879,joris karl huysmans,les soeurs vatard,True,canon
1879,landelle guillaume joseph gabriel de la,une haine a bord,False,non_canon
1879,marthe lachese,le mariage de renee,False,non_canon
1879,hubert larue,voyage sentimental sur la rue saint jean,False,non_canon
1879,ernest lavigne,le roman d une nihiliste,False,non_canon
1879,marie lebourgeois,la goutte de miel,False,non_canon
1879,charles merouvel,la vertu de l abbe mirande moeurs parisiennes,False,non_canon
1879,raoul de navery,la fille du roi dagobert,False,non_canon
1879,raoul de navery,les robinsons de paris,False,non_canon
1879,paul perret,l ame muree,False,non_canon
1879,du terrail pierre ponson,le serment des hommes rouges aventures d un enfant de paris,False,non_canon
1879,du terrail pierre ponson,le serment des hommes rouges aventures d un enfant de paris,False,non_canon
1879,françois leon saint,l saint françois vieux peches scenes parisiennes,False,non_canon
1879,paul sauniere,le legs du pendu,False,non_canon
1879,andre theuriet,andre theuriet la maison des deux barbeaux le sang des finoel,False,non_canon
1879,mme e. thuret,la guerre au chateau,False,non_canon
1879,mario uchard,l etoile de jean,False,non_canon
1879,jules verne,les tribulations d un chinois en chine,True,non_canon
1879,claude vignon,revoltee,False,non_canon
1880,alfred assollant,hyacinthe,False,non_canon
1880,alexis bouvier,iza lolotte et compagnie,False,non_canon
1880,alfred de brehat,les aventures de charlot,False,non_canon
1880,camille debans,la peau du mort,False,non_canon
1880,camille debans,les drames a toute vapeur,False,non_canon
1880,emmanuel denoy,mademoiselle clarens,False,non_canon
1880,charles deslys,l ami du village,False,non_canon
1880,paul feval,l homme sans bras,False,non_canon
1880,paul feval,une histoire de revenants,False,non_canon
1880,zenaide fleuriot,bonasse,False,non_canon
1880,zenaide fleuriot,tranquille et tourbillon,False,non_canon
1880,jules de glouvet,le forestier,False,non_canon
1880,julie gouraud,aller et retour,False,non_canon
1880,leon gozlan,aventures merveilleuses et touchantes du prince chenevis et de sa jeune soeur,False,non_canon
1880,henry greville,cite menard,False,non_canon
