date,auteur,titre,fabula
1928,du gard roger martin,les thibault,True
1928,du gard roger martin,les thibault,True
1928,georges montorgueil,la vie extraordinaire de robert macaire,False
1928,stendhal,le rose et le vert,True
1929,georges bernanos,la joie,True
1929,jacques chardonne,les varais,False
1929,colette,la seconde,True
1929,rene crevel,etes vous fous ,True
1929,eugene dabit,l hotel du nord,False
1929,delly,une misere doree,False
1929,jean giono,colline,True
1929,maurice leblanc,la demeure mysterieuse,False
1929,du gard roger martin,les thibault,True
1929,irene nemirovsky,david golder,False
1929,exupery antoine de saint,courrier sud,True
1930,arthur bernede,l homme au masque de fer,False
1930,colette,sido,True
1930,delly,gille de cesbres,False
1930,delly,la maison du lis,False
1930,arnould galopin,le sergent bucaille,False
1930,magdeleine du genestoux,mademoiselle trouble fete,False
1930,jean giono,regain,True
1930,joseph lallier,angeline guillou,False
1930,maurice leblanc,le cabochon d emeraude,False
1930,maurice leblanc,le prince de jericho,False
1930,andre malraux,la voie royale,True
1930,irene nemirovsky,le bal,False
1930,georges simenon,pietr le letton,True
1931,delly,le candelabre du temple,False
1931,la rochelle pierre drieu,le feu follet,True
1931,maurice leblanc,la barre y va,False
1931,irene nemirovsky,les mouches d automne,False
1931,paul nizan,aden arabie,True
1931,exupery antoine de saint,vol de nuit,True
1931,georges simenon,au rendez vous des terre neuvas,True
1931,georges simenon,la danseuse du gai moulin,True
1931,georges simenon,la guinguette a deux sous,True
1931,georges simenon,la nuit du carrefour,True
1931,georges simenon,la tete d un homme,True
1931,georges simenon,le pendu de saint pholien,True
1931,georges simenon,monsieur gallet decede,True
1931,georges simenon,un crime en hollande,True
1931,max du veuzit,"john, chauffeur russe",False
1932,marguerite audoux,la fiancee,False
1932,louis ferdinand celine,voyage au bout de la nuit,True
1932,louis guilloux,hymenee,True
1932,joseph kessel,fortune carree,True
1932,joseph lallier,le spectre menaçant,False
1932,maurice leblanc,de minuit a sept heures,False
1932,maurice leblanc,les dents du tigre,False
1932,françois mauriac,le noeud de viperes,True
1932,georges simenon,chez les flamands,True
1932,georges simenon,l affaire saint fiacre,True
1932,georges simenon,l ombre chinoise,True
1932,georges simenon,le fou de bergerac,True
1932,georges simenon,le port des brumes,True
1932,georges simenon,liberty bar,True
1932,max du veuzit,petite comtesse,False
1933,colette,la chatte,True
1933,rené crevel,les pieds dans le plat,True
1933,delly,la lune d'or,False
1933,georges duhamel,le notaire du havre,True
1933,maurice leblanc,la femme aux deux sourires,False
1933,maurice leblanc,victor de la brigade mondaine,False
1933,andre malraux,la condition humaine,True
1933,paul nizan,antoine bloye,True
1933,raymond queneau,le chiendent,True
1933,georges simenon,l ecluse n°1,True
1933,max du veuzit,l'homme de sa vie,False
1933,max du veuzit,vers l'unique,False
1934,louis aragon,les cloches de bale,True
1934,colette,les vrilles de la vigne,True
1934,eugene dabit,un mort tout neuf,False
1934,delly,la douloureuse victoire,False
1934,georges duhamel,le jardin des betes sauvages,True
1934,georges duhamel,vue de la terre promise,True
1934,faure georges le,le brigadier floridor,False
1934,maurice leblanc,le chapelet rouge,False
1934,henry de montherlant,les celibataires,True
1934,georges simenon,maigret,True
1934,roger vercel,capitaine conan,False
1934,max du veuzit,la chataigneraie,False
1934,max du veuzit,un mari de premier choix,False
1935,georges bernanos,un crime,True
1935,henri calet,la belle lurette,False
1935,rené crevel,le roman cassé,True
1935,delly,comme un conte de fees,False
1935,delly,contes,False
1935,delly,un marquis de carabas,False
1935,georges duhamel,la nuit de la saint jean,True
1935,andre gide,les nouvelles nourritures,True
1935,maurice leblanc,la cagliostro se venge,False
1935,max du veuzit,fille de prince,False
1936,louis aragon,les beaux quartiers,True
1936,georges bernanos,le journal d un cure de campagne,True
1936,louis ferdinand celine,mort a credit,True
1936,jean giono,les vraies richesses,True
1936,henry de montherlant,les jeunes filles,True
1936,henry de montherlant,pitie pour les femmes,True
1936,paul morand,milady suivi de monsieur zero,True
1936,irene nemirovsky,jezabel,False
1936,max du veuzit,le vieux puits,False
1937,marguerite audoux,douce lumiere,False
1937,georges bernanos,nouvelle histoire de mouchette,True
1937,delly,les heures de la vie,False
1937,jean giono,batailles dans la montagne,True
1937,andre malraux,l espoir,True
1937,henry de montherlant,le demon du bien,True
1938,julien gracq,au chateau d argol,True
1938,valery larbaud,aux couleurs de rome,True
1938,paul nizan,la conspiration,True
1938,georges simenon,ceux du grand cafe,True
1938,georges simenon,l improbable monsieur owen,True
1938,max du veuzit,l'enfant des ruines,False
1939,colette,duo le toutounier,True
1939,leon paul fargue,le pieton de paris,True
1939,michel leiris,l age d homme,True
1939,henry de montherlant,les lepreuses,True
1939,exupery antoine de saint,terre des hommes,True
1939,nathalie sarraute,tropismes,True
1939,max du veuzit,l'inconnu de castel pic,False
1940,delly,le drame de l'étang aux biches,False
1940,du gard roger martin,les thibault,True
1941,marcel ayme,le travelingue,True
1941,marcel bealu,memoires de l ombre,False
1941,maurice blanchot,thomas l obscur,True
1941,colette,julie de carneilhan,True
1941,edmond jaloux,les visiteurs,False
1941,maurice leblanc,les milliards d arsene lupin,False
1941,orlan pierre mac,l ancre de misericorde,True
1941,paul morand,l homme presse,True
1941,georges simenon,la maison du juge,True
1941,georges simenon,les caves du majestic,True
1942,louis aragon,les voyageurs de l imperiale,True
1942,albert camus,l etranger,True
1942,leon paul fargue,refuges,True
1942,louis guilloux,le pain des reves,True
1942,raymond queneau,pierrot mon ami,True
1942,georges simenon,cecile est morte,True
1942,georges simenon,menaces de mort,True
1942,vercors,le silence de la mer,False
1942,max du veuzit,moineau en cage,False
1943,rene barjavel,le voyageur imprudent,False
1943,georges bernanos,monsieur ouine,True
1943,delly,anita,False
1943,jean genet,notre dame des fleurs,True
1943,leo malet,120 rue de la gare,False
1943,exupery antoine de saint,le petit prince,True
1943,georges simenon,le petit docteur,True
1943,georges simenon,les dossiers de l agence o,True
1944,albert camus,le premier homme,True
1944,georges simenon,felicie est la,True
1944,georges simenon,l inspecteur cadavre,True
1944,georges simenon,les nouvelles enquetes de maigret,True
1944,georges simenon,signe picpus,True
1945,marcel bealu,l experience de la nuit,False
1945,emmanuel bove,le piege,False
1945,henri calet,le bouquet,False
1945,delly,la maison des rossignols,False
1945,julien gracq,un beau tenebreux,True
1945,ernest psichari,l appel des armes,False
1946,simone de beauvoir,tous les hommes sont mortels,True
1946,delly,les deux crimes de thecle,False
1946,delly,les hiboux des roches rouges,False
1946,delly,sainte nitouche,False
1946,max du veuzit,arlette et son ombre,False
1947,marcel bealu,journal d un mort,False
1947,henri calet,trente a quarante,False
1947,albert camus,la peste,True
1947,jacques laurent,caroline cherie t.1,False
1947,jacques laurent,caroline cherie t.2,False
1947,maurice renard,le maitre de la lumiere,False
1947,georges simenon,la pipe de maigret,True
1947,georges simenon,maigret a new york,True
1947,georges simenon,maigret et l inspecteur malgracieux,True
1947,claude simon,la corde raide,True
1947,boris vian,l automne a pekin,True
1947,boris vian,l ecume des jours,True
1947,boris vian,les morts ont tous la meme peau,True
1948,rene barjavel,le diable l emporte,False
1948,marcel bealu,l araignee d eau,False
1948,henri calet,le tout sur le tout,False
1948,colette,l ingenue libertine,True
1948,delly,la jeune fille emmuree,False
1948,delly,la rose qui tue,False
1948,gaston leroux,cheri bibi et cecily,False
1948,georges simenon,les vacances de maigret,True
1948,max du veuzit,sainte sauvage,False
1948,boris vian,et on tuera tous les affreux,True
1949,pierre benoit,la dame de l ouest,False
1949,antoine blondin,l europe buissoniere,False
1949,delly,la villa des serpents,False
1949,georges simenon,la premiere enquete de maigret,True
1949,georges simenon,maigret chez le coroner,True
1949,georges simenon,maigret et la vieille dame,True
1949,georges simenon,mon ami maigret,True
1950,georges bernanos,un mauvais reve,True
1950,delly,aurore de brusfeld,False
1950,delly,folie de sages,False
1950,delly,l'enfant mysterieuse,False
1950,delly,le violon du tzigane,False
1950,delly,les seigneurs loups,False
1950,delly,rue des trois graces,False
1950,marguerite duras,un barrage contre le pacifique,True
1950,maurice fourre,la nuit du rose hotel,False
1950,louis hemon,monsieur ripois et la nemesis,False
1950,roger nimier,le hussard bleu,True
1950,georges simenon,l amie de madame maigret,True
1950,georges simenon,un noel de maigret,True
1950,georges simenon,un nouveau dans la ville,True
1950,max du veuzit,un singulier mariage,False
1950,boris vian,elles ne se rendent pas compte,True
1950,boris vian,l herbe rouge,True
1951,samuel beckett,malone meurt,True
1951,samuel beckett,molloy,True
1951,henri calet,les grandes largeurs,False
1951,delly,la maison des belles colonnes l'accusatrice,False
1951,delly,la maison des belles colonnes la louve devorante,False
1951,delly,le rubis de l'emir,False
1951,delly,les solitaires de myols,False
1951,delly,reinette,False
1951,delly,sous l'œil des brahmes,False
1951,jean giono,le hussard sur le toit,True
1951,julien gracq,le rivage des syrtes,True
1951,antonio san,les souris ont la peau tendre,False
1951,georges simenon,maigret au picratt s,True
1951,georges simenon,maigret en meuble,True
1951,georges simenon,maigret et la grande perche,True
1951,georges simenon,maigret lognon et les gangsters,True
1951,max du veuzit,amour fratricide,False
1951,marguerite yourcenar,les memoires d hadrien,True
1952,henri calet,un grand voyage,False
1952,delly,l'orpheline de ti carrec,False
1952,delly,la porte scellee,False
1952,delly,le chant de la misere,False
1952,delly,le roseau brise,False
1952,delly,malereyne,False
1952,raymond queneau,le dimanche de la vie,True
1952,lucien rebatet,les deux etendards,False
1952,antonio san,mes hommages a la donzelle,False
1952,georges simenon,le revolver de maigret,True
1953,samuel beckett,l innommable,True
1953,la varende jean de,l homme aux gants de toile,False
1953,delly,cite des anges,False
1953,delly,gwen princesse d'orient,False
1953,delly,le repaire des fauves,False
1953,magali,la voyageuse clandestine,False
1953,grillet alain robbe,les gommes,True
1953,antonio san,des clientes pour la morgue,False
1953,antonio san,des dragees sans bapteme,False
1953,antonio san,descendez le a la prochaine,False
1953,antonio san,du plomb dans les tripes,False
1953,georges simenon,maigret a peur,True
1953,georges simenon,maigret et l homme du banc,True
1953,georges simenon,maigret se trompe,True
1953,albert simonin,touchez pas au grisbi,False
1953,max du veuzit,chatelaine un jour...,False
1953,boris vian,l arrache coeur,True
1954,simone de beauvoir,les mandarins,True
1954,simone de beauvoir,les mandarins,True
1954,albert cohen,le livre de ma mere,True
1954,delly,aelys aux cheveux d'or,False
1954,delly,l'heritier des ducs de sailles,False
1954,delly,l'orgueil dompte,False
1954,delly,la fee de kermoal,False
1954,delly,un amour de prince,False
1954,pauline reage,histoire d o,True
1954,françoise sagan,bonjour tristesse,False
1954,antonio san,bas les pattes,False
1954,antonio san,c est mort et ça ne sait pas,False
1954,antonio san,deuil express,False
1954,antonio san,du mouron a se faire,False
1954,antonio san,j ai bien l honneur de vous buter,False
1954,antonio san,messieurs les hommes,False
1954,antonio san,passez moi la joconde,False
1954,antonio san,rue des macchabees,False
1954,antonio san,serenade pour une souris defunte,False
1954,georges simenon,maigret a l ecole,True
1954,georges simenon,maigret chez le ministre,True
1954,georges simenon,maigret et la jeune morte,True
1954,claude simon,le sacre du printemps,True
1954,albert simonin,le cave se rebiffe,False
1954,max du veuzit,l'amour releve le gant,False
1954,max du veuzit,mirages,False
1955,delly,le roi aux yeux de reve,False
1955,delly,ourida,False
1955,delly,pour l'amour d'ourida,False
1955,delly,salvatore falnerra,False
1955,andre dhotel,le pays ou l on n arrive jamais,True
1955,roger ikor,les eaux melees,False
1955,grillet alain robbe,le voyeur,True
1955,antonio san,le fil a couper le beurre,False
1955,georges simenon,maigret et le corps sans tete,True
1955,georges simenon,maigret tend un piege,True
1955,albert simonin,grisbi or not grisbi,False
1955,max du veuzit,a l'ombre d'un coeur,False
1956,delly,annonciade,False
1956,delly,hoelle aux yeux pers,False
1956,delly,la biche au bois,False
1956,delly,la maison dans la foret,False
1956,romain gary,les racines du ciel,True
1956,magali,saison perdue,False
1956,leo malet,corrida aux champs elysees,False
1956,françoise sagan,un certain sourire,False
1956,antonio san,a tu et a toi,False
1956,antonio san,au suivant de ces messieurs,False
1956,antonio san,ca tourne au vinaigre,False
1956,antonio san,des gueules d enterrement,False
1956,antonio san,fais gaffe a tes os,False
1956,antonio san,les doigts dans le nez,False
1956,georges simenon,un echec de maigret,True
1956,henri thomas,la nuit de londres,True
1957,narcejac boileau,les magiciennes,False
1957,louis ferdinand celine,d un chateau l autre,True
1957,delly,berengere fille de roi,False
1957,delly,le sphinx d'emeraude,False
1957,leo malet,boulevard ossements,False
1957,irene nemirovsky,les feux de l automne,False
1957,marcel pagnol,la gloire de mon pere,False
1957,antonio san,j ai peur des mouches,False
1957,antonio san,la tombola des voyous,False
1957,antonio san,les anges se font plumer,False
1957,georges simenon,maigret s amuse,True
1957,georges simenon,maigret voyage,True
1957,roger vailland,la loi,False
1958,louis aragon,la semaine sainte,True
1958,simone de beauvoir,memoires d une jeune fille rangee,True
1958,delly,lysis,False
1958,marguerite duras,moderato cantabile,True
1958,joseph kessel,le lion,True
1958,marcel pagnol,le chateau de ma mere,False
1958,antonio san,du poulet au menu,False
1958,antonio san,en long en large et en travers,False
1958,antonio san,la verite en salade,False
1958,antonio san,le secret de polichinelle,False
1958,antonio san,tu vas trinquer san antonio,False
1958,georges simenon,les scrupules de maigret,True
1958,pierre very,les disparus de saint agil,True
1959,delly,l'illusion orgueilleuse suivi de la voie divine,False
1959,magali,l'absente,False
1959,raymond queneau,zazie dans le metro,True
1959,françoise sagan,aimez vous brahms,False
1959,antonio san,entre la vie et la morgue,False
1959,antonio san,on t enverra du monde,False
1959,antonio san,prenez en de la graine,False
1959,antonio san,san antonio met le paquet,False
1959,antonio san,tout le plaisir est pour moi,False
1959,nathalie sarraute,le planetarium,True
1959,georges simenon,maigret et les temoins recalcitrants,True
1959,georges simenon,une confidence de maigret,True
1959,henri troyat,les compagnons du coquelicot,False
1959,max du veuzit,la belle etrangere,False
1960,marcel bealu,contes du demi sommeil,False
1960,delly,la colombe de rudsay manor,False
1960,delly,le feu sous la glace,False
1960,delly,le sceau de satan,False
1960,delly,les deux fraternites,False
1960,romain gary,la promesse de l aube,True
1960,joseph kessel,les mains du miracle,True
1960,marcel pagnol,le temps des secrets,False
1960,antonio san,berceuse pour berurier,False
1960,antonio san,du brut pour les brutes,False
1960,antonio san,du sirop pour les guepes,False
1960,antonio san,j suis comme ça,False
1960,antonio san,san antonio renvoie la balle,False
1960,georges simenon,maigret aux assises,True
1960,georges simenon,maigret et les vieillards,True
1960,claude simon,la route des flandres,True
1960,henri troyat,la barynia,False
1961,delly,ahelya fille des indes,False
1961,delly,le roi des andes,False
1961,grillet alain robbe,l annee derniere a marienbad,True
1961,antonio san,de a jusqu a z,False
1961,antonio san,la fin des haricots,False
1961,antonio san,ne mangez pas la consigne,False
1961,antonio san,san antonio chez les mac,False
1961,antonio san,y a bon san antonio,False
1961,georges simenon,maigret et le voleur paresseux,True
1961,henri troyat,la gloire des vaincus,False
1962,delly,fille de chouans,False
1962,antonio san,fleur de nave vinaigrette,False
1962,antonio san,le loup habille en grand mere,False
1962,antonio san,menage tes meninges,False
1962,antonio san,san antonio chez les gones,False
1962,georges simenon,maigret et le client du samedi,True
1962,georges simenon,maigret et les braves gens,True
1962,henri troyat,les dames de siberie,False
1963,simone de beauvoir,la force des choses,True
1963,simone de beauvoir,la force des choses,True
1963,nicolas bouvier,l usage du monde,True
1963,julien green,partir avant le jour,True
1963,marcel pagnol,manon des sources,False
1963,antonio san,en peignant la girafe,False
1963,antonio san,le coup du pere francois,False
1963,antonio san,le gala des emplumes,False
1963,antonio san,san antonio polka,False
1963,georges simenon,la colere de maigret,True
1963,georges simenon,maigret et le clochard,True
1963,henri troyat,sophie ou la fin des combats,False
1964,marguerite duras,le ravissement de lol v stein,True
1964,antonio san,berurier au serail,False
1964,antonio san,votez berurier,False
1964,georges simenon,la patience de maigret,True
1964,georges simenon,maigret et le fantome,True
1964,georges simenon,maigret se defend,True
1965,villiers gerard de,sas a istanbul,False
1965,villiers gerard de,sas contre cia,False
1965,charlotte delbo,auschwitz et apres,True
1965,clezio jean marie gustave le,la fievre,True
1965,georges perec,les choses,True
1965,antonio san,la rate au court bouillon,False
1965,antonio san,tango chinetoque,False
1965,antonio san,vas y beru,False
1965,albertine sarrazin,l astragale,False
1966,simone de beauvoir,les belles images,True
1966,delly,la lampe ardente,False
1966,delly,une mesalliance,False
1966,georges perec,quel petit velo a guidon chrome au fond de la cour ,True
1966,antonio san,mange et tais toi,False
1966,antonio san,salut mon pope ,False
1966,georges simenon,maigret et l affaire nahour,True
1966,boris vian,trouble dans les andains,True
1967,georges perec,un homme qui dort,True
1967,antonio san,beru contre san antonio,False
1967,antonio san,faut etre logique,False
1967,antonio san,l archipel des malotrus,False
1967,antonio san,y a de l action,False
1967,georges simenon,le voleur de maigret,True
1967,claude simon,histoire,True
1967,michel tournier,vendredi ou les limbes du pacifique,True
1968,rene barjavel,la nuit des temps,False
1968,andre dhotel,l enfant qui disait n importe quoi,True
1968,romain gary,la tete coupable,True
1968,des cars guy,la revoltee,False
1968,patrick modiano,la place de l etoile,True
1968,antonio san,bravo docteur beru,False
1968,antonio san,un elephant ça trompe,False
1968,antonio san,viva bertaga,False
1968,antonio san,zero pour la question,False
1968,georges simenon,l ami d enfance de maigret,True
1968,georges simenon,maigret a vichy,True
1968,georges simenon,maigret hesite,True
1968,albert simonin,le hotu,False
1968,marguerite yourcenar,l oeuvre au noir,True
1969,magali,la prisonniere,False
1969,felicien marceau,creezy,False
1969,francois mauriac,un adolescent d autrefois,True
1969,patrick modiano,la ronde de nuit,True
1969,henry de montherlant,les garçons,True
1969,françoise sagan,un peu de soleil dans l eau froide,False
1969,antonio san,en avant la moujik,False
1969,antonio san,faut il vous l envelopper,False
1969,antonio san,ma langue au chah,False
1969,georges simenon,maigret et le tueur,True
1969,pierre siniac,la nuit des auverpins,False
1970,samuel beckett,le depeupleur,True
1970,antoine blondin,monsieur jadis ou l ecole du soir,False
1970,charlotte delbo,auschwitz et apres,True
1970,michel deon,les poneys sauvages,False
1970,romain gary,chien blanc,True
1970,antonio san,ça mange pas de pain,False
1970,georges simenon,la folle de maigret,True
1970,georges simenon,maigret et le marchand de vin,True
1970,michel tournier,le roi des aulnes,True
1970,max du veuzit,la jeannette,False
1971,a.d.g.,les panadeux,False
1971,charlotte delbo,auschwitz et apres,True
1971,andre dhotel,l honorable monsieur jacques,True
1971,jacques laurent,les betises,False
1971,antonio san,moi vous me connaissez,False
1971,antonio san,n en jetez plus,False
1971,georges simenon,maigret et l homme tout seul,True
1971,georges simenon,maigret et l indicateur,True
1971,michel tournier,vendredi ou la vie sauvage,True
1971,max du veuzit,mon mari,False
1971,max du veuzit,rien qu'une nuit,False
1971,marguerite yourcenar,alexis ou le traite du vain combat le coup de grace,True
1972,a.d.g.,cradoque s band,False
1972,a.d.g.,la marche truque,False
1972,a.d.g.,la nuit des grands chiens malades,False
1972,a.d.g.,les trois badours,False
1972,louis aragon,aurelien,True
1972,narcejac boileau,la vie en miettes,False
1972,romain gary,europa,True
1972,jean giono,les recits de la demi brigade,True
1972,patrick modiano,les boulevards de ceinture,True
1972,antonio san,appelez moi cherie,False
1972,antonio san,ca ne s invente pas,False
1972,antonio san,emballage cadeau,False
1972,antonio san,t es beau tu sais,False
1972,georges simenon,maigret et monsieur charles,True
1972,max du veuzit,le coeur d'ivoire,False
1972,max du veuzit,mariage dore,False
1972,max du veuzit,sa maman de papier,False
1972,marguerite yourcenar,denier du reve,True
1973,a.d.g.,berry story,False
1973,rene barjavel,le grand secret,False
1973,michel deon,un taxi mauve,False
1973,eugene ionesco,le solitaire,True
1973,dominique rolin,lettre au vieil homme,False
1973,antonio san,j ai essaye on peut,False
1973,claude simon,triptyque,True
1973,jean vautrin,a bulletins rouges,False
1974,a.d.g.,je suis un roman noir,False
1974,emile gary romain ajar,gros calin,True
1974,pascal laine,la dentelliere,False
1974,françoise sagan,un profil perdu,False
1974,antonio san,les predictions de nostraberus,False
1974,antonio san,mets ton doigt ou j ai mon doigt,False
1974,antonio san,si signore,False
1974,antonio san,un os dans la noce,False
1974,marguerite yourcenar,souvenirs pieux,True
1975,emile gary romain ajar,la vie devant soi,True
1975,antoine blondin,quat saisons,False
1975,marie cardinal,les mots pour le dire,False
1975,michel deon,le jeune homme vert,False
1975,romain gary,au dela de cette limite votre ticket n est plus valable,True
1975,patrick modiano,villa triste,True
1975,françoise sagan,des yeux de soie,False
1975,antonio san,certaines l aiment chauve,False
1975,antonio san,dis bonjour a la dame,False
1975,antonio san,la vie privee de walter klozett,False
1975,antonio san,maman les petits bateaux,False
1975,claude simon,leçon de choses,True
1975,michel tournier,les meteores,True
1976,emile gary romain ajar,pseudo,True
1976,grillet alain robbe,topologie d une cite fantome,True
1976,antonio san,concerto pour porte jarrelle,False
1976,antonio san,sucette boulevard,False
1976,nathalie sarraute,disent les imbeciles,True
1977,d g. a,juste un rigolo,False
1977,a.d.g,le grand mome,False
1977,annie ernaux,ce qu ils disent ou rien,True
1977,romain gary,charge d ame,True
1977,patrick modiano,livret de famille,True
1977,marcel pagnol,le temps des amours,False
1977,antonio san,remets ton slip gondolier,False
1977,marguerite yourcenar,archives du nord,True
1978,robert antelme,l espece humaine,True
1978,narcejac boileau,carte vermeil,False
1978,narcejac boileau,l age bete,False
1978,delly,le testament de mr. d'erquoy,False
1978,patrick modiano,rue des boutiques obscures,True
1978,georges perec,je me souviens,True
1978,georges perec,la vie mode d emploi,True
1978,michel tournier,le coq de bruyere,True
1978,marguerite yourcenar,nouvelles orientales,True
1979,emile gary romain ajar,l angoisse du roi salomon,True
1979,jean echenoz,le meridien de greenwich,True
1979,romain gary,les clowns lyriques,True
1979,michel zevaco,fiorinda la belle,False
1979,michel zevaco,le pre aux clercs,False
1980,a.d.g.,pour venger pepere,False
1980,clezio jean marie gustave le,desert,True
1980,pierre siniac,l unijambiste de la cote 284,False
1980,pierre siniac,reflets changeants sur mare de sang,False
1980,michel tournier,gaspard melchior et balthazar,True
1981,nicolas bouvier,le poisson scorpion,False
1981,delly,l'heritage de cendrillon,False
1981,delly,ma robe couleur du temps,False
1981,annie ernaux,la femme gelee,True
1981,romain gary,vie et mort d emile ajar,True
1981,grillet alain robbe,djinn,True
1981,claude simon,les georgiques,True
1981,marc villard,corvette de nuit,False
1982,a.d.g.,on n est pas des chiens,False
1982,rene barjavel,la tempete,False
1982,jacques chessex,judas le transparent,False
1982,didier daeninckx,mort au premier tour,True
1982,thierry jonquet,memoire en cage,False
1982,jacques laurent,les dimanches de mademoiselle beaunon,False
1982,clezio jean marie gustave le,la ronde et autres faits divers,True
1982,patrick modiano,de si braves garçons,True
1982,marguerite yourcenar,comme l eau qui coule,True
1983,jean echenoz,cherokee,True
1983,annie ernaux,la place,True
1983,françoise sagan,un orage immobile,False
1983,nathalie sarraute,enfance,True
1983,michel tournier,gilles et jeanne,True
1984,didier daeninckx,le der des ders,True
1984,didier daeninckx,le geant inacheve,True
1984,didier daeninckx,meurtres pour memoire,True
1984,delly,des plaintes dans la nuit,False
1984,forets rene louis des,un malade en foret,True
1984,philippe djian,zone erogene,False
1984,marguerite duras,l amant,True
1984,sylvie germain,le livre des nuits,True
1984,thierry jonquet,mygale,False
1984,milan kundera,l insoutenable legerete de l etre,True
1984,pierre michon,vies minuscules,True
1984,patrick modiano,quartier perdu,True
1985,emmanuel carrere,la moustache,True
1985,didier daeninckx,metropolice,True
1985,marguerite duras,la douleur,True
1985,thierry jonquet,la bete et la belle,False
1985,richard millet,sept passions singulieres,True
1985,sony labou tansi,les sept solitudes de lorsa lopez,True
1985,marc villard,le sentier de la guerre,False
1986,pierre bergounioux,la bete faramineuse,True
1986,didier daeninckx,le bourreau et son double,True
1986,marguerite duras,les yeux bleus cheveux noirs,True
1986,thierry jonquet,le manoir des immortelles,False
1986,agota kristof,le grand cahier,False
1986,patrick modiano,dimanches d aout,True
1986,henry de montherlant,moustique,True
1986,pascal quignard,le salon du wurtemberg,True
1986,michel tournier,la goutte d or,True
1987,pierre bergounioux,la maison rose,True
1987,eric chevillard,mourir m enrhume,True
1987,didier daeninckx,lumiere noire,True
1987,marguerite duras,la vie materielle,True
1987,jean echenoz,equipee malaise,True
1987,julien green,les pays lointains,True
1987,olivier rolin,bar des flots noirs,True
1987,claude simon,l invitation,True
1987,marc villard,rebelles de la nuit,False
1988,pierre bergounioux,l arbre sur la riviere,True
1988,pierre michon,vie de joseph roulin,True
1988,erik orsenna,l exposition coloniale,False
1988,marcel pagnol,jean de florette,False
1988,marguerite yourcenar,quoi l eternite,True
1989,marcel ayme,la jument verte,True
1989,louis ferdinand celine,guignol s band,True
1989,didier daeninckx,la mort n oublie personne,True
1989,jean echenoz,lac,True
1989,christian gailly,k.622,False
1989,georges perec,l infra ordinaire,True
1989,claude simon,l acacia,True
1989,marc villard,la dame est une trainee,False
1990,didier daeninckx,le facteur fatal,True
1990,jacques laurent,le miroir aux tiroirs,False
1990,patrick modiano,voyage de noces,True
1990,georges perec,je suis ne,True
1990,pascal quignard,la raison,True
1990,michel tournier,sept contes,True
1990,antoine volodine,lisbonne derniere marge,True
1991,henry bauchau,diotime et les lions,True
1991,narcejac boileau,la main passe,False
1991,pierre combescot,les filles du calvaire,False
1991,christian gailly,l air,False
1991,sylvie germain,l enfant meduse,True
1991,pierre michon,rimbaud le fils,True
1991,patrick modiano,fleurs de ruine,True
1991,georges perec,cantatrix sopranica l et autres ecrits scientifiques,True
1991,pascal quignard,tous les matins du monde,True
1991,françoise sagan,les faux fuyants,False
1991,fred vargas,l homme aux cercles bleus,False
1992,pierre bergounioux,l orphelin,True
1992,pierre bergounioux,le matin des origines,True
1992,jean echenoz,nous trois,True
1992,sylvie germain,la pleurante des rues de prague,True
1992,linda le,les evangiles du crime,True
1992,patrick modiano,un cirque passe,True
1992,amelie nothomb,hygiene de l assassin,True
1993,pierre bergounioux,le grand sylvain,True
1993,emmanuel carrere,je suis vivant et vous etes morts,True
1993,eric chevillard,la nebuleuse du crabe,True
1993,didier daeninckx,autres lieux et autres nouvelles,True
1993,sylvie germain,immensites,True
1993,louis hemon,ecrits sur le quebec,False
1993,patrick modiano,chien de printemps,True
1993,olivier rolin,l invention du monde,True
1993,jean rouaud,des hommes illustres,True
1993,marc villard,la porte de derriere,False
1994,frederic beigbeder,marc marronnier,False
1994,pierre bergounioux,la toussaint,True
1994,emmanuel bove,memoires d un homme singulier,False
1994,albert camus,le premier homme,True
1994,eric chevillard,prehistoire,True
1994,jean christophe grange,le vol des cigognes,False
1994,michel houellebecq,extension du domaine de la lutte,True
1994,thierry jonquet,la vie de ma mere,False
1994,jacques laurent,croire a noel,False
1994,richard millet,un balcon a beyrouth,True
1994,olivier rolin,port soudan,True
1994,michel tournier,le miroir des idees,True
1994,antoine volodine,le nom des singes,True
1995,rene barjavel,ravage,False
1995,pierre bergounioux,miette,True
1995,emmanuel carrere,la classe de neige,True
1995,eric chevillard,un fantome,True
1995,marguerite duras,ecrire,True
1995,jean echenoz,les grandes blondes,True
1995,alice ferney,l elegance des veuves,False
1995,christian gailly,be bop,False
1995,agota kristof,hier,False
1995,camille laurens,philippe,True
1995,richard millet,la gloire des pythre,True
1995,amelie nothomb,les catilinaires,True
1995,nathalie sarraute,ici,True
1995,fred vargas,debout les morts,False
1996,pierre bergounioux,la mort de brune,True
1996,nina bouraoui,le bal des murenes,False
1996,didier daeninckx,nazis dans le metro,True
1996,marie darrieussecq,truismes,True
1996,virginie despentes,les chiennes savantes,True
1996,christian gailly,l incident,False
1996,pierre michon,la grande beune,True
1996,pierre michon,le roi du bois,True
1996,amelie nothomb,peplum,True
1996,jean rolin,l organisation,True
1996,jean rouaud,le monde a peu pres,True
1996,fred vargas,un peu plus loin sur la droite,False
1997,frederic beigbeder,l amour dure trois ans,False
1997,pierre bergounioux,l empreinte,True
1997,pierre bergounioux,la ligne,True
