date,auteur,titre,fabula
1866,emile gaboriau,l affaire lerouge,False
1866,julie gouraud,mémoires d'un caniche,False
1866,leon gozlan,le capitaine maubert,False
1866,victor hugo,les travailleurs de la mer,True
1866,rene muller,les enfants gates,False
1866,du terrail pierre alexis de ponson,memoires de deux saltimbanques,False
1866,du terrail pierre ponson,la resurrection de rocambole,False
1866,du terrail pierre ponson,la resurrection de rocambole,False
1866,du terrail pierre ponson,la resurrection de rocambole,False
1866,armand de pontmartin,entre chien et loup,False
1866,george sand,promenades autour d un village,True
1866,comtesse de segur,jean qui grogne et jean qui rit,False
1866,comtesse de segur,un bon petit diable,False
1866,marie de solms,la mexicaine,False
1866,leopold stapleaux,le chateau de la rage.,False
1866,daniel stern,nelida herve julien,False
1866,louis ulbach,le jardin du chanoine,False
1866,jules valles,les refractaires,True
1866,adolphine de jonge mme valter,les confessions de la comtesse d aquilar etude historique,False
1867,gustave auriac jules berlioz d  aimard,les forestiers du michigan,False
1867,gustave auriac jules berlioz d  aimard,oeil de feu,False
1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran deuxieme partie,False
1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran premiere partie,False
1867,adolphe belot,le drame de la rue de la paix,False
1867,jules claretie,les femmes de proie mademoiselle cachemire,False
1867,coster charles de,la legende et les aventures heroiques joyeuses et glorieuses d ulenspiegel et de lamme goedzak,False
1867,alexandre dumas,les blancs et les bleus,True
1867,paul feval,l avaleur de sabres,False
1867,emile gaboriau,le crime d orcival,False
1867,emile gaboriau,le dossier 113,False
1867,julie gouraud,le petit colporteur,False
1867,arsene houssaye,la pantoufle de cendrillon ou suzanne aux coquelicots,False
1867,jeanne marcel,les petits vagabonds,False
1867,olga de segur pitray,les enfants des tuileries,False
1867,du terrail pierre alexis de ponson,l heritage de corinne la mule de satin,False
1867,du terrail pierre alexis de ponson,memoires d un gendarme,False
1867,du terrail pierre ponson,la verite sur rocambole,False
1867,elise de pressense,deux ans au lycee,False
1867,esprit privat,les idoles du jour,False
1867,adrien robert,le radieux,False
1867,victor sauquet,l enfant des montagnes,False
1867,laurence de savigny,le robinson des alpes,False
1867,comtesse de segur,le mauvais genie,False
1867,jules taulier,les deux petits robinsons de la grande chartreuse,False
1867,alfred de vigny,la vie et la mort du capitaine renaud ou la canne de jonc  souvenirs de grandeur militaire,True
1867,fanny villars,l expiation,False
1868,charles barbara,mademoiselle de sainte luce,False
1868,h emile chevalier,jacques cartier,False
1868,alphonse daudet,le petit chose,True
1868,paul dumanoir,les oubliettes de la tour françois ier,False
1868,paul feval,les habits noirs,False
1868,emile gaboriau,les esclaves de paris,False
1868,emile gaboriau,les esclaves de paris,False
1868,julie gouraud,l enfant du guide,False
1868,rive william de la,la marquise de clerol par william de la rive,False
1868,paul perret,la parisienne,False
1868,du terrail pierre alexis de ponson,le grillon du moulin,False
1868,du terrail pierre alexis de ponson,les heros de la vie privee la fee d auteuil,False
1868,du terrail pierre ponson,le dernier mot de rocambole,False
1868,du terrail pierre ponson,le dernier mot de rocambole,False
1868,du terrail pierre ponson,le dernier mot de rocambole,False
1868,du terrail pierre ponson,le dernier mot de rocambole,False
1868,du terrail pierre ponson,rocambole les miseres de londre,False
1868,du terrail pierre ponson,rocambole les miseres de londre,False
1868,du terrail pierre ponson,rocambole les miseres de londre,False
1868,du terrail pierre ponson,rocambole les miseres de londre,False
1868,a. tholmey,derniers jours d un regne,False
1868,de sansay louis adolphe turpin,le veilleur des morts,False
1868,pierre zaccone,le courrier de lyon,False
1868,emile zola,therese raquin,True
1869,lucien biart,pile et face,False
1869,stella blandy,revanche de femme,False
1869,zulma tourangin mme carraud,les gouters de la grand mere,False
1869,chatrian erckmann,histoire d un paysan,False
1869,chatrian erckmann,histoire d un paysan,False
1869,chatrian erckmann,histoire d un paysan,False
1869,chatrian erckmann,histoire d un paysan,False
1869,paul feval,l arme invisible les habits noirs,False
1869,paul feval,maman leo les habits noirs,False
1869,gustave flaubert,l education sentimentale,True
1869,emile gaboriau,monsieur lecoq,False
1869,emile gaboriau,monsieur lecoq,False
1869,judith gautier,le dragon imperial,False
1869,edmond et jules de goncourt,madame gervaisais,True
1869,victor hugo,l'homme qui rit,True
1869,inconnu,le roman d un seminariste nouvelles etudes de moeurs contemporaines,False
1869,epine ernest l,voyage autour du grand monde,False
1869,comte de lautreamont,les chants de maldoror,True
1869,etienne marcel,souvenirs d une jeune fille,False
1869,henri murger,scenes de la vie de boheme,False
1869,alexandre pillon,les contes noirs,False
1869,du terrail pierre alexis de ponson,la reine des barricades,False
1869,du terrail pierre alexis de ponson,les heros de la vie privee jeanne,False
1869,du terrail pierre alexis de ponson,les heros de la vie privee l orgue de barbarie,False
1869,du terrail pierre ponson,le forgeron de la cour dieu,False
1869,du terrail pierre ponson,le forgeron de la cour dieu,False
1869,felix jules de saint,l amie de la reine,False
1869,angelo de sorr,fantome de la rue de venise,False
1869,madame de stolz,la maison roulante,False
1870,alphonse daudet,le nabab,True
1870,emile gaboriau,la vie infernale,False
1870,arsene houssaye,les courtisanes du monde,False
1870,arsene houssaye,les courtisanes du monde,False
1870,arsene houssaye,les courtisanes du monde,False
1870,hector malot,une bonne affaire,False
1870,joseph marmette,francois de bienville  scenes de la vie canadienne au xvii siecle,False
1870,du terrail pierre ponson,rocambole la corde du pendu,False
1870,du terrail pierre ponson,rocambole la corde du pendu,False
1870,jules verne,vingt mille lieues sous les mers,True
1870,emile zola,la fortune des rougon,True
1871,amedee achard,recits d un soldat,False
1871,alphonse daudet,tartarin de tarascon,True
1871,chatrian erckmann,les deux freres,False
1871,emile gaboriau,la clique doree,False
1871,emile gaboriau,la degringolade,False
1871,isa porie,le roman d un seminariste,False
1871,george sand,journal d un voyageur pendant la guerre,True
1871,jules verne,une ville flottante,True
1872,alphonse daudet,le bon dieu de chemille qui n est ni pour ni contre,True
1872,alphonse daudet,le pere achille,True
1872,alexandre dumas,la fille du marquis,True
1872,alexandre dumas,la fille du marquis,True
1872,alexandre dumas,le docteur mysterieux,True
1872,alexandre dumas,le docteur mysterieux,True
1872,alexandre dumas,robin hood le prince des voleurs,True
1872,octave feuillet,julia de trecoeur,False
1872,paul feval,les compagnons du tresor les habits noirs,False
1872,emile gaboriau,la degringolade,False
1872,emile gaboriau,la degringolade,False
1872,julie gouraud,le livre de maman,False
1872,charles de guise,helika memoire d un vieux maitre d ecole,False
1872,alexandre de lamothe,le taureau des vosges,False
1872,desgranges joseph poisle,roman d une mouche,False
1872,george sand,francia,True
1872,george sand,nanon,True
1872,jules verne,le tour du monde en quatre vingts jours,True
1872,henriette de witt,scenes historiques,False
1872,emile zola,la curee,True
1873,alphonse daudet,contes du lundi,True
1873,alphonse daudet,le cabecilla,True
1873,alphonse daudet,salvette et bernadou,True
1873,alphonse daudet,wood stown,True
1873,alexandre dumas,robin hood le proscrit,True
1873,emile gaboriau,l argent des autres,False
1873,emile gaboriau,la corde au cou,False
1873,julie gouraud,petite et grande,False
1873,epine ernest l,la vie a grand orchestre  charivari parisien,False
1873,hector malot,clotilde martory,False
1873,joseph marmette,chevalier de mornac,False
1873,elise de pressense,un petit monde d enfants,False
1873,alexis rousset,derailles et declasses paris et la province,False
1873,alexis rousset,derailles et declasses paris et la province,False
1873,comtesse de sannois,les soirees a la maison,False
1873,aurelien scholl,la dame des palmiers,False
1873,le duc eugene emmanuel viollet,histoire d une maison,False
1873,emile zola,le ventre de paris,True
1874,amedee achard,envers et contre tous,False
1874,d aurevilly jules barbey,les diaboliques,True
1874,honore beaugrand,anita souvenirs d un contre guerillas,False
1874,josephine colomb,comtes,False
1874,alphonse daudet,fromont jeune et risler aine,True
1874,chatrian erckmann,les annees de college de maitre nablot,False
1874,paul feval,la bande cadet les habits noirs,False
1874,paul feval,le dernier vivant,False
1874,paul feval,le dernier vivant,False
1874,gustave flaubert,la tentation de saint antoine,True
1874,zenaide fleuriot,armelle trahec,False
1874,zenaide fleuriot,en conge,False
1874,joseph gobineau,les pleiades,False
1874,victor hugo,quatrevingt treize,True
1874,joris karl huysmans,le drageoir aux epices,True
1874,hector malot,le mariage de juliette,False
1874,maurice sand,mademoiselle de cerignan,False
1874,madame de stolz,les poches de mon oncle,False
1874,jules verne,le chancellor,True
1874,henriette de witt,une soeur,False
1874,emile zola,la conquete de plassans,True
1875,gustave aimard,ourson tete de fer,False
1875,e de bellaud,ces pauvres filles ,False
1875,adolphe belot,les mysteres mondains,False
1875,victor cherbuliez,miss rovel,False
1875,alphonse daudet,jack,True
1875,paul feval,la ville vampire,False
1875,arsene houssaye,les mille et une nuits parisiennes,False
1875,epine ernest l,a coups de fusil,False
1875,ernest legouve,nos filles et nos fils scenes et etudes de famille,False
1875,joseph marmette,la fiancee du rebelle,False
1875,marie le harivel de gonneville mirabeau,ctesse de mirabeau jane et germaine voyages d un capitaine,False
1875,eugene noel,memoires d un imbecile,False
1875,george sand,marianne,True
1875,madame de stolz,valentine,False
1875,andre theuriet,le mariage de gerard,False
1875,gilbert thierry,l aventure d une ame en peine,False
1875,gustave toudouze,la sirene souvenir de capri,False
1875,louis ulbach,le secret de mlle chagnier,False
1875,jules verne,l ile mysterieuse,True
1875,emile zola,la faute de l abbe mouret,True
1876,juliette adam,jean et pascal,False
1876,gustave aimard,l olonnais,False
1876,gustave aimard,le chasseur de rats,False
1876,gustave aimard,le chasseur de rats,False
1876,gustave aimard,les invisibles de paris,False
1876,camille allary,au pays des cigales,False
1876,jenny bastide,le marquis roger,False
1876,adolphe belot,le secret terrible  memoires d un caissier,False
1876,elie berthet,le monde inconnu,False
1876,fortune du boisgobey,l omnibus du diable,False
1876,fortune du boisgobey,les mysteres du nouveau paris,False
1876,fortune du boisgobey,les mysteres du nouveau paris,False
1876,alfred de brehat,l hotel du dragon souvenirs de voyages,False
1876,alfred de brehat,le bal de l opera,False
1876,charles buet,philippe monsieur,False
1876,prosper chazel,le chalet des sapins,False
1876,ennery adolphe d,les deux orphelines,False
1876,comtesse de dash,le beau voleur,False
1876,albert delpit,jean nu pieds chronique de 1832,False
1876,albert delpit,jean nu pieds chronique de 1832,False
1876,chatrian erckmann,maitre gaspard fix suivi de l education d un feodal,False
1876,chatrian erckmann,un chef de chantier a l isthme de suez,False
1876,henri escoffier,les femmes fatales,False
1876,octave feuillet,histoire de sibylle,False
1876,louis gallet,le capitaine satan,False
1876,de cesena amedee gayet,les belles pecheresses,False
1876,anna geiger,souvenirs de femme,False
1876,alberic glady,male et femelle,False
1876,julie gouraud,les filles du professeur,False
1876,julie gouraud,les quatre pièces d'or,False
1876,henry greville,dosia,False
1876,henry greville,l expiation de saveli,False
1876,henry greville,la princesse ogherof,False
1876,mme de husson,la fille du rabbin,False
1876,joris karl huysmans,marthe et autres nouvelles,True
1876,henri de lacretelle,les filles de boheme,False
1876,jules lermina,les loups de paris,False
1876,jules lermina,les loups de paris,False
1876,hector malot,ida et carmelita,False
1876,hector malot,l auberge du monde,False
1876,marie marechal,le parrain d antoinette,False
1876,hippolyte mettais,les amours d un tribun,False
1876,francisque monnet,une histoire au dessus du crocodile,False
1876,xavier de montepin,le ventriloque l assassin de mariette,False
1876,xavier de montepin,le ventriloque la femme du prussien,False
1876,xavier de montepin,le ventriloque le mari et l amant,False
1876,paul de musset,histoires de trois maniaques,False
1876,leon noble,memoires d un enfant pauvre,False
1876,deschenes gustave louis ferdinand parseval,journal d une desoeuvree,False
1876,d. peregrine,la fille aux serpents souvenir des antilles,False
1876,gustave richardet,le mariage de bouillardin,False
1876,emile richebourg,recits devant l atre,False
1876,jean richepin,les morts bizarres,False
1876,george sand,contes d une grand mere,True
1876,george sand,horace,True
1876,francisque sarcey,etienne moret,False
1876,francisque sarcey,le piano de jeanne,False
1876,andre theuriet,la fortune d angele,False
1876,jules verne,michel strogoff,True
1876,emile zola,son excellence eugene rougon,True
1877,elie berthet,l incendiaire,False
1877,alexis bouvier,le domino rose,False
1877,charles buet,la mitre et l epee chronique genevoise,False
1877,h emile chevalier,le chasseur noir,False
1877,gustave claudin,trois roses dans la rue vivienne,False
1877,ernest daudet,le crime de jean malory,False
1877,ernest daudet,les persecutees severine realti la baronne miroel,False
1877,camille debans,le capitaine marche ou creve,False
1877,charles deslys,le blesse de gravelotte,False
1877,octave feuillet,les amours de philippe,False
1877,paul feval,le dernier chevalier,False
1877,gustave flaubert,les trois contes,True
1877,zenaide fleuriot,un enfant gate,False
1877,de cesena amedee gayet,le chapelet d amour,False
1877,edmond et jules de goncourt,la fille elisa,True
1877,du jardinet jules gondry,sur le bucher ou le sort des femmes,False
1877,henry greville,les koumiassine,False
1877,henry greville,sonia,False
1877,constant gueroult,le retour de rocambole,False
1877,febvre victor le,les travailleurs du sol  le degrossi par victor le febvre,False
1877,vavasseur gustave le,dans les herbages les echos suisses le cure de saint gererold les amours de jacqueline,False
1877,hector malot,comte du pape,False
1877,raoul de navery,le cloitre rouge,False
1877,jules noriac,la falaise d houlgate,False
1877,paul parfait,l agent secret,False
1877,jest rene de pont,le n°13 de la rue marlot,False
1877,henri riviere,edmee le chatiment flavien,False
1877,eugene rosary,le journal d une jeune fille,False
1877,vidal mathilde de saint,amour et devoir,False
1877,george sand,mademoiselle de la quintinie,True
1877,jules verne,hector servadac voyages et aventures a travers le monde solaire,True
1877,jules verne,les indes noires,True
1877,henriette de witt,scenes historiques,False
1877,emile zola,l assommoir,True
1878,gustave auriac jules berlioz d aimard,coeur de panthere,False
1878,gustave auriac jules berlioz d aimard,jim l indien,False
1878,gustave auriac jules berlioz d aimard,l aigle noir des dacotahs,False
1878,gustave auriac jules berlioz d aimard,les terres d or,False
1878,alfred assollant,le plus hardi des gueux,False
1878,elie berthet,les petits ecoliers dans les cinq parties du monde,False
1878,fortune du boisgobey,le crime de l opera,False
1878,fortune du boisgobey,le crime de l opera,False
1878,alexis bouvier,la grande iza,False
1878,alphonse de calonne,la ferme des moines,False
1878,de la giraudiere hippolyte de chavannes,patrice,False
1878,eugene chavette,aime de son concierge,False
1878,eugene chavette,la recherche d un pourquoi,False
1878,victor cherbuliez,l idee de jean teterol,False
1878,h emile chevalier,la fille du pirate,False
1878,h emile chevalier,le gibet,False
1878,jules claretie,la maison vide,False
1878,jules cornely,l oeil du diable,False
1878,eudoxie dupuis,cyprienne et cyprien,False
1878,paul feval,contes de bretagne,False
1878,emile gaboriau,le capitaine coutanceau,False
1878,jules girardin,ouida pascarel roman imite de l anglais,False
1878,julie gouraud,cousine marie,False
1878,henry greville,les epreuves de raissa,False
1878,henry greville,nouvelles russes,False
1878,arsene houssaye,arsene houssaye les larmes de jeanne histoire parisienne,False
1878,arsene houssaye,les trois duchesses,False
1878,arsene houssaye,les trois duchesses,False
1878,arsene houssaye,les trois duchesses,False
1878,arsene houssaye,les trois duchesses,False
1878,estoile pierre l,un scandale en province  un mari,False
1878,blanchere henri de la,les derniers peaux rouges le tresor de montcalm,False
1878,pamphile lemay,picounoc le maudit,False
1878,lemoine,la guerre pendant les vacances recit d un vieux soldat,False
1878,pierre loti,aziyade,True
1878,hector malot,cara,False
1878,hector malot,sans famille,False
1878,paul perret,madame valence,False
1878,tony revillon,noemi,False
1878,paul sauniere,le capitaine belle humeur,False
1878,leopold stapleaux,le roman d un pere,False
1878,louis ulbach,monsieur paupe,False
1878,jules verne,un capitaine de quinze ans,True
1878,pierre zaccone,la dame d auteuil,False
1878,emile zola,madeleine ferat,True
1878,emile zola,une page d amour,True
1879,gustave aimard,le fils du soleil,False
1879,adolphe belot,la grande florine suite et fin des etrangleurs,False
1879,adolphe belot,une joueuse,False
1879,elie berthet,les cagnards de l hotel dieu de paris,False
1879,alexis bouvier,la belle grelee,False
1879,alexis bouvier,la femme du mort,False
1879,alexis bouvier,la femme du mort,False
1879,edouard cadol,la diva,False
1879,edouard cadol,la grande vie la preferee,False
1879,eugene chavette,nous marions virginie,False
1879,victor cherbuliez,amours fragiles,False
1879,alphonse daudet,lettres de mon moulin,True
1879,rene saint juirs delorme,une coquine,False
1879,charles cauvain jules deslys,la revanche de marguerite,False
1879,ferdinand fabre,les courbezon scenes de la vie clericale,False
1879,edmond goncourt,les freres zemganno,True
1879,henry greville,la niania,False
1879,henry greville,suzanne normis,False
1879,charles d hericault,ch d hericault en 1792 le premier amour de lord saint albans,False
1879,ernest d  hervilly,ernest d hervilly histoires de mariages,False
1879,arsene houssaye,arsene houssaye l eventail brise angele,False
1879,arsene houssaye,arsene houssaye l eventail brise,False
1879,arsene houssaye,histoires romanesques,False
1879,joris karl huysmans,les soeurs vatard,True
1879,landelle guillaume joseph gabriel de la,une haine a bord,False
1879,marthe lachese,le mariage de renee,False
1879,hubert larue,voyage sentimental sur la rue saint jean,False
1879,ernest lavigne,le roman d une nihiliste,False
1879,marie lebourgeois,la goutte de miel,False
1879,charles merouvel,la vertu de l abbe mirande moeurs parisiennes,False
1879,raoul de navery,la fille du roi dagobert,False
1879,raoul de navery,les robinsons de paris,False
1879,paul perret,l ame muree,False
1879,du terrail pierre ponson,le serment des hommes rouges aventures d un enfant de paris,False
1879,du terrail pierre ponson,le serment des hommes rouges aventures d un enfant de paris,False
1879,françois leon saint,l saint françois vieux peches scenes parisiennes,False
1879,paul sauniere,le legs du pendu,False
1879,andre theuriet,andre theuriet la maison des deux barbeaux le sang des finoel,False
1879,mme e. thuret,la guerre au chateau,False
1879,mario uchard,l etoile de jean,False
1879,jules verne,les tribulations d un chinois en chine,True
1879,claude vignon,revoltee,False
1880,alfred assollant,hyacinthe,False
1880,alexis bouvier,iza lolotte et compagnie,False
1880,alfred de brehat,les aventures de charlot,False
1880,camille debans,la peau du mort,False
1880,camille debans,les drames a toute vapeur,False
1880,emmanuel denoy,mademoiselle clarens,False
1880,charles deslys,l ami du village,False
1880,paul feval,l homme sans bras,False
1880,paul feval,une histoire de revenants,False
1880,zenaide fleuriot,bonasse,False
1880,zenaide fleuriot,tranquille et tourbillon,False
1880,jules de glouvet,le forestier,False
1880,julie gouraud,aller et retour,False
1880,leon gozlan,aventures merveilleuses et touchantes du prince chenevis et de sa jeune soeur,False
1880,henry greville,cite menard,False
1880,henry greville,croquis,False
1880,henry greville,le moulin frappier,False
1880,de maupassant guy,contes divers,True
1880,inconnu,indiscretions d une parisienne mademoiselle figaro,False
1880,alphonse karr,bourdonnements,False
1880,henri leriche,henri leriche la soutane aux orties,False
1880,louis letang,la belle hotesse,False
1880,rene maizeroy,mora les deux femmes de mademoiselle,False
1880,marie marechal,un mariage a l etranger,False
1880,mlle de martignat,l oncle boni,False
1880,charles merouvel,la filleule de la duchesse,False
1880,raoul de navery,les voyages de camoens,False
1880,du terrail pierre alexis de ponson,les aventures du capitaine la palisse,False
1880,leopold stapleaux,le pendu de la foret noire,False
1880,andre theuriet,toute seule un miracle saint enogat,False
1880,louis ulbach,le chateau des epines,False
1880,louis ulbach,le crime de martial,False
1880,paul vernier,la chasse aux nihilistes,False
1880,emile zola,nana,True
1881,d aurevilly jules barbey,une histoire sans nom,True
1881,elie berthet,le charlatan,False
1881,fortune du boisgobey,le crime de l omnibus,False
1881,charles buet,histoires a dormir debout,False
1881,victor cherbuliez,noirs et rouges,False
1881,leon cladel,les va nu pieds,False
1881,josephine colomb,feu de paille,False
1881,alfred de courcy,le roman cache,False
1881,alphonse daudet,numa roumestan,True
1881,emile desbeaux,les pourquoi de mademoiselle suzanne,False
1881,chatrian erckmann,les vieux de la vieille justine et lucien.,False
1881,paul feval,roger bontemps,False
1881,gustave flaubert,bouvard et pecuchet,True
1881,zenaide fleuriot,alberte,False
1881,anatole france,le crime de sylvestre bonnard,True
1881,emile gaboriau,les amours d une empoisonneuse,False
1881,henry greville,lucie rodey,False
1881,henry greville,perdue,False
1881,de maupassant guy,la maison tellier,True
1881,joris karl huysmans,en menage,True
1881,andre laurie,memoires d un collegien,False
1881,camille lemonnier,les charniers,False
1881,jules lermina,la haute canaille,False
1881,pierre loti,fleurs d ennui,True
1881,pierre loti,le mariage de loti,True
1881,pierre loti,le roman d un spahi,True
1881,hector malot,seduction,False
1881,hector malot,une femme d argent,False
1881,mlle de martignat,ginette,False
1881,robert de nervo,bon de nervo les memoires de mon coupe,False
1881,monroy richard o,feux de paille,False
1881,elise de pressense,petite mere,False
1881,l. r,un amour heureux,False
1881,adolphe racot,le plan d helene,False
1881,emile richebourg,le fils,False
1881,george sand,jeanne,True
1881,paul sauniere,la succession marignan,False
1881,madame de stolz,les deux reines,False
1881,marcel tissot,la veuve d attila,False
1881,jules valles,l enfant,True
1881,jules valles,le bachelier,True
1881,jules  verne,la jangada huit cent lieues sur l amazone,True
1881,claude vignon,une femme romanesque adrien malaret l exemple,False
1882,gustave aimard,les bandits de l arizona,False
1882,antoine albalat,l inassouvie roman intime,False
1882,stella blandy,la benjamine,False
1882,edouard cadol,son excellence satinette,False
1882,eugene chavette,la bande de la belle alliette,False
1882,prosper chazel,histoire d un forestier,False
1882,leon cladel,ompdrailles le tombeau des lutteurs,False
1882,alphonse daudet,l evangeliste,True
1882,albert delpit,la marquise,False
1882,de laforest jean louis dubust,tête à l'envers,False
1882,paul feval,veillees de la famille,False
1882,zenaide fleuriot,bouche en coeur,False
1882,julie gouraud,chez grand mere,False
1882,henry greville,ariadne,False
1882,henry greville,madame de dreux,False
1882,de maupassant guy,mademoiselle fifi,True
1882,charles d  hericault,les bourgeois de 93,False
1882,ernest d  hervilly,parisienneries,False
1882,landelle guillaume joseph gabriel de la,rouget et noiraud,False
1882,auguste lacroix,la famille robert,False
1882,pierre loti,mon frere yves,True
1882,pierre loti,suleima,True
1882,robert  macaire,memoires de robert macaire,False
1882,charles merouvel,le mari de la florentine,False
1882,marc monnier,gian et hans le dossier de raimbaud,False
1882,georges ohnet,le maitre de forges,False
1882,emile richebourg,jean loup,False
1882,emile richebourg,l enfant du faubourg,False
1882,gustave ricouard,vast ricouard pour ces dames,False
1882,henri riviere,le combat de la vie la jeunesse d un desespere,False
1882,henri riviere,le combat de la vie mme naper,False
1882,george sand,le dernier amour,True
1882,francisque sarcey,les miseres d un fonctionnaire chinois,False
1882,paul sauniere,le capitaine marius,False
1882,aurelien scholl,memoires du trottoir,False
1882,leopold stapleaux,l affaire du chateau de clamelle,False
1882,gustave toudouze,la seductrice,False
1882,mario uchard,la buveuse de perles,False
1882,louis ulbach,la confession d un abbe,False
1882,hippolyte verly,spada la rapiere,False
1882,jules verne,l ecole des robinsons,True
1882,jules verne,le rayon vert,True
1882,henriette de witt,scenes historiques,False
1882,pierre zaccone,la recluse,False
1882,emile zola,pot bouille,True
1883,adolphe badin,un parisien chez les russes,False
1883,elie berthet,la marchande de tabac,False
1883,stella blandy,un oncle a heritage,False
1883,alexis bouvier,le bel alphonse,False
1883,victor cherbuliez,la ferme du choquard,False
1883,jules claretie,noris moeurs du jour,False
1883,laurent olivier david,le heros de chateauguay,False
1883,emmanuel denoy,mercedes pepin,False
1883,vallon georges du,la roche d'enfer,False
1883,albert dupuit,pauline tardivau etude de la vie de province,False
1883,octave fere,les mysteres du louvre,False
1883,gabriel ferry,le crime du bois des hogues,False
1883,jules de gastyne,la femme nue,False
1883,henry greville,angele,False
1883,henry greville,l ingenue,False
1883,henry greville,la maison de maureze,False
1883,henry greville,le voeu de nadia,False
1883,henry greville,louis breuil histoire d un pantouflard,False
1883,henry greville,une trahison,False
1883,de maupassant guy,contes de la becasse,True
1883,de maupassant guy,une vie,True
1883,marie robert halt,histoire d un petit homme,False
1883,charles d  hericault,rose de noel,False
1883,a job,l homme à toinon,False
1883,auguste de lacroix,les soirees de saint germain,True
1883,daniel lesueur,l amant de genevieve,False
1883,pierre loti,l exilee,True
1883,charles merouvel,angele meraud,False
1883,bertrand etievant a. millanvoye,les coquines,False
1883,marc monnier,un detraque,False
1883,edouard montagne,le batard de ravaillac,False
1883,jest rene de pont,la femme de cire,False
1883,armand de pontmartin,les corbeaux du gevaudan,False
1883,georges pradel,l oeillet bleu le gant de suede,False
1883,ernest rasetti,les drames du village rosa romano,False
1883,ernest renan,souvenirs d'enfance et de jeunesse,True
1883,alfred sirven,la bigame roman contemporain,False
1883,charles henri tardieu,lettres de bayreuth,False
1883,gustave toudouze,la baronne moeurs parisiennes,False
1883,emile zola,au bonheur des dames,True
1884,gustave ambo,un voyage de noces,False
1884,paul avenel,une amie devouee,False
1884,adolphe badin,couloirs et coulisses,False
1884,elie berthet,le brocanteur,False
1884,elemir bourges,le crepuscule des dieux,False
1884,édouard cavailhon,la créole parisienne,False
1884,eugene chavette,la conquete d une cuisiniere,False
1884,eugene chavette,le saucisson a pattes,False
1884,eugene chavette,le saucisson a pattes,False
1884,jules claretie,le prince zilah roman parisien,False
1884,georges darien,le voleur,False
1884,alphonse daudet,sapho,True
1884,gabriel ferry,le coureur des bois ou les chercheurs d'or,False
1884,gabriel ferry,le coureur des bois ou les chercheurs d'or,False
1884,jeanne france,le mystere d un vieux chateau,False
1884,edmond de goncourt,cherie,True
1884,julie gouraud,la petite maîtresse de maison,False
1884,julie gouraud,le vieux chateau,False
1884,de maupassant guy,au soleil,True
1884,de maupassant guy,clair de lune,True
1884,de maupassant guy,les soeurs rondoli,True
1884,de maupassant guy,miss harriet,True
1884,de maupassant guy,yvette,True
1884,robert halt,marianne,False
1884,arsene houssaye,les douze nouvelles,False
1884,joris karl huysmans,a rebours,True
1884,andre laurie,l heritier de robinson,False
1884,roy albert le,l amour sans phrase,False
1884,pamphile lemay,l affaire sougraine,False
1884,catulle mendes,jeunes filles,False
1884,jacques normand,le monde ou nous sommes,False
1884,b. poitevin,le pecheur de l ile de la borde,False
1884,rachilde,monsieur venus,True
1884,adolphe pradel georges racot,le diamant rouge,False
1884,louis rousselet,la peau du tigre,False
1884,jocelyn sernhac,le credit gaulois,False
1884,armand silvestre,en pleine fantaisie,False
1884,claude vignon,le mariage d un sous prefet,False
1884,henriette de witt,scenes historiques,False
1884,emile zola,la joie de vivre,True
1885,constant amero,le tour de france d un petit parisien,False
1885,d aurevilly jules barbey,une page d histoire,True
1885,rene bazin,ma tante giron,False
1885,adophe belot,une affolee d'amour,False
1885,fortune du boisgobey,la voilette bleue,False
1885,fortune du boisgobey,le pouce crochu,False
1885,paul bourget,cruelle enigme,True
1885,alphonse daudet,tartarin sur les alpes,True
1885,ernest daudet,le roman de delphine,False
1885,celine fallet,l hotellerie de la montagne,False
1885,henry greville,a travers champs,False
1885,henry greville,clairefontaine,False
1885,henry greville,idylles,False
1885,henry greville,le mors aux dents,False
1885,henry greville,les ormes,False
1885,de maupassant guy,bel ami,True
1885,de maupassant guy,contes du jour et de la nuit,True
1885,jules lermina,histoires incroyables,False
1885,paul mahalin,l hotellerie sanglante,False
1885,hector malot,romain kalbris,False
1885,georges ohnet,la grande marniere,False
1885,georges sauton,mouchot la fille,False
1885,paul verlaine,louise leclercq,True
1885,jules verne,mathias sandorf,True
1885,emile zola,germinal,True
1886,paul arene,contes de provence,False
1886,fortune du boisgobey,la bande rouge,False
1886,fortune du boisgobey,la bande rouge,False
1886,paul bourget,andre cornelis,True
1886,zulma tourangin mme carraud,contes et historiettes,False
1886,alphonse daudet,la belle nivernaise,True
1886,jeanne france,une française souvenirs de l annee terrible,False
1886,de maupassant guy,monsieur parent,True
1886,ernest d  hervilly,le chat du neptune,False
1886,camille lemonnier,les joujoux parlants,False
1886,pierre loti,pecheur d islande,True
1886,paul mahalin,la filleule de lagardere,False
1886,paul mahalin,la filleule de lagardere,False
1886,hector malot,baccara,False
1886,paul margueritte,jours d epreuve,False
1886,jules mary,roger la honte,False
1886,m. maryan,la faute du pere,False
1886,louise michel,memoires,True
1886,octave mirbeau,le calvaire,True
1886,george sand,les ailes de courage,True
1886,jules valles,l insurge,True
1886,paul verlaine,les memoires d un veuf,True
1886,de l isle adam villiers,l eve future,True
