date,auteur,titre,fabula,canonicity_1,canonicity_2
1906,henry bordeaux,les roquevillard,False,0,0
1906,du faouedic noemie dondel,le journal d une pensionnaire en vacances,False,0,0
1906,claude farrere,l homme qui assassina,False,0,0
1906,arnould galopin,le docteur omega,False,0,0
1906,andre gide,amyntas,True,3,3
1906,rouge gustave le,la reine des elephants,False,0,0
1906,maurice level,l epouvante,False,0,0
1906,pierre loti,les desenchantees,True,3,3
1906,frederic mistral,mes origines,True,3,3
1906,louis morin,grand mere avait des defauts ,False,0,0
1906,michel zevaco,borgia ,False,0,0
1907,guillaume apollinaire,les onze mille verges ou les amours d un hospodar,True,3,3
1907,andre gide,le retour de l enfant prodigue,True,3,3
1907,maurice leblanc,arsene lupin gentleman cambrioleur,False,0,0
1907,pierre mael,le forban noir,False,0,0
1907,emile moselly,terres lorraines,False,2,1
1907,victor segalen,les immemoriaux,True,3,3
1907,fernand vanderem,la victime,False,0,0
1907,michel zevaco,l epopee d amour,False,0,0
1907,michel zevaco,le capitan,False,0,0
1907,michel zevaco,les pardaillan,False,0,0
1908,jean aicard,l illustre maurin,False,0,0
1908,jean aicard,maurin des maures,False,0,0
1908,henri barbusse,l enfer,True,5,4
1908,rene bazin,le mariage de mademoiselle gimel dactylographe,False,0,0
1908,marie anne de bovet,apres le divorce,False,0,0
1908,delly,l'exilee,False,0,0
1908,delly,une femme superieure,False,0,0
1908,marcel dhanys,marcel dhanys le roman du grand conde,False,0,0
1908,anatole france,les contes de jacques tournebroche,True,3,3
1908,anatole france,l,True,3,3
1908,rouge gustave le,le prisonnier de la planete mars,False,0,0
1908,maurice leblanc,arsene lupin contre herlock sholmes,False,0,0
1908,gaston leroux,le mystere de la chambre jaune,False,0,0
1908,romain rolland,jean christophe,True,5,4
1908,romain rolland,jean christophe,True,5,4
1908,romain rolland,jean christophe,True,5,4
1908,albert savine,l assassinat de la duchesse de praslin,False,0,0
1908,max du veuzit,le mystere de malbackt,False,0,0
1908,michel zevaco,fausta vaincue,False,0,0
1908,michel zevaco,la fausta,False,0,0
1909,maurice barres,colette baudoche,True,3,3
1909,rene boylesve,la jeune fille bien elevee,False,0,0
1909,michel corday,les revelees,False,0,0
1909,michel corday,plaisirs d auto,False,0,0
1909,marcel dhanys,la fille de racine,False,0,0
1909,claude farrere,la bataille,False,2,3
1909,paul fils feval,les suites de lagardere,False,0,0
1909,paul fils feval,les suites de lagardere,False,0,0
1909,jean giraudoux,provinciales,True,3,3
1909,paul d  ivoi,l espion x 323,False,0,0
1909,paul d  ivoi,l espion x 323,False,0,0
1909,brete jean de la,aimer quand meme,False,0,0
1909,rouge gustave le,la guerre des vampires,False,0,0
1909,maurice leblanc,l aiguille creuse,False,0,0
1909,daniel lesueur,le droit a la force,False,0,0
1909,michel zevaco,le pont des soupirs,False,0,0
1909,michel zevaco,les amants de venise,False,0,0
1909,michel zevaco,nostradamus,False,0,0
1910,marguerite audoux,marie claire,False,2,1
1910,rene bazin,la barriere,False,0,0
1910,albert cim,le petit leveille,False,0,0
1910,michel corday,les casseurs de bois,False,0,0
1910,delly,esclave ou reine,False,0,0
1910,claude farrere,les petites alliees,False,0,0
1910,jules fournier,souvenirs de prison,False,0,0
1910,h de graffigny,le tour de france en aeroplane,False,0,0
1910,paul d  ivoi,millionnaire malgre lui,False,0,0
1910,paul d  ivoi,millionnaire malgre lui,False,0,0
1910,maurice leblanc,813,False,0,0
1910,gaston leroux,le parfum de la dame en noir,False,0,0
1910,gaston leroux,le roi mystere,False,0,0
1910,daniel lesueur,chacune son reve,False,0,0
1910,maurice level,les portes de l enfer,False,0,0
1910,louis pergaud,de goupil a margot,False,0,0
1910,maurice renard,le peril bleu,False,0,0
1910,romain rolland,jean christophe,True,5,4
1910,raymond roussel,impressions d afrique,True,3,3
1910,michel zevaco,l heroine,False,0,0
1910,michel zevaco,la cour des miracles,False,0,0
1910,michel zevaco,triboulet,False,0,0
1911,guillaume apollinaire,les exploits d un jeune don juan,True,3,3
1911,maurice barres,le culte du moi,True,3,3
1911,guy chantepleure,la passagere,False,0,0
1911,alphonse de chateaubriant,monsieur des lourdines,False,0,0
1911,claude farrere,la maison des hommes vivants,False,0,0
1911,judith gautier,en chine merveilleuses histoires,False,0,0
1911,jean giraudoux,l ecole des indifferents,True,3,3
1911,paul d  ivoi,l espion x 323,False,0,0
1911,valery larbaud,fermina marquez,True,3,3
1911,maurice leblanc,la frontiere,False,0,0
1911,gaston leroux,balaoo,False,0,0
1911,gaston leroux,l homme qui a vu le diable,False,0,0
1911,gaston leroux,le fauteuil hante,False,0,0
1911,gaston leroux,un homme dans la nuit,False,0,0
1911,gustave marchal,tante meteore,False,0,0
1911,fezensac robert de montesquiou,la petite mademoiselle,False,0,0
1911,romain rolland,jean christophe,True,5,4
1911,aine j h rosny,la guerre du feu,False,0,0
1912,marguerite audoux,valserine,False,0,0
1912,rene bazin,davidee birot,False,0,0
1912,rene boylesve,madeleine jeune femme,False,0,0
1912,georges courteline,les linottes,False,0,0
1912,delly,fleurs du foyer fleurs du cloitre,False,0,0
1912,anatole france,les dieux ont soif,True,3,3
1912,andre lafon,l eleve gilles,False,0,0
1912,maurice leblanc,le bouchon de cristal,False,0,0
1912,jenny lensia,genie du foyer,False,0,0
1912,pierre loti,un pelerin d angkor 2,True,3,3
1912,pierre loti,un pelerin d angkor,True,3,3
1912,pierre mille,louise et barnavaux,False,0,0
1912,louis pergaud,la guerre des boutons,False,2,2
1912,romain rolland,jean christophe,True,5,4
1912,michel zevaco,la marquise de pompadour,False,0,0
1912,michel zevaco,le rival du roi,False,0,0
1913,fournier alain,le grand meaulnes,True,5,5
1913,maurice barrès,la colline inspirée,True,3,3
1913,henry bordeaux,la maison,False,2,2
1913,delly,dans l'ombre du mystere,False,0,0
1913,delly,entre deux ames,False,0,0
1913,roger dombre,un tuteur embarrasse,False,0,0
1913,remy de gourmont,la petite ville,True,3,3
1913,jules lermina,l effrayante aventure,False,0,0
1913,gaston leroux,l epouse du soleil,False,0,0
1913,gaston leroux,la reine du sabbat,False,0,0
1913,gaston leroux,rouletabille chez le tsar,False,0,0
1913,du gard roger martin,jean barois,True,3,3
1913,françois mauriac,l enfant charge de chaines,True,3,3
1913,louis pergaud,le roman de miraut chien de chasse,False,0,0
1913,marcel proust,du cote de chez swann a la recherche du temps perdu,True,3,3
1913,aine j h rosny,la force mysterieuse,False,0,0
1913,michel zevaco,buridan le heros de la tour nesle,False,0,0
1913,michel zevaco,pardaillan et fausta,False,0,0
1914,guillaume apollinaire,les trois don juan,True,3,3
1914,andre gide,les caves du vatican,True,5,5
1914,romain rolland,colas breugnon,True,3,3
1914,raymond roussel,locus solus,True,3,3
1914,michel zevaco,la reine sanglante,False,0,0
1915,paul bourget,le sens de la mort,True,3,3
1916,henri ardel,le chemin qui descend,False,0,0
1916,henri barbusse,le feu,True,5,9
1916,delly,la fin d'une walkyrie,False,0,0
1916,gaston leroux,le chateau noir,False,0,0
1916,michel zevaco,don juan,False,0,0
1916,michel zevaco,le roi amoureux,False,0,0
1917,mathilde alanic,l'essor des colombes,False,0,0
1917,arthur bernede,judex,False,0,0
1917,paul bourget,lazarine,True,3,3
1917,rene boylesve,le bonheur a cinq sous,False,0,0
1917,delly,la petite chanoinesse,False,0,0
1917,maurice leblanc,l eclat d obus,False,0,0
1917,gaston leroux,l homme qui revient de loin,False,0,0
1917,orlan pierre mac,le chant de l equipage,True,3,3
1917,marcel nadaud,chignole,False,0,0
1918,delly,le mystere de ker even,False,0,0
1918,delly,le secret du kou kou noor,False,0,0
1918,delly,sous le masque,False,0,0
1918,anatole france,le petit pierre,True,3,3
1918,fabie françois,le retour de linou,False,0,0
1918,magdeleine du genestoux,noemie hollemechette journal d une petite refugiee belge,False,0,0
1918,le rouge de brisay henri gustave,l heroine du colorado,False,0,0
1918,albert laberge,la scouine,False,0,0
1918,rouge gustave le,le mysterieux docteur cornelius,False,0,0
1918,maurice leblanc,le triangle d or,False,0,0
1918,gaston leroux,les etranges noces de rouletabille,False,0,0
1918,marcel proust,a l ombre des jeunes filles en fleurs a la recherche du temps perdu,True,3,3
1918,aine j h rosny,le felin geant,False,0,0
1919,rene bazin,les nouveaux oberle,False,0,0
1919,pierre benoit,l atlantide,False,2,1
1919,paul bourget,laurence albani,True,3,3
1919,colette,mitsou,True,3,3
1919,delly,magali,False,0,0
1919,louis dumur,nach paris roman,False,0,0
1919,jean giraudoux,elpenor,True,3,3
1919,maurice leblanc,l ile aux trente cercueils,False,0,0
1919,pierre loti,prime jeunesse,True,3,3
1920,marguerite audoux,l atelier de marie claire,False,0,0
1920,rene boylesve,le carrosse aux deux lezards verts,False,0,0
1920,rene boylesve,le dangereux jeune homme,False,0,0
1920,colette,cheri,True,3,3
1920,georges duhamel,confession de minuit,True,3,3
1920,maurice leblanc,les trois yeux,False,0,0
1920,gaston leroux,aventures effroyables de m herbert de renich,False,0,0
1920,gaston leroux,aventures effroyables de m herbert de renich,False,0,0
1920,gaston leroux,rouletabille chez krupp,False,0,0
1920,françois mauriac,la chair et le sang,True,3,3
1920,maurice renard,les mains d orlac,False,0,0
1920,paul jean toulet,la jeune fille verte,False,0,0
1921,mathilde alanic,aime et tu renaitras,False,0,0
1921,alphonse allais,a l oeil,False,0,0
1921,louis aragon,anicet ou le panorama,True,3,3
1921,maurice barres,un jardin sur l oronte,True,3,3
1921,paul bourget,l ecuyere,True,3,3
1921,paul bourget,un drame dans le monde,True,3,3
1921,delly,l'ondine de capdeuilles,False,0,0
1921,louis hemon,maria chapdelaine,False,0,3
1921,maurice leblanc,le formidable evenement,False,0,0
1921,gaston leroux,fatalitas ,False,0,0
1921,gaston leroux,les cages flottantes,False,0,0
1921,gaston leroux,palas et cheri bibi,False,0,0
1921,paul morand,tendres stocks,True,3,3
1921,marcel pagnol,la petite fille aux yeux sombres suivi de les secrets de dieu,False,0,3
1921,marcel proust,le cote de guermantes,True,3,3
1921,marcel proust,sodome et gomorrhe a la recherche du temps perdu,True,3,3
1921,maurice renard,l homme truque,False,0,0
1921,aine j h rosny,l etonnant voyage de hareton ironcastle,False,0,0
1921,michel zevaco,fleurs de paris,False,0,0
1922,albert ades,un roi tout nu,False,0,0
1922,mathilde alanic,la route ardente,False,0,0
1922,louis aragon,les aventures de telemaque,True,5,5
1922,henry bordeaux,le fantome de la rue michel ange,False,0,0
1922,colette,la maison de claudine,True,3,3
1922,delly,le fruit mur,False,0,0
1922,delly,mitsi,False,0,0
1922,paul fils feval,le bossu,False,2,2
1922,anatole france,la vie en fleur,True,3,3
1922,arnould galopin,memoires d un cambrioleur retire des affaires,False,0,0
1922,edmond jaloux,l escalier d or,False,0,0
1922,maurice leblanc,le cercle rouge,False,0,0
1922,gaston leroux,le coeur cambriole,False,0,0
1922,gaston leroux,le crime de rouletabille,False,0,0
1922,victor margueritte,la garçonne,False,0,0
1922,victor margueritte,poum,False,0,0
1922,du gard roger martin,les thibault,True,3,3
1922,du gard roger martin,les thibault,True,3,3
1922,françois mauriac,le baiser au lepreux,True,3,3
1922,henry de montherlant,le songe,True,3,3
1922,paul morand,ouvert la nuit,True,3,3
1922,romain rolland,l ame enchantee annette et sylvie,True,3,3
1922,jules romains,les copains,True,3,3
1922,victor segalen,rene leys,True,3,3
1923,paul bourget,la geôle,True,3,3
1923,alphonse de chateaubriant,la briere,False,2,1
1923,delly,dans les ruines,False,0,0
1923,delly,la chatte blanche,False,0,0
1923,panait istrati,les recits d adrien zograffi,False,0,0
1923,valery larbaud,amants heureux amants,True,3,3
1923,rouge gustave le,la dame noire des frontieres,False,0,0
1923,rouge gustave le,les aventures de todd marvel detective milliardaire,False,0,0
1923,maurice leblanc,dorothee danseuse de corde,False,0,0
1923,maurice leblanc,les huit coups de l horloge,False,0,0
1923,du gard roger martin,les thibault,True,3,3
1923,marcel proust,la prisonniere a la recherche du temps perdu,True,3,3
1923,raymond radiguet,le diable au corps,False,2,6
1924,rené crevel,détours,True,3,3
1924,delly,le roi de kidji le secret de la sarrasine,False,0,0
1924,lucien descaves,l hirondelle sous le toit,False,0,0
1924,louis hemon,colin maillard,False,0,3
1924,panait istrati,les recits d adrien zograffi,False,0,0
1924,rouge gustave le,cinq nouvelles extraordinaires,False,0,0
1924,maurice leblanc,la comtesse de cagliostro,False,0,0
1924,maurice leblanc,la dent d hercule petitgris,False,0,0
1924,gaston leroux,la machine a assassiner,False,0,0
1924,gaston leroux,la poupee sanglante,False,0,0
1924,raymond radiguet,le bal du comte d'orgel,False,0,3
1924,raymond radiguet,le bal du comte d orgel,False,0,3
1925,rene bazin,le ble qui leve,False,0,0
1925,blaise cendrars,l or,True,3,3
1925,félicien champsaur,dinah samuel,False,0,0
1925,rene crevel,mon corps et moi,True,3,3
1925,delly,les ombres,False,0,0
1925,maurice genevoix,raboliot,False,2,4
1925,panait istrati,les recits d adrien zograffi,False,0,0
1925,gaston leroux,les tenebreuses,False,0,0
1925,gaston leroux,les tenebreuses,False,0,0
1925,marcel proust,albertine disparue,True,5,5
1925,albert robida,un chalet dans les airs,False,0,0
1925,michel zevaco,le fils de pardaillan,False,0,0
1925,michel zevaco,le fils de pardaillan,False,0,0
1926,marguerite audoux,de la ville au moulin,False,0,0
1926,rene bazin,baltus le lorrain,False,0,0
1926,georges bernanos,sous le soleil de satan,True,5,8
1926,paul bourget,le danseur mondain,True,3,3
1926,colette,la fin de cheri,True,5,5
1926,rené crevel,la mort difficile,True,3,3
1926,delly,elfrida norsten le secret de la sarrasine,False,0,0
1926,delly,l'infidele,False,0,0
1926,delly,la vengeance de ralph,False,0,0
1926,delly,le secret de la luzette,False,0,0
1926,arnould galopin,la tenebreuse affaire de green park,False,0,0
1926,maurice genevoix,la boite a peche,False,0,3
1926,andre gide,si le grain ne meurt,True,3,3
1926,louis hemon,battling malone pugiliste,False,0,3
1926,panait istrati,les recits d adrien zograffi,False,0,0
1926,joseph kessel,les captifs,True,5,4
1926,gaston leroux,le coup d etat de cheri bibi,False,0,0
1926,gaston leroux,le fantome de l opera,False,0,0
1926,gaston leroux,le fils de trois peres hardigras,False,0,0
1926,orlan pierre mac,les clients du bon chien jaune,True,3,3
1926,henry de montherlant,les bestiaires,True,3,3
1926,charles ferdinand ramuz,la grande peur dans la montagne,True,3,3
1926,michel zevaco,la fin de fausta,False,0,0
1926,michel zevaco,la fin de pardaillan,False,0,0
1926,michel zevaco,les amours du chico,False,0,0
1927,georges bernanos,l imposture,True,3,3
1927,arthur bernede,belphegor,False,0,0
1927,paul bourget,nos actes nous suivent,True,3,3
1927,paul bourget,nos actes nous suivent,True,3,3
1927,colette,le ble en herbe,True,5,5
1927,rené crevel,babylone,True,3,3
1927,andre gide,les faux monnayeurs,True,5,5
1927,andre gide,voyage au congo,True,3,3
1927,julien green,adrienne mesurat,True,3,3
1927,joseph kessel,les coeurs purs,True,3,3
1927,maurice leblanc,l homme a la peau de bique,False,0,0
1927,maurice leblanc,la demoiselle aux yeux verts,False,0,0
1927,gaston leroux,mister flow,False,0,0
1927,marcel proust,le temps retrouve a la recherche du temps perdu,True,3,3
1927,aine j h rosny,la femme disparue,False,0,0
1928,pierre henri cami,le jugement dernier,False,0,0
1928,colette,la naissance du jour,True,5,5
1928,delly,coeurs ennemis orietta,False,0,0
1928,delly,cœurs ennemis laquelle,False,0,0
1928,arnould galopin,le bacille,False,0,0
1928,andre gide,le retour du tchad,True,3,3
1928,rouge gustave le,la vallee du desespoir,False,0,0
1928,maurice leblanc,l agence barnett et cie,False,0,0
1928,gaston leroux,les mohicans de babel,False,0,0
1928,du gard roger martin,les thibault,True,3,3
1928,du gard roger martin,les thibault,True,3,3
1928,georges montorgueil,la vie extraordinaire de robert macaire,False,0,0
1928,stendhal,le rose et le vert,True,3,3
1929,georges bernanos,la joie,True,5,4
1929,jacques chardonne,les varais,False,0,3
1929,colette,la seconde,True,3,3
1929,rene crevel,etes vous fous ,True,3,3
1929,eugene dabit,l hotel du nord,False,0,3
1929,delly,une misere doree,False,0,0
1929,jean giono,colline,True,3,3
1929,maurice leblanc,la demeure mysterieuse,False,0,0
1929,du gard roger martin,les thibault,True,3,3
1929,irene nemirovsky,david golder,False,0,0
1929,exupery antoine de saint,courrier sud,True,3,3
1930,arthur bernede,l homme au masque de fer,False,0,0
1930,colette,sido,True,5,5
1930,delly,gille de cesbres,False,0,0
1930,delly,la maison du lis,False,0,0
1930,arnould galopin,le sergent bucaille,False,0,0
1930,magdeleine du genestoux,mademoiselle trouble fete,False,0,0
1930,jean giono,regain,True,5,5
1930,joseph lallier,angeline guillou,False,0,0
1930,maurice leblanc,le cabochon d emeraude,False,0,0
1930,maurice leblanc,le prince de jericho,False,0,0
1930,andre malraux,la voie royale,True,5,4
1930,irene nemirovsky,le bal,False,0,0
1930,georges simenon,pietr le letton,True,3,3
1931,delly,le candelabre du temple,False,0,0
1931,la rochelle pierre drieu,le feu follet,True,3,3
1931,maurice leblanc,la barre y va,False,0,0
1931,irene nemirovsky,les mouches d automne,False,0,0
1931,paul nizan,aden arabie,True,3,3
1931,exupery antoine de saint,vol de nuit,True,5,4
1931,georges simenon,au rendez vous des terre neuvas,True,3,3
1931,georges simenon,la danseuse du gai moulin,True,3,3
1931,georges simenon,la guinguette a deux sous,True,3,3
1931,georges simenon,la nuit du carrefour,True,3,3
1931,georges simenon,la tete d un homme,True,3,3
1931,georges simenon,le pendu de saint pholien,True,3,3
1931,georges simenon,monsieur gallet decede,True,3,3
1931,georges simenon,un crime en hollande,True,3,3
1931,max du veuzit,"john, chauffeur russe",False,0,0
1932,marguerite audoux,la fiancee,False,0,0
1932,louis ferdinand celine,voyage au bout de la nuit,True,5,9
1932,louis guilloux,hymenee,True,3,3
1932,joseph kessel,fortune carree,True,3,3
1932,joseph lallier,le spectre menaçant,False,0,0
1932,maurice leblanc,de minuit a sept heures,False,0,0
1932,maurice leblanc,les dents du tigre,False,0,0
1932,françois mauriac,le noeud de viperes,True,3,3
1932,georges simenon,chez les flamands,True,3,3
1932,georges simenon,l affaire saint fiacre,True,3,3
1932,georges simenon,l ombre chinoise,True,3,3
1932,georges simenon,le fou de bergerac,True,3,3
1932,georges simenon,le port des brumes,True,3,3
1932,georges simenon,liberty bar,True,3,3
1932,max du veuzit,petite comtesse,False,0,0
1933,colette,la chatte,True,3,3
1933,rené crevel,les pieds dans le plat,True,3,3
1933,delly,la lune d'or,False,0,0
1933,georges duhamel,le notaire du havre,True,5,5
1933,maurice leblanc,la femme aux deux sourires,False,0,0
1933,maurice leblanc,victor de la brigade mondaine,False,0,0
1933,andre malraux,la condition humaine,True,5,6
1933,paul nizan,antoine bloye,True,3,3
1933,raymond queneau,le chiendent,True,3,3
1933,georges simenon,l ecluse n°1,True,3,3
1933,max du veuzit,l'homme de sa vie,False,0,0
1933,max du veuzit,vers l'unique,False,0,0
1934,louis aragon,les cloches de bale,True,3,3
1934,colette,les vrilles de la vigne,True,5,5
1934,eugene dabit,un mort tout neuf,False,0,3
1934,delly,la douloureuse victoire,False,0,0
1934,georges duhamel,le jardin des betes sauvages,True,3,3
1934,georges duhamel,vue de la terre promise,True,3,3
1934,faure georges le,le brigadier floridor,False,0,0
1934,maurice leblanc,le chapelet rouge,False,0,0
1934,henry de montherlant,les celibataires,True,3,3
1934,georges simenon,maigret,True,3,3
1934,roger vercel,capitaine conan,False,2,1
1934,max du veuzit,la chataigneraie,False,0,0
1934,max du veuzit,un mari de premier choix,False,0,0
1935,georges bernanos,un crime,True,3,3
1935,henri calet,la belle lurette,False,0,0
1935,rené crevel,le roman cassé,True,3,3
1935,delly,comme un conte de fees,False,0,0
1935,delly,contes,False,2,2
1935,delly,un marquis de carabas,False,0,0
1935,georges duhamel,la nuit de la saint jean,True,3,3
1935,andre gide,les nouvelles nourritures,True,3,3
1935,maurice leblanc,la cagliostro se venge,False,0,0
1935,max du veuzit,fille de prince,False,0,0
1936,louis aragon,les beaux quartiers,True,5,4
1936,georges bernanos,le journal d un cure de campagne,True,3,3
1936,louis ferdinand celine,mort a credit,True,3,3
1936,jean giono,les vraies richesses,True,5,5
1936,henry de montherlant,les jeunes filles,True,3,3
1936,henry de montherlant,pitie pour les femmes,True,3,3
1936,paul morand,milady suivi de monsieur zero,True,3,3
1936,irene nemirovsky,jezabel,False,0,0
1936,max du veuzit,le vieux puits,False,0,0
1937,marguerite audoux,douce lumiere,False,0,0
1937,georges bernanos,nouvelle histoire de mouchette,True,3,3
1937,delly,les heures de la vie,False,0,0
1937,jean giono,batailles dans la montagne,True,3,3
1937,andre malraux,l espoir,True,3,3
1937,henry de montherlant,le demon du bien,True,3,3
1938,julien gracq,au chateau d argol,True,3,3
1938,valery larbaud,aux couleurs de rome,True,3,3
1938,paul nizan,la conspiration,True,5,4
1938,georges simenon,ceux du grand cafe,True,3,3
1938,georges simenon,l improbable monsieur owen,True,3,3
1938,max du veuzit,l'enfant des ruines,False,0,0
1939,colette,duo le toutounier,True,3,3
1939,leon paul fargue,le pieton de paris,True,3,3
1939,michel leiris,l age d homme,True,5,5
1939,henry de montherlant,les lepreuses,True,3,3
1939,exupery antoine de saint,terre des hommes,True,5,6
1939,nathalie sarraute,tropismes,True,5,6
1939,max du veuzit,l'inconnu de castel pic,False,0,0
1940,delly,le drame de l'étang aux biches,False,0,0
1940,du gard roger martin,les thibault,True,3,3
1941,marcel ayme,le travelingue,True,3,3
1941,marcel bealu,memoires de l ombre,False,0,0
1941,maurice blanchot,thomas l obscur,True,3,3
1941,colette,julie de carneilhan,True,3,3
1941,edmond jaloux,les visiteurs,False,0,0
1941,maurice leblanc,les milliards d arsene lupin,False,0,0
1941,orlan pierre mac,l ancre de misericorde,True,3,3
1941,paul morand,l homme presse,True,3,3
1941,georges simenon,la maison du juge,True,3,3
1941,georges simenon,les caves du majestic,True,3,3
1942,louis aragon,les voyageurs de l imperiale,True,3,3
1942,albert camus,l etranger,True,5,5
1942,leon paul fargue,refuges,True,3,3
1942,louis guilloux,le pain des reves,True,3,3
1942,raymond queneau,pierrot mon ami,True,3,3
1942,georges simenon,cecile est morte,True,3,3
1942,georges simenon,menaces de mort,True,3,3
1942,vercors,le silence de la mer,False,0,0
1942,max du veuzit,moineau en cage,False,0,0
1943,rene barjavel,le voyageur imprudent,False,0,0
1943,georges bernanos,monsieur ouine,True,3,3
1943,delly,anita,False,0,0
1943,jean genet,notre dame des fleurs,True,3,3
1943,leo malet,120 rue de la gare,False,0,0
1943,exupery antoine de saint,le petit prince,True,3,3
1943,georges simenon,le petit docteur,True,3,3
1943,georges simenon,les dossiers de l agence o,True,3,3
1944,albert camus,le premier homme,True,5,5
1944,georges simenon,felicie est la,True,3,3
1944,georges simenon,l inspecteur cadavre,True,3,3
1944,georges simenon,les nouvelles enquetes de maigret,True,3,3
1944,georges simenon,signe picpus,True,3,3
1945,marcel bealu,l experience de la nuit,False,0,0
1945,emmanuel bove,le piege,False,0,0
1945,henri calet,le bouquet,False,0,0
1945,delly,la maison des rossignols,False,0,0
1945,julien gracq,un beau tenebreux,True,3,3
1945,ernest psichari,l appel des armes,False,0,0
1946,simone de beauvoir,tous les hommes sont mortels,True,3,3
1946,delly,les deux crimes de thecle,False,0,0
1946,delly,les hiboux des roches rouges,False,0,0
1946,delly,sainte nitouche,False,0,0
1946,max du veuzit,arlette et son ombre,False,0,0
1947,marcel bealu,journal d un mort,False,0,0
1947,henri calet,trente a quarante,False,0,0
1947,albert camus,la peste,True,5,5
1947,jacques laurent,caroline cherie t.1,False,0,0
1947,jacques laurent,caroline cherie t.2,False,0,0
1947,maurice renard,le maitre de la lumiere,False,0,0
1947,georges simenon,la pipe de maigret,True,3,3
1947,georges simenon,maigret a new york,True,3,3
1947,georges simenon,maigret et l inspecteur malgracieux,True,3,3
1947,claude simon,la corde raide,True,3,3
1947,boris vian,l automne a pekin,True,3,3
1947,boris vian,l ecume des jours,True,3,3
1947,boris vian,les morts ont tous la meme peau,True,3,3
1948,rene barjavel,le diable l emporte,False,0,0
1948,marcel bealu,l araignee d eau,False,0,0
1948,henri calet,le tout sur le tout,False,0,0
1948,colette,l ingenue libertine,True,3,3
1948,delly,la jeune fille emmuree,False,0,0
1948,delly,la rose qui tue,False,0,0
1948,gaston leroux,cheri bibi et cecily,False,0,0
1948,georges simenon,les vacances de maigret,True,3,3
1948,max du veuzit,sainte sauvage,False,0,0
1948,boris vian,et on tuera tous les affreux,True,3,3
1949,pierre benoit,la dame de l ouest,False,0,0
1949,antoine blondin,l europe buissoniere,False,0,0
1949,delly,la villa des serpents,False,0,0
1949,georges simenon,la premiere enquete de maigret,True,3,3
1949,georges simenon,maigret chez le coroner,True,3,3
1949,georges simenon,maigret et la vieille dame,True,3,3
1949,georges simenon,mon ami maigret,True,3,3
1950,georges bernanos,un mauvais reve,True,3,3
1950,delly,aurore de brusfeld,False,0,0
1950,delly,folie de sages,False,0,0
1950,delly,l'enfant mysterieuse,False,0,0
1950,delly,le violon du tzigane,False,0,0
1950,delly,les seigneurs loups,False,0,0
1950,delly,rue des trois graces,False,0,0
1950,marguerite duras,un barrage contre le pacifique,True,5,8
1950,maurice fourre,la nuit du rose hotel,False,0,0
1950,louis hemon,monsieur ripois et la nemesis,False,0,3
1950,roger nimier,le hussard bleu,True,3,3
1950,georges simenon,l amie de madame maigret,True,3,3
1950,georges simenon,un noel de maigret,True,3,3
1950,georges simenon,un nouveau dans la ville,True,3,3
1950,max du veuzit,un singulier mariage,False,0,0
1950,boris vian,elles ne se rendent pas compte,True,3,3
1950,boris vian,l herbe rouge,True,3,3
1951,samuel beckett,malone meurt,True,3,3
1951,samuel beckett,molloy,True,5,5
1951,henri calet,les grandes largeurs,False,0,0
1951,delly,la maison des belles colonnes l'accusatrice,False,0,0
1951,delly,la maison des belles colonnes la louve devorante,False,0,0
1951,delly,le rubis de l'emir,False,0,0
1951,delly,les solitaires de myols,False,0,0
1951,delly,reinette,False,0,0
1951,delly,sous l'œil des brahmes,False,0,0
1951,jean giono,le hussard sur le toit,True,5,5
1951,julien gracq,le rivage des syrtes,True,5,6
1951,antonio san,les souris ont la peau tendre,False,0,0
1951,georges simenon,maigret au picratt s,True,3,3
1951,georges simenon,maigret en meuble,True,3,3
1951,georges simenon,maigret et la grande perche,True,3,3
1951,georges simenon,maigret lognon et les gangsters,True,3,3
1951,max du veuzit,amour fratricide,False,0,0
1951,marguerite yourcenar,les memoires d hadrien,True,3,3
1952,henri calet,un grand voyage,False,0,0
1952,delly,l'orpheline de ti carrec,False,0,0
1952,delly,la porte scellee,False,0,0
1952,delly,le chant de la misere,False,0,0
1952,delly,le roseau brise,False,0,0
1952,delly,malereyne,False,0,0
1952,raymond queneau,le dimanche de la vie,True,3,3
1952,lucien rebatet,les deux etendards,False,0,0
1952,antonio san,mes hommages a la donzelle,False,0,0
1952,georges simenon,le revolver de maigret,True,3,3
1953,samuel beckett,l innommable,True,3,3
1953,la varende jean de,l homme aux gants de toile,False,0,0
1953,delly,cite des anges,False,0,0
1953,delly,gwen princesse d'orient,False,0,0
1953,delly,le repaire des fauves,False,0,0
1953,magali,la voyageuse clandestine,False,0,0
1953,grillet alain robbe,les gommes,True,5,5
1953,antonio san,des clientes pour la morgue,False,0,0
1953,antonio san,des dragees sans bapteme,False,0,0
1953,antonio san,descendez le a la prochaine,False,0,0
1953,antonio san,du plomb dans les tripes,False,0,0
1953,georges simenon,maigret a peur,True,3,3
1953,georges simenon,maigret et l homme du banc,True,3,3
1953,georges simenon,maigret se trompe,True,3,3
1953,albert simonin,touchez pas au grisbi,False,0,0
1953,max du veuzit,chatelaine un jour...,False,0,0
1953,boris vian,l arrache coeur,True,3,3
1954,simone de beauvoir,les mandarins,True,5,4
1954,simone de beauvoir,les mandarins,True,5,4
1954,albert cohen,le livre de ma mere,True,5,5
