,doc_name,date,auteur,titre,canon_roman,canon_auteur,gender,bac,brevet,lm,sup,prix,gf,pleiade,gouv
524,1861_Ponson-du-Terrail-Pierre_Le-Testament-de-Grain-de-Sel,1861,du terrail pierre ponson,le testament de grain de sel,non_canon,False,male,0,0,0,0,0,0,0,0
525,1861_Pont-Jest-Rene-de_Fire-fly-Souvenirs-des-Indes-et-de-la-Chine,1861,jest rene de pont,fire fly souvenirs des indes et de la chine,non_canon,False,male,0,0,0,0,0,0,0,0
526,1861_Rocca-Maria-della_(nee-Embden-Heine-pseud-Camille-Henry-Princesse)_Le-Roman-d-une-femme-laide,1861,maria della rocca,(nee embden heine pseud camille henry princesse),non_canon,False,female,0,0,0,0,0,0,0,0
527,1861_Segur-comtesse-de_Pauvre-Blaise,1861,comtesse de segur,pauvre blaise,non_canon,False,female,0,0,0,0,0,0,0,0
528,1861_Veilles-comtesse-de_Sagesse-et-bonte-livre-des-jeunes-personnes,1861,comtesse de veilles,sagesse et bonte livre des jeunes personnes,non_canon,False,female,0,0,0,0,0,0,0,0
529,1861_Villars-Fanny_Marie-et-Marguerite-histoire-du-XIIIe-siecle,1861,fanny villars,marie et marguerite histoire du xiiie siecle,non_canon,False,female,0,0,0,0,0,0,0,0
530,1862_About-Edmond_L-homme-a-l-oreille-cassee,1862,edmond about,l homme a l oreille cassee,non_canon,False,male,0,0,0,0,0,0,0,0
531,1862_Assollant-Alfred_Claude-et-Juliette,1862,alfred assollant,claude et juliette,non_canon,False,male,0,0,0,0,0,0,0,0
532,1862_Camp-Maxime-du_L-homme-au-bracelet-d-or,1862,maxime du camp,l homme au bracelet d or,non_canon,False,male,0,0,0,0,0,0,0,0
533,1862_Chevalier-H-Emile_La-Capitaine,1862,h emile chevalier,la capitaine,non_canon,False,male,0,0,0,0,0,0,0,0
534,1862_Chevalier-H-Emile_La-Tete-Plate,1862,h emile chevalier,la tete plate,non_canon,False,male,0,0,0,0,0,0,0,0
535,1862_Chevalier-H-Emile_Les-Nez-Perces,1862,h emile chevalier,les nez perces,non_canon,False,male,0,0,0,0,0,0,0,0
536,1862_Deslys-Charles_La-Loi-de-Dieu,1862,charles deslys,la loi de dieu,non_canon,False,male,0,0,0,0,0,0,0,0
537,1862_Dumas-Alexandre-Pere_La-boule-de-neige,1862,alexandre pere dumas,la boule de neige,non_canon,True,male,0,0,0,0,0,0,0,0
538,1862_Dumas-Alexandre_La-princesse-Flora,1862,alexandre dumas,la princesse flora,non_canon,True,male,0,0,0,0,0,0,1,0
539,1862_Erckmann-Chatrian_Confidences-d-un-joueur-de-clarinette,1862,chatrian erckmann,confidences d un joueur de clarinette,non_canon,False,male,0,0,0,0,0,0,0,0
540,1862_Erckmann-Chatrian_Contes-des-bords-du-Rhin,1862,chatrian erckmann,contes des bords du rhin,non_canon,False,male,0,0,0,0,0,0,0,0
541,1862_Erckmann-Chatrian_L-Invasion-ou-le-Fou-Yegof,1862,chatrian erckmann,l invasion ou le fou yegof,non_canon,False,male,0,0,0,0,0,0,0,0
542,1862_Fabre-Ferdinand_Les-Courbezon,1862,ferdinand fabre,les courbezon,non_canon,False,male,0,0,0,0,0,0,0,0
543,1862_Feval-Paul_(pere)_Jean-Diable_Tome-I,1862,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
544,1862_Feval-Paul_(pere)_Jean-Diable_Tome-II,1862,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
545,1862_Feval-Paul_(pere)_Les-habits-noirs_Tome-I,1862,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
546,1862_Flaubert-Gustave_Salammbo,1862,gustave flaubert,salammbo,non_canon,True,male,0,0,1,0,0,0,1,1
547,1862_Gaboriau-Emile_Les-gens-de-bureau,1862,emile gaboriau,les gens de bureau,non_canon,False,male,0,0,0,0,0,0,0,0
548,1862_Gaboriau-Emile_Mariages-d-aventure,1862,emile gaboriau,mariages d aventure,non_canon,False,male,0,0,0,0,0,0,0,0
549,1862_Guise-Charles-de_Le-Cap-au-Diable,1862,charles de guise,le cap au diable,non_canon,False,male,0,0,0,0,0,0,0,0
550,1862_Hugo-Victor_Les-Miserables,1862,victor hugo,les miserables,canon,True,male,1,1,1,1,0,0,1,0
551,1862_Leneveux-Louise_Soirees-en-famille--lectures-pour-la-jeunesse,1862,louise leneveux,soirees en famille  lectures pour la jeunesse,non_canon,False,female,0,0,0,0,0,0,0,0
552,1862_Malot-Hector_Les-Amants,1862,hector malot,les amants,non_canon,False,male,0,0,0,0,0,0,0,0
553,1862_Ponson-du-Terrail-Pierre-Alexis-de_Les-Nuits-de-la-Maison-doree,1862,du terrail pierre alexis de ponson,les nuits de la maison doree,non_canon,False,male,0,0,0,0,0,0,0,0
554,1862_Pont-Jest-Rene-de_Bolino-le-negrier-souvenirs-de-l-Ocean-Indien,1862,jest rene de pont,bolino le negrier souvenirs de l ocean indien,non_canon,False,male,0,0,0,0,0,0,0,0
555,1862_Segur-comtesse-de_La-soeur-de-Gribouille,1862,comtesse de segur,la soeur de gribouille,non_canon,False,female,0,0,0,0,0,0,0,0
556,1862_Ulbach-Louis_Le-Mari-d-Antoinette,1862,louis ulbach,le mari d antoinette,non_canon,False,male,0,0,0,0,0,0,0,0
557,1862_Villiers-de-l-Isle-Adam-Auguste_Isis,1862,de l isle adam auguste villiers,isis,non_canon,True,male,0,0,0,0,0,0,0,0
558,1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche,1863,amedee achard,les coups d epee de m de la guerche,non_canon,False,male,0,0,0,0,0,0,0,0
559,1863_Capendu-Ernest_Marcof-Le-Malouin,1863,ernest capendu,marcof le malouin,non_canon,False,male,0,0,0,0,0,0,0,0
560,1863_Chevalier-H-Emile_Poignet-d-acier-ou-Les-Chippiouais,1863,h emile chevalier,poignet d acier ou les chippiouais,non_canon,False,male,0,0,0,0,0,0,0,0
561,1863_Chevalier-Henri-Emile_Les-derniers-Iroquois,1863,henri emile chevalier,les derniers iroquois,non_canon,False,male,0,0,0,0,0,0,0,0
562,1863_Erckmann-Chatrian_Madame-Therese-ou-Les_Volontaires-de-92-Pourquoi-Hunebourg-ne-fut-pas-rendu,1863,chatrian erckmann,madame therese ou les,non_canon,False,male,0,0,0,0,0,0,0,0
563,1863_Farrenc-Cesarie_La-jalousie,1863,cesarie farrenc,la jalousie,canon,False,female,1,0,0,0,0,0,0,0
564,1863_Feval-Paul_(pere)_La-Fille-du-Juif-Errant,1863,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
565,1863_Fromentin-Eugene_Dominique,1863,eugene fromentin,dominique,canon,True,male,1,0,1,0,0,0,1,0
566,1863_Gautier-Theophile_Le-capitaine-Fracasse,1863,theophile gautier,le capitaine fracasse,canon,True,male,0,1,1,0,0,1,1,0
567,1863_Nyon-Eugene_La-Reine-de-Jerusalem,1863,eugene nyon,la reine de jerusalem,non_canon,False,male,0,0,0,0,0,0,0,0
568,1863_Pontmartin-Armand-de_Les-bruleurs-de-temples,1863,armand de pontmartin,les bruleurs de temples,non_canon,False,male,0,0,0,0,0,0,0,0
569,1863_Roy-Just-Jean-Etienne_Un-tableau-de-la-Sainte-Vierge,1863,just jean etienne roy,un tableau de la sainte vierge,non_canon,False,male,0,0,0,0,0,0,0,0
570,1863_Segur-comtesse-de_Les-deux-nigauds,1863,comtesse de segur,les deux nigauds,non_canon,False,female,0,0,0,0,0,0,0,0
571,1863_Solms-Marie-de_Mademoiselle-Million,1863,marie de solms,mademoiselle million,non_canon,False,female,0,0,0,0,0,0,0,0
572,1863_Vattier-d-Ambroyse-Valentine_Claire-de-Rives,1863,d ambroyse valentine vattier,claire de rives,non_canon,False,female,0,0,0,0,0,0,0,0
573,1863_Verne-Jules_Cinq-Semaines-en-ballon,1863,jules verne,cinq semaines en ballon,canon,True,male,0,0,0,0,0,1,1,1
574,1863_Zaccone-Pierre_Une-haine-au-bagne,1863,pierre zaccone,une haine au bagne,non_canon,False,male,0,0,0,0,0,0,0,0
575,1864_Aimard-Gustave_Le-Guaranis,1864,gustave aimard,le guaranis,non_canon,False,male,0,0,0,0,0,0,0,0
576,1864_Barbey-d-Aur_villy-Jules_Le-Chevalier-des-Touches,1864,d aur barbey,villy jules,canon,True,male,0,0,0,0,0,0,0,0
577,1864_Barbey-d-Aur_villy-Jules_Un-pretre-marie,1864,d aur barbey,villy jules,non_canon,True,male,0,0,0,0,0,0,0,0
578,1864_Bastide-Jenny_Le-monstre,1864,jenny bastide,le monstre,non_canon,False,female,0,0,0,0,0,0,0,0
579,1864_Boissieres-Ernest_Un-crime-inconnu,1864,ernest boissieres,un crime inconnu,non_canon,False,male,0,0,0,0,0,0,0,0
580,1864_Capendu-Ernest_Le-Marquis-de-Loc-Ronan,1864,ernest capendu,le marquis de loc ronan,non_canon,False,male,0,0,0,0,0,0,0,0
581,1864_Chevalier-H-Emile_Peaux-rouges-et-Peaux-blanches,1864,h emile chevalier,peaux rouges et peaux blanches,non_canon,False,male,0,0,0,0,0,0,0,0
582,1864_Dumas-Alexandre_La-San-Felice,1864,alexandre dumas,la san felice,non_canon,True,male,0,0,0,0,0,0,1,0
583,1864_Erckmann-Chatrian_Histoire-d-un-conscrit-de-1813,1864,chatrian erckmann,histoire d un conscrit de 1813,non_canon,False,male,0,0,0,0,0,0,0,0
584,1864_Erckmann-Chatrian_L-ami-Fritz,1864,chatrian erckmann,l ami fritz,non_canon,False,male,0,0,0,0,0,0,0,0
585,1864_Gaboriau-Emile_L-argent-des-autres-I,1864,emile gaboriau,l argent des autres i,non_canon,False,male,0,0,0,0,0,0,0,0
586,1864_Goncourt-Edmond-de-Goncourt-Jules-de_Renee-Mauperin,1864,edmond de goncourt jules de goncourt,renee mauperin,canon,True,male,0,0,0,0,0,0,0,0
587,1864_Goncourt-Edmond-et-Jules-de_Germinie-Lacerteux,1864,edmond et jules de goncourt,germinie lacerteux,canon,True,male,0,0,0,0,0,1,0,1
588,1864_Lavergne-Alexandre-de_La-Famille-de-Marsal,1864,alexandre de lavergne,la famille de marsal,non_canon,False,male,0,0,0,0,0,0,0,0
589,1864_Melun-Armand-de_Histoire-d-un_village,1864,armand de melun,histoire d un,non_canon,False,male,0,0,0,0,0,0,0,0
590,1864_Prost-Lacuzon-Jules_La-Tour-aux-viperes-chronique-jurassienne-du-XVe-siecle,1864,lacuzon jules prost,la tour aux viperes chronique jurassienne du xve siecle,non_canon,False,male,0,0,0,0,0,0,0,0
591,1864_Ribelle-Charles-de_(pseud-Celine-d-Ornans)_Les-Confidences-de-Gribouille,1864,charles de ribelle,(pseud celine d ornans),non_canon,False,female,0,0,0,0,0,0,0,0
592,1864_Robert-Adrien_Le-combat-de-l-honneur,1864,adrien robert,le combat de l honneur,non_canon,False,male,0,0,0,0,0,0,0,0
593,1864_Sand-George_Laura,1864,george sand,laura,non_canon,True,female,0,0,1,0,0,0,1,0
594,1864_Sand-George_Le-marquis-de_Villemer,1864,george sand,le marquis de,non_canon,True,female,0,0,1,0,0,0,1,0
595,1864_Segur-comtesse-de_François-le-Bossu,1864,comtesse de segur,françois le bossu,non_canon,False,female,0,0,0,0,0,0,0,0
596,1864_Ulbach-Louis_Memoires-d-un-inconnu,1864,louis ulbach,memoires d un inconnu,non_canon,False,male,0,0,0,0,0,0,0,0
597,1864_Verne-Jules_Le-comte-de-Chanteleine-,1864,jules verne,le comte de chanteleine ,non_canon,True,male,0,0,0,0,0,0,1,0
598,1864_ Verne-Jules_Voyage-au-centre-de-la-Terre,1864,jules  verne,voyage au centre de la terre,canon,True,male,0,0,0,0,0,1,0,1
599,1865_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-pieds-fourchus,1865,gustave auriac jules berlioz d  aimard,les pieds fourchus,non_canon,False,male,0,0,0,0,0,0,0,0
600,1865_Aimard-Gustave_Le-Montonero,1865,gustave aimard,le montonero,non_canon,False,male,0,0,0,0,0,0,0,0
601,1865_Aimard-Gustave_Les-bohemes-de-la-mer,1865,gustave aimard,les bohemes de la mer,non_canon,False,male,0,0,0,0,0,0,0,0
602,1865_Chevalier-H-Emile_L-enfer-et-le-paradis-de-l-autre-monde,1865,h emile chevalier,l enfer et le paradis de l autre monde,non_canon,False,male,0,0,0,0,0,0,0,0
603,1865_Dumas-Alexandre_Le-Comte-de-Moret,1865,alexandre dumas,le comte de moret,non_canon,True,male,0,0,0,0,0,0,1,0
604,1865_Erckmann-Chatrian_Histoire-d-un-homme-du-peuple,1865,chatrian erckmann,histoire d un homme du peuple,non_canon,False,male,0,0,0,0,0,0,0,0
605,1865_Erckmann-Chatrian_Waterloo,1865,chatrian erckmann,waterloo,non_canon,False,male,0,0,0,0,0,0,0,0
606,1865_Feval-Paul_(pere)_Les-habits-noirs_Tome-II-Coeur-d-acier,1865,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
607,1865_Gautier-Theophile_La-belle-Jenny,1865,theophile gautier,la belle jenny,non_canon,True,male,0,0,1,0,0,0,1,0
608,1865_Kaempfen-Albert_La-Tasse-a-the,1865,albert kaempfen,la tasse a the,non_canon,False,male,0,0,0,0,0,0,0,0
609,1865_Maricourt-Rene-Du-Mesnil_Donatien,1865,rene du mesnil maricourt,donatien,non_canon,False,male,0,0,0,0,0,0,0,0
610,1865_Ponson-du-Terrail-Pierre-Alexis-de_Le-Castel-du-Diable,1865,du terrail pierre alexis de ponson,le castel du diable,non_canon,False,male,0,0,0,0,0,0,0,0
611,1865_Ponson-du-Terrail-Pierre-Alexis-de_Les-Nuits-du-quartier-Breda-Juliette,1865,du terrail pierre alexis de ponson,les nuits du quartier breda juliette,non_canon,False,male,0,0,0,0,0,0,0,0
612,1865_Ponson-du-Terrail-Pierre_Le-Chambrion,1865,du terrail pierre ponson,le chambrion,non_canon,False,male,0,0,0,0,0,0,0,0
613,1865_Robert-Clemence_Le-Baron-de-Trenck,1865,clemence robert,le baron de trenck,non_canon,False,female,0,0,0,0,0,0,0,0
614,1865_Sand-George_Monsieur-Sylvestre,1865,george sand,monsieur sylvestre,non_canon,True,female,0,0,1,0,0,0,1,0
615,1865_Scholl-Aurelien_Les-Gens-tares,1865,aurelien scholl,les gens tares,non_canon,False,male,0,0,0,0,0,0,0,0
616,1865_Verne-Jules_De-la-Terre-a-la-Lune,1865,jules verne,de la terre a la lune,non_canon,True,male,0,0,0,0,0,0,1,1
617,1865_ Verne-Jules_Les-Forceurs-de-blocus,1865,jules  verne,les forceurs de blocus,non_canon,True,male,0,0,0,0,0,0,0,0
618,1866_Chevalier-H-Emile_La-fille-des-indiens-rouges,1866,h emile chevalier,la fille des indiens rouges,non_canon,False,male,0,0,0,0,0,0,0,0
619,1866_Erckmann-Chatrian_Le-Blocus,1866,chatrian erckmann,le blocus,non_canon,False,male,0,0,0,0,0,0,0,0
620,1866_Feuillet-Octave_Monsieur-de-Camors,1866,octave feuillet,monsieur de camors,non_canon,False,male,0,0,0,0,0,0,0,0
621,1866_Gaboriau-Emile_L-affaire-Lerouge,1866,emile gaboriau,l affaire lerouge,non_canon,False,male,0,0,0,0,0,0,0,0
622,1866_Gouraud-Julie_Mémoires-d'un-caniche,1866,julie gouraud,mémoires d'un caniche,non_canon,False,female,0,0,0,0,0,0,0,0
623,1866_Gozlan-Leon_Le-Capitaine-Maubert,1866,leon gozlan,le capitaine maubert,non_canon,False,male,0,0,0,0,0,0,0,0
624,1866_Hugo-Victor_Les-travailleurs-de-la-mer,1866,victor hugo,les travailleurs de la mer,canon,True,male,1,0,1,0,0,1,1,0
625,1866_Inconnu_(Madame)_Le-vrai-maudit_(tome-1),1866,inconnu,(madame),non_canon,False,female,0,0,0,0,0,0,0,0
626,1866_Inconnu_(Madame)_Le-vrai-maudit_(tome-2),1866,inconnu,(madame),non_canon,False,female,0,0,0,0,0,0,0,0
627,1866_Muller-Rene_Les-Enfants-gates,1866,rene muller,les enfants gates,non_canon,False,male,0,0,0,0,1,0,0,0
628,1866_Ponson-du-Terrail-Pierre-Alexis-de_Memoires-de-deux-saltimbanques_(1866),1866,du terrail pierre alexis de ponson,memoires de deux saltimbanques,non_canon,False,male,0,0,0,0,0,0,0,0
629,1866_Ponson-du-Terrail-Pierre_La-Resurrection-de-Rocambole_Tome-I-Le-Bagne-de-Toulon-Antoinette,1866,du terrail pierre ponson,la resurrection de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
630,1866_Ponson-du-Terrail-Pierre_La-Resurrection-de-Rocambole_Tome-II-Saint-Lazare-L-Auberge-maudite-La-Maison-de-fous,1866,du terrail pierre ponson,la resurrection de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
631,1866_Ponson-du-Terrail-Pierre_La-Resurrection-de-Rocambole_Tome-III-Redemption-La-Vengeance-de-Vasilika,1866,du terrail pierre ponson,la resurrection de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
632,1866_Pontmartin-Armand-de_Entre-chien-et-loup,1866,armand de pontmartin,entre chien et loup,non_canon,False,male,0,0,0,0,0,0,0,0
633,1866_Sand-George_Promenades-autour-d-un_village,1866,george sand,promenades autour d un,non_canon,True,female,0,0,1,0,0,0,1,0
634,1866_Segur-comtesse-de_Jean-qui-grogne-et-Jean-qui-rit,1866,comtesse de segur,jean qui grogne et jean qui rit,non_canon,False,female,0,0,0,0,0,0,0,0
635,1866_Segur-comtesse-de_Un-Bon-Petit-Diable,1866,comtesse de segur,un bon petit diable,non_canon,False,female,0,0,0,0,0,0,0,0
636,1866_Solms-Marie-de_La-mexicaine_(le-Piege-aux-maris--serie-3),1866,marie de solms,la mexicaine,non_canon,False,female,0,0,0,0,0,0,0,0
637,1866_Stapleaux-Leopold_Le-Chateau-de-la-rage.,1866,leopold stapleaux,le chateau de la rage.,non_canon,False,male,0,0,0,0,0,0,0,0
638,1866_Stern-Daniel_Nelida-Herve-Julien,1866,daniel stern,nelida herve julien,non_canon,False,female,0,0,0,0,0,0,0,0
639,1866_Ulbach-Louis_Le-Jardin-du-chanoine,1866,louis ulbach,le jardin du chanoine,non_canon,False,male,0,0,0,0,0,0,0,0
640,1866_Valles-Jules_Les-Refractaires,1866,jules valles,les refractaires,non_canon,True,male,0,0,0,0,0,0,1,0
641,1866_Valter-Adolphine-De-Jonge-Mme_Les-Confessions-de-la-comtesse-d-Aquilar-etude-historique,1866,adolphine de jonge mme valter,les confessions de la comtesse d aquilar etude historique,non_canon,False,female,0,0,0,0,0,0,0,0
642,1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Les-Forestiers-du-Michigan,1867,gustave auriac jules berlioz d  aimard,les forestiers du michigan,non_canon,False,male,0,0,0,0,0,0,0,0
643,1867_Aimard-Gustave-Auriac-Jules-Berlioz-d-_Oeil-de-feu,1867,gustave auriac jules berlioz d  aimard,oeil de feu,non_canon,False,male,0,0,0,0,0,0,0,0
644,1867_Assollant-Alfred_Aventures-merveilleuses-mais-authentiques-du-capitaine-Corcoran-Deuxieme-partie,1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran deuxieme partie,non_canon,False,male,0,0,0,0,0,0,0,0
645,1867_Assollant-Alfred_Aventures-merveilleuses-mais-authentiques-du-capitaine-Corcoran-Premiere-Partie,1867,alfred assollant,aventures merveilleuses mais authentiques du capitaine corcoran premiere partie,non_canon,False,male,0,0,0,0,0,0,0,0
646,1867_Belot-Adolphe_Le-drame-de-la-rue-de-la-paix,1867,adolphe belot,le drame de la rue de la paix,non_canon,False,male,0,0,0,0,0,0,0,0
647,1867_Claretie-Jules_Les-Femmes-de-proie-Mademoiselle-Cachemire,1867,jules claretie,les femmes de proie mademoiselle cachemire,non_canon,False,male,0,0,0,0,0,0,0,0
648,1867_de-Coster-Charles_La-Legende-et-les-Aventures-heroiques-joyeuses-et-glorieuses-d-Ulenspiegel-et-de-Lamme-Goedzak,1867,coster charles de,la legende et les aventures heroiques joyeuses et glorieuses d ulenspiegel et de lamme goedzak,non_canon,False,male,0,0,0,0,0,0,0,0
649,1867_Dumas-Alexandre_Les-Blancs-et-les-Bleus,1867,alexandre dumas,les blancs et les bleus,non_canon,True,male,0,0,0,0,0,0,1,0
650,1867_Feval-Paul_(pere)_L-avaleur-de-sabres-Les-Habits-Noirs_Tome-VI,1867,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
651,1867_Gaboriau-Emile_Le-crime-d-Orcival,1867,emile gaboriau,le crime d orcival,non_canon,False,male,0,0,0,0,0,0,0,0
652,1867_Gaboriau-Emile_Le-dossier-113,1867,emile gaboriau,le dossier 113,non_canon,False,male,0,0,0,0,0,0,0,0
653,1867_Gouraud-Julie_Le-petit-colporteur,1867,julie gouraud,le petit colporteur,non_canon,False,female,0,0,0,0,0,0,0,0
654,1867_Houssaye-Arsene_La-Pantoufle-de-Cendrillon-ou-Suzanne-aux-coquelicots,1867,arsene houssaye,la pantoufle de cendrillon ou suzanne aux coquelicots,non_canon,False,male,0,0,0,0,0,0,0,0
655,1867_Marcel-Jeanne_Les-petits-vagabonds,1867,jeanne marcel,les petits vagabonds,non_canon,False,female,0,0,0,0,0,0,0,0
656,1867_Pitray-Olga-de-Segur_Les-enfants-des-Tuileries,1867,olga de segur pitray,les enfants des tuileries,non_canon,False,female,0,0,0,0,0,0,0,0
657,1867_Ponson-du-Terrail-Pierre-Alexis-de_L-heritage-de-Corinne-La-Mule-de-satin,1867,du terrail pierre alexis de ponson,l heritage de corinne la mule de satin,non_canon,False,male,0,0,0,0,0,0,0,0
658,1867_Ponson-du-Terrail-Pierre-Alexis-de_Memoires-d-un-gendarme,1867,du terrail pierre alexis de ponson,memoires d un gendarme,non_canon,False,male,0,0,0,0,0,0,0,0
659,1867_Ponson-du-Terrail-Pierre_La-Verite-sur-Rocambole,1867,du terrail pierre ponson,la verite sur rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
660,1867_Pressense-Elise-de_Deux-ans-au-lycee,1867,elise de pressense,deux ans au lycee,non_canon,False,female,0,0,0,0,0,0,0,0
661,1867_Privat-Esprit_Les-Idoles-du-jour,1867,esprit privat,les idoles du jour,non_canon,False,male,0,0,0,0,0,0,0,0
662,1867_Robert-Adrien_Le-Radieux,1867,adrien robert,le radieux,non_canon,False,male,0,0,0,0,0,0,0,0
663,1867_Sauquet-Victor_L-Enfant-des-montagnes,1867,victor sauquet,l enfant des montagnes,non_canon,False,male,0,0,0,0,0,0,0,0
664,1867_Savigny-Laurence-de_Le-Robinson-des-Alpes,1867,laurence de savigny,le robinson des alpes,non_canon,False,female,0,0,0,0,0,0,0,0
665,1867_Segur-comtesse-de_Le-Mauvais-Genie,1867,comtesse de segur,le mauvais genie,non_canon,False,female,0,0,0,0,0,0,0,0
666,1867_Taulier-Jules_Les-Deux-petits-Robinsons-de-la-Grande-Chartreuse,1867,jules taulier,les deux petits robinsons de la grande chartreuse,non_canon,False,male,0,0,0,0,0,0,0,0
667,1867_Vigny-Alfred-de_La-vie-et-la-mort-du-capitaine-Renaud-ou-La-canne-de-jonc--souvenirs-de-grandeur-militaire,1867,alfred de vigny,la vie et la mort du capitaine renaud ou la canne de jonc  souvenirs de grandeur militaire,non_canon,True,male,0,0,1,0,0,0,1,0
668,1867_Villars-Fanny_L-Expiation,1867,fanny villars,l expiation,non_canon,False,female,0,0,0,0,0,0,0,0
669,1868_Barbara-Charles_Mademoiselle-de-Sainte-Luce_remastered,1868,charles barbara,mademoiselle de sainte luce,non_canon,False,male,0,0,0,0,0,0,0,0
670,1868_Chevalier-H-Emile_Jacques-Cartier,1868,h emile chevalier,jacques cartier,non_canon,False,male,0,0,0,0,0,0,0,0
671,1868_Daudet-Alphonse_Le-petit-Chose,1868,alphonse daudet,le petit chose,non_canon,True,male,0,0,1,0,0,0,1,0
672,1868_Dumanoir-Paul_Les-Oubliettes-de-la-tour-François-Ier,1868,paul dumanoir,les oubliettes de la tour françois ier,non_canon,False,male,0,0,0,0,0,0,0,0
673,1868_Feval-Paul_(pere)_Les-habits-noirs_Tome-III-La-rue-de-Jerusalem,1868,paul feval,(pere),non_canon,False,male,0,0,0,0,0,0,0,0
674,1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-I,1868,emile gaboriau,les esclaves de paris,non_canon,False,male,0,0,0,0,0,0,0,0
675,1868_Gaboriau-Emile_Les-Esclaves-de-Paris_Tome-II,1868,emile gaboriau,les esclaves de paris,non_canon,False,male,0,0,0,0,0,0,0,0
676,1868_Gouraud-Julie_L-Enfant-du-guide,1868,julie gouraud,l enfant du guide,non_canon,False,female,0,0,0,0,0,0,0,0
677,1868_La-Rive-William-de_La-Marquise-de-Clerol-par-William-de-La-Rive_(1868),1868,rive william de la,la marquise de clerol par william de la rive,non_canon,False,male,0,0,0,0,0,0,0,0
678,1868_Perret-Paul_La-Parisienne,1868,paul perret,la parisienne,non_canon,False,male,0,0,0,0,0,0,0,0
679,1868_Ponson-du-Terrail-Pierre-Alexis-de_Le-Grillon-du-moulin,1868,du terrail pierre alexis de ponson,le grillon du moulin,non_canon,False,male,0,0,0,0,0,0,0,0
680,1868_Ponson-du-Terrail-Pierre-Alexis-de_Les-Heros-de-la-vie-privee-La-Fee-d-Auteuil,1868,du terrail pierre alexis de ponson,les heros de la vie privee la fee d auteuil,non_canon,False,male,0,0,0,0,0,0,0,0
681,1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-I-Les-Etrangleurs,1868,du terrail pierre ponson,le dernier mot de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
682,1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-II-Les-Millions-de-la-bohemienne,1868,du terrail pierre ponson,le dernier mot de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
683,1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-III-Un-drame-dans-l-Inde,1868,du terrail pierre ponson,le dernier mot de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
684,1868_Ponson-du-Terrail-Pierre_Le-Dernier-Mot-de-Rocambole_Tome-IV-Les-Tresors-du-Rajah,1868,du terrail pierre ponson,le dernier mot de rocambole,non_canon,False,male,0,0,0,0,0,0,0,0
685,1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-I-La-Nourisseuse-d-enfants,1868,du terrail pierre ponson,rocambole les miseres de londre,non_canon,False,male,0,0,0,0,0,0,0,0
686,1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-II-L-Enfant-perdu,1868,du terrail pierre ponson,rocambole les miseres de londre,non_canon,False,male,0,0,0,0,0,0,0,0
687,1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-III-La-Cage-aux-oiseaux,1868,du terrail pierre ponson,rocambole les miseres de londre,non_canon,False,male,0,0,0,0,0,0,0,0
688,1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre_Tome-IV-Les-Tribulations-de-Shoking,1868,du terrail pierre ponson,rocambole les miseres de londre,non_canon,False,male,0,0,0,0,0,0,0,0
689,1868_Tholmey-A._Derniers-jours-d-un-regne,1868,a. tholmey,derniers jours d un regne,non_canon,False,,0,0,0,0,0,0,0,0
690,1868_Turpin-de-Sansay-Louis-Adolphe_Le-Veilleur-des-morts,1868,de sansay louis adolphe turpin,le veilleur des morts,canon,False,male,0,0,0,0,0,0,0,0
691,1868_Zaccone-Pierre_Le-Courrier-de-Lyon,1868,pierre zaccone,le courrier de lyon,non_canon,False,male,0,0,0,0,0,0,0,0
692,1868_Zola-Emile_Therese-Raquin,1868,emile zola,therese raquin,non_canon,True,male,0,0,1,0,0,0,1,1
693,1869_Biart-Lucien_Pile-et-face,1869,lucien biart,pile et face,non_canon,False,male,0,0,0,0,0,0,0,0
